kind,player,date,name,calls,total_ms,avg_ms,max_ms
switch,lgw,Year 1, spring 3, Wednesday,610,89.5
frame,lgw,Year 1, spring 3, Wednesday,5269,22.1
frame,lgw,Year 1, spring 3, Wednesday,5270,0.1
frame,lgw,Year 1, spring 3, Wednesday,5271,21.3
frame,lgw,Year 1, spring 3, Wednesday,5272,21.3
frame,lgw,Year 1, spring 3, Wednesday,5273,21.1
frame,lgw,Year 1, spring 3, Wednesday,5274,0.1
frame,lgw,Year 1, spring 3, Wednesday,5275,21.0
frame,lgw,Year 1, spring 3, Wednesday,5276,21.4
frame,lgw,Year 1, spring 3, Wednesday,5277,21.5
frame,lgw,Year 1, spring 3, Wednesday,5278,22.0
frame,lgw,Year 1, spring 3, Wednesday,5279,0.1
frame,lgw,Year 1, spring 3, Wednesday,5280,21.2
frame,lgw,Year 1, spring 3, Wednesday,5281,21.3
frame,lgw,Year 1, spring 3, Wednesday,5282,21.1
frame,lgw,Year 1, spring 3, Wednesday,5283,0.1
frame,lgw,Year 1, spring 3, Wednesday,5284,21.1
frame,lgw,Year 1, spring 3, Wednesday,5285,21.7
frame,lgw,Year 1, spring 3, Wednesday,5286,21.3
frame,lgw,Year 1, spring 3, Wednesday,5287,22.2
frame,lgw,Year 1, spring 3, Wednesday,5288,0.1
frame,lgw,Year 1, spring 3, Wednesday,5289,21.6
frame,lgw,Year 1, spring 3, Wednesday,5290,21.2
frame,lgw,Year 1, spring 3, Wednesday,5291,21.7
frame,lgw,Year 1, spring 3, Wednesday,5292,0.1
frame,lgw,Year 1, spring 3, Wednesday,5293,21.3
frame,lgw,Year 1, spring 3, Wednesday,5294,21.2
frame,lgw,Year 1, spring 3, Wednesday,5295,20.9
frame,lgw,Year 1, spring 3, Wednesday,5296,21.0
frame,lgw,Year 1, spring 3, Wednesday,5297,0.1
frame,lgw,Year 1, spring 3, Wednesday,5298,21.1
frame,lgw,Year 1, spring 3, Wednesday,5299,21.2
frame,lgw,Year 1, spring 3, Wednesday,5300,21.7
frame,lgw,Year 1, spring 3, Wednesday,5301,22.6
frame,lgw,Year 1, spring 3, Wednesday,5302,0.1
frame,lgw,Year 1, spring 3, Wednesday,5303,21.8
frame,lgw,Year 1, spring 3, Wednesday,5304,21.5
frame,lgw,Year 1, spring 3, Wednesday,5305,21.3
frame,lgw,Year 1, spring 3, Wednesday,5306,0.1
frame,lgw,Year 1, spring 3, Wednesday,5307,21.2
frame,lgw,Year 1, spring 3, Wednesday,5308,21.5
frame,lgw,Year 1, spring 3, Wednesday,5309,21.4
frame,lgw,Year 1, spring 3, Wednesday,5310,0.1
frame,lgw,Year 1, spring 3, Wednesday,5311,21.2
frame,lgw,Year 1, spring 3, Wednesday,5312,21.1
frame,lgw,Year 1, spring 3, Wednesday,5313,21.7
frame,lgw,Year 1, spring 3, Wednesday,5314,22.3
frame,lgw,Year 1, spring 3, Wednesday,5315,0.2
frame,lgw,Year 1, spring 3, Wednesday,5316,21.7
frame,lgw,Year 1, spring 3, Wednesday,5317,21.8
frame,lgw,Year 1, spring 3, Wednesday,5318,21.8
frame,lgw,Year 1, spring 3, Wednesday,5319,0.1
frame,lgw,Year 1, spring 3, Wednesday,5320,21.6
frame,lgw,Year 1, spring 3, Wednesday,5321,21.4
frame,lgw,Year 1, spring 3, Wednesday,5322,21.8
frame,lgw,Year 1, spring 3, Wednesday,5323,0.1
frame,lgw,Year 1, spring 3, Wednesday,5324,21.0
frame,lgw,Year 1, spring 3, Wednesday,5325,21.3
frame,lgw,Year 1, spring 3, Wednesday,5326,22.1
frame,lgw,Year 1, spring 3, Wednesday,5327,22.0
frame,lgw,Year 1, spring 3, Wednesday,5328,1.1
frame,lgw,Year 1, spring 3, Wednesday,5329,22.7
frame,lgw,Year 1, spring 3, Wednesday,5330,22.1
frame,lgw,Year 1, spring 3, Wednesday,5331,0.1
frame,lgw,Year 1, spring 3, Wednesday,5332,21.4
frame,lgw,Year 1, spring 3, Wednesday,5333,21.9
frame,lgw,Year 1, spring 3, Wednesday,5334,21.1
frame,lgw,Year 1, spring 3, Wednesday,5335,21.5
frame,lgw,Year 1, spring 3, Wednesday,5336,0.1
frame,lgw,Year 1, spring 3, Wednesday,5337,21.2
frame,lgw,Year 1, spring 3, Wednesday,5338,21.3
frame,lgw,Year 1, spring 3, Wednesday,5339,21.4
frame,lgw,Year 1, spring 3, Wednesday,5340,0.1
frame,lgw,Year 1, spring 3, Wednesday,5341,21.3
frame,lgw,Year 1, spring 3, Wednesday,5342,21.3
frame,lgw,Year 1, spring 3, Wednesday,5343,21.7
frame,lgw,Year 1, spring 3, Wednesday,5344,22.2
frame,lgw,Year 1, spring 3, Wednesday,5345,0.2
frame,lgw,Year 1, spring 3, Wednesday,5346,21.1
frame,lgw,Year 1, spring 3, Wednesday,5347,21.3
frame,lgw,Year 1, spring 3, Wednesday,5348,21.0
frame,lgw,Year 1, spring 3, Wednesday,5349,0.1
frame,lgw,Year 1, spring 3, Wednesday,5350,20.8
frame,lgw,Year 1, spring 3, Wednesday,5351,20.8
frame,lgw,Year 1, spring 3, Wednesday,5352,21.5
frame,lgw,Year 1, spring 3, Wednesday,5353,21.0
frame,lgw,Year 1, spring 3, Wednesday,5354,0.1
frame,lgw,Year 1, spring 3, Wednesday,5355,21.1
frame,lgw,Year 1, spring 3, Wednesday,5356,22.5
frame,lgw,Year 1, spring 3, Wednesday,5357,21.1
frame,lgw,Year 1, spring 3, Wednesday,5358,21.2
frame,lgw,Year 1, spring 3, Wednesday,5359,0.1
frame,lgw,Year 1, spring 3, Wednesday,5360,21.6
frame,lgw,Year 1, spring 3, Wednesday,5361,21.5
frame,lgw,Year 1, spring 3, Wednesday,5362,21.5
frame,lgw,Year 1, spring 3, Wednesday,5363,0.1
frame,lgw,Year 1, spring 3, Wednesday,5364,22.2
frame,lgw,Year 1, spring 3, Wednesday,5365,20.9
frame,lgw,Year 1, spring 3, Wednesday,5366,21.3
frame,lgw,Year 1, spring 3, Wednesday,5367,21.0
frame,lgw,Year 1, spring 3, Wednesday,5368,0.1
frame,lgw,Year 1, spring 3, Wednesday,5369,21.2
frame,lgw,Year 1, spring 3, Wednesday,5370,21.9
frame,lgw,Year 1, spring 3, Wednesday,5371,21.0
frame,lgw,Year 1, spring 3, Wednesday,5372,0.1
frame,lgw,Year 1, spring 3, Wednesday,5373,21.2
frame,lgw,Year 1, spring 3, Wednesday,5374,21.5
frame,lgw,Year 1, spring 3, Wednesday,5375,21.2
frame,lgw,Year 1, spring 3, Wednesday,5376,21.8
frame,lgw,Year 1, spring 3, Wednesday,5377,0.1
frame,lgw,Year 1, spring 3, Wednesday,5378,21.2
frame,lgw,Year 1, spring 3, Wednesday,5379,21.0
frame,lgw,Year 1, spring 3, Wednesday,5380,22.7
frame,lgw,Year 1, spring 3, Wednesday,5381,0.1
frame,lgw,Year 1, spring 3, Wednesday,5382,22.0
frame,lgw,Year 1, spring 3, Wednesday,5383,21.2
frame,lgw,Year 1, spring 3, Wednesday,5384,22.1
frame,lgw,Year 1, spring 3, Wednesday,5385,0.1
frame,lgw,Year 1, spring 3, Wednesday,5386,22.5
frame,lgw,Year 1, spring 3, Wednesday,5387,21.6
frame,lgw,Year 1, spring 3, Wednesday,5388,20.8
frame,lgw,Year 1, spring 3, Wednesday,5389,21.6
frame,lgw,Year 1, spring 3, Wednesday,5390,0.3
frame,lgw,Year 1, spring 3, Wednesday,5391,23.2
frame,lgw,Year 1, spring 3, Wednesday,5392,21.4
frame,lgw,Year 1, spring 3, Wednesday,5393,22.8
frame,lgw,Year 1, spring 3, Wednesday,5394,0.1
frame,lgw,Year 1, spring 3, Wednesday,5395,23.9
frame,lgw,Year 1, spring 3, Wednesday,5396,23.3
frame,lgw,Year 1, spring 3, Wednesday,5397,0.2
frame,lgw,Year 1, spring 3, Wednesday,5398,21.5
frame,lgw,Year 1, spring 3, Wednesday,5399,21.4
frame,lgw,Year 1, spring 3, Wednesday,5400,21.4
frame,lgw,Year 1, spring 3, Wednesday,5401,0.1
frame,lgw,Year 1, spring 3, Wednesday,5402,21.2
frame,lgw,Year 1, spring 3, Wednesday,5403,21.6
frame,lgw,Year 1, spring 3, Wednesday,5404,21.6
frame,lgw,Year 1, spring 3, Wednesday,5405,22.3
frame,lgw,Year 1, spring 3, Wednesday,5406,0.2
frame,lgw,Year 1, spring 3, Wednesday,5407,21.2
frame,lgw,Year 1, spring 3, Wednesday,5408,21.2
frame,lgw,Year 1, spring 3, Wednesday,5409,21.4
frame,lgw,Year 1, spring 3, Wednesday,5410,0.1
frame,lgw,Year 1, spring 3, Wednesday,5411,21.6
frame,lgw,Year 1, spring 3, Wednesday,5412,21.6
frame,lgw,Year 1, spring 3, Wednesday,5413,21.9
frame,lgw,Year 1, spring 3, Wednesday,5414,21.5
frame,lgw,Year 1, spring 3, Wednesday,5415,0.1
frame,lgw,Year 1, spring 3, Wednesday,5416,21.7
frame,lgw,Year 1, spring 3, Wednesday,5417,21.3
frame,lgw,Year 1, spring 3, Wednesday,5418,20.8
frame,lgw,Year 1, spring 3, Wednesday,5419,0.1
frame,lgw,Year 1, spring 3, Wednesday,5420,21.2
frame,lgw,Year 1, spring 3, Wednesday,5421,20.9
frame,lgw,Year 1, spring 3, Wednesday,5422,21.8
frame,lgw,Year 1, spring 3, Wednesday,5423,21.3
frame,lgw,Year 1, spring 3, Wednesday,5424,0.1
frame,lgw,Year 1, spring 3, Wednesday,5425,21.3
frame,lgw,Year 1, spring 3, Wednesday,5426,21.7
frame,lgw,Year 1, spring 3, Wednesday,5427,22.0
frame,lgw,Year 1, spring 3, Wednesday,5428,0.1
frame,lgw,Year 1, spring 3, Wednesday,5429,21.2
frame,lgw,Year 1, spring 3, Wednesday,5430,22.4
frame,lgw,Year 1, spring 3, Wednesday,5431,21.0
frame,lgw,Year 1, spring 3, Wednesday,5432,0.1
frame,lgw,Year 1, spring 3, Wednesday,5433,21.1
frame,lgw,Year 1, spring 3, Wednesday,5434,21.6
frame,lgw,Year 1, spring 3, Wednesday,5435,21.5
frame,lgw,Year 1, spring 3, Wednesday,5436,21.2
frame,lgw,Year 1, spring 3, Wednesday,5437,0.1
frame,lgw,Year 1, spring 3, Wednesday,5438,21.8
frame,lgw,Year 1, spring 3, Wednesday,5439,21.5
frame,lgw,Year 1, spring 3, Wednesday,5440,21.7
frame,lgw,Year 1, spring 3, Wednesday,5441,0.1
frame,lgw,Year 1, spring 3, Wednesday,5442,21.3
frame,lgw,Year 1, spring 3, Wednesday,5443,21.5
frame,lgw,Year 1, spring 3, Wednesday,5444,21.9
frame,lgw,Year 1, spring 3, Wednesday,5445,21.0
frame,lgw,Year 1, spring 3, Wednesday,5446,0.1
frame,lgw,Year 1, spring 3, Wednesday,5447,21.0
frame,lgw,Year 1, spring 3, Wednesday,5448,22.1
frame,lgw,Year 1, spring 3, Wednesday,5449,22.0
frame,lgw,Year 1, spring 3, Wednesday,5450,0.1
frame,lgw,Year 1, spring 3, Wednesday,5451,22.2
frame,lgw,Year 1, spring 3, Wednesday,5452,20.9
frame,lgw,Year 1, spring 3, Wednesday,5453,21.3
frame,lgw,Year 1, spring 3, Wednesday,5454,21.0
frame,lgw,Year 1, spring 3, Wednesday,5455,0.1
frame,lgw,Year 1, spring 3, Wednesday,5456,21.2
frame,lgw,Year 1, spring 3, Wednesday,5457,21.2
frame,lgw,Year 1, spring 3, Wednesday,5458,21.5
frame,lgw,Year 1, spring 3, Wednesday,5459,0.1
frame,lgw,Year 1, spring 3, Wednesday,5460,21.3
frame,lgw,Year 1, spring 3, Wednesday,5461,22.0
frame,lgw,Year 1, spring 3, Wednesday,5462,21.6
frame,lgw,Year 1, spring 3, Wednesday,5463,21.1
frame,lgw,Year 1, spring 3, Wednesday,5464,0.2
frame,lgw,Year 1, spring 3, Wednesday,5465,22.3
frame,lgw,Year 1, spring 3, Wednesday,5466,21.2
frame,lgw,Year 1, spring 3, Wednesday,5467,21.6
frame,lgw,Year 1, spring 3, Wednesday,5468,0.1
frame,lgw,Year 1, spring 3, Wednesday,5469,21.7
frame,lgw,Year 1, spring 3, Wednesday,5470,21.4
frame,lgw,Year 1, spring 3, Wednesday,5471,21.2
frame,lgw,Year 1, spring 3, Wednesday,5472,0.2
frame,lgw,Year 1, spring 3, Wednesday,5473,21.8
frame,lgw,Year 1, spring 3, Wednesday,5474,22.0
frame,lgw,Year 1, spring 3, Wednesday,5475,21.3
frame,lgw,Year 1, spring 3, Wednesday,5476,21.6
frame,lgw,Year 1, spring 3, Wednesday,5477,0.2
frame,lgw,Year 1, spring 3, Wednesday,5478,21.4
frame,lgw,Year 1, spring 3, Wednesday,5479,21.8
frame,lgw,Year 1, spring 3, Wednesday,5480,21.4
frame,lgw,Year 1, spring 3, Wednesday,5481,0.2
frame,lgw,Year 1, spring 3, Wednesday,5482,21.0
frame,lgw,Year 1, spring 3, Wednesday,5483,21.3
frame,lgw,Year 1, spring 3, Wednesday,5484,21.0
frame,lgw,Year 1, spring 3, Wednesday,5485,21.3
frame,lgw,Year 1, spring 3, Wednesday,5486,0.2
frame,lgw,Year 1, spring 3, Wednesday,5487,21.4
frame,lgw,Year 1, spring 3, Wednesday,5488,21.2
frame,lgw,Year 1, spring 3, Wednesday,5489,21.3
frame,lgw,Year 1, spring 3, Wednesday,5490,0.3
frame,lgw,Year 1, spring 3, Wednesday,5491,21.1
frame,lgw,Year 1, spring 3, Wednesday,5492,21.6
frame,lgw,Year 1, spring 3, Wednesday,5493,21.9
frame,lgw,Year 1, spring 3, Wednesday,5494,21.7
frame,lgw,Year 1, spring 3, Wednesday,5495,0.1
frame,lgw,Year 1, spring 3, Wednesday,5496,21.3
frame,lgw,Year 1, spring 3, Wednesday,5497,21.3
frame,lgw,Year 1, spring 3, Wednesday,5498,21.8
frame,lgw,Year 1, spring 3, Wednesday,5499,0.1
frame,lgw,Year 1, spring 3, Wednesday,5500,21.9
frame,lgw,Year 1, spring 3, Wednesday,5501,21.0
frame,lgw,Year 1, spring 3, Wednesday,5502,22.2
frame,lgw,Year 1, spring 3, Wednesday,5503,0.1
frame,lgw,Year 1, spring 3, Wednesday,5504,21.9
frame,lgw,Year 1, spring 3, Wednesday,5505,22.2
frame,lgw,Year 1, spring 3, Wednesday,5506,21.7
frame,lgw,Year 1, spring 3, Wednesday,5507,21.7
frame,lgw,Year 1, spring 3, Wednesday,5508,0.3
frame,lgw,Year 1, spring 3, Wednesday,5509,21.5
frame,lgw,Year 1, spring 3, Wednesday,5510,21.8
frame,lgw,Year 1, spring 3, Wednesday,5511,21.9
frame,lgw,Year 1, spring 3, Wednesday,5512,0.1
frame,lgw,Year 1, spring 3, Wednesday,5513,21.9
frame,lgw,Year 1, spring 3, Wednesday,5514,21.5
frame,lgw,Year 1, spring 3, Wednesday,5515,21.5
frame,lgw,Year 1, spring 3, Wednesday,5516,0.1
frame,lgw,Year 1, spring 3, Wednesday,5517,21.7
frame,lgw,Year 1, spring 3, Wednesday,5518,21.3
frame,lgw,Year 1, spring 3, Wednesday,5519,21.8
frame,lgw,Year 1, spring 3, Wednesday,5520,21.3
frame,lgw,Year 1, spring 3, Wednesday,5521,0.1
frame,lgw,Year 1, spring 3, Wednesday,5522,21.0
frame,lgw,Year 1, spring 3, Wednesday,5523,21.3
frame,lgw,Year 1, spring 3, Wednesday,5524,21.3
frame,lgw,Year 1, spring 3, Wednesday,5525,0.2
frame,lgw,Year 1, spring 3, Wednesday,5526,21.8
frame,lgw,Year 1, spring 3, Wednesday,5527,21.3
frame,lgw,Year 1, spring 3, Wednesday,5528,21.6
frame,lgw,Year 1, spring 3, Wednesday,5529,21.1
