kind,player,date,name,calls,total_ms,avg_ms,max_ms
lag,lgw,Year 1, spring 4, Thursday,2,170.9
frame,lgw,Year 1, spring 4, Thursday,5139,20.9
frame,lgw,Year 1, spring 4, Thursday,5140,20.8
frame,lgw,Year 1, spring 4, Thursday,5141,0.0
frame,lgw,Year 1, spring 4, Thursday,5142,20.7
frame,lgw,Year 1, spring 4, Thursday,5143,20.7
frame,lgw,Year 1, spring 4, Thursday,5144,21.0
frame,lgw,Year 1, spring 4, Thursday,5145,21.1
frame,lgw,Year 1, spring 4, Thursday,5146,0.0
frame,lgw,Year 1, spring 4, Thursday,5147,21.2
frame,lgw,Year 1, spring 4, Thursday,5148,21.3
frame,lgw,Year 1, spring 4, Thursday,5149,21.3
frame,lgw,Year 1, spring 4, Thursday,5150,21.4
frame,lgw,Year 1, spring 4, Thursday,5151,0.0
frame,lgw,Year 1, spring 4, Thursday,5152,21.2
frame,lgw,Year 1, spring 4, Thursday,5153,21.7
frame,lgw,Year 1, spring 4, Thursday,5154,20.8
frame,lgw,Year 1, spring 4, Thursday,5155,0.1
frame,lgw,Year 1, spring 4, Thursday,5156,21.1
frame,lgw,Year 1, spring 4, Thursday,5157,22.0
frame,lgw,Year 1, spring 4, Thursday,5158,21.8
frame,lgw,Year 1, spring 4, Thursday,5159,21.1
frame,lgw,Year 1, spring 4, Thursday,5160,0.0
frame,lgw,Year 1, spring 4, Thursday,5161,21.4
frame,lgw,Year 1, spring 4, Thursday,5162,21.0
frame,lgw,Year 1, spring 4, Thursday,5163,21.3
frame,lgw,Year 1, spring 4, Thursday,5164,0.0
frame,lgw,Year 1, spring 4, Thursday,5165,20.9
frame,lgw,Year 1, spring 4, Thursday,5166,21.5
frame,lgw,Year 1, spring 4, Thursday,5167,22.3
frame,lgw,Year 1, spring 4, Thursday,5168,21.3
frame,lgw,Year 1, spring 4, Thursday,5169,0.0
frame,lgw,Year 1, spring 4, Thursday,5170,21.4
frame,lgw,Year 1, spring 4, Thursday,5171,21.3
frame,lgw,Year 1, spring 4, Thursday,5172,20.9
frame,lgw,Year 1, spring 4, Thursday,5173,0.1
frame,lgw,Year 1, spring 4, Thursday,5174,21.0
frame,lgw,Year 1, spring 4, Thursday,5175,21.1
frame,lgw,Year 1, spring 4, Thursday,5176,20.8
frame,lgw,Year 1, spring 4, Thursday,5177,21.1
frame,lgw,Year 1, spring 4, Thursday,5178,0.2
frame,lgw,Year 1, spring 4, Thursday,5179,21.5
frame,lgw,Year 1, spring 4, Thursday,5180,21.1
frame,lgw,Year 1, spring 4, Thursday,5181,21.1
frame,lgw,Year 1, spring 4, Thursday,5182,21.0
frame,lgw,Year 1, spring 4, Thursday,5183,0.0
frame,lgw,Year 1, spring 4, Thursday,5184,21.3
frame,lgw,Year 1, spring 4, Thursday,5185,21.3
frame,lgw,Year 1, spring 4, Thursday,5186,22.1
frame,lgw,Year 1, spring 4, Thursday,5187,0.1
frame,lgw,Year 1, spring 4, Thursday,5188,21.2
frame,lgw,Year 1, spring 4, Thursday,5189,21.7
frame,lgw,Year 1, spring 4, Thursday,5190,21.1
frame,lgw,Year 1, spring 4, Thursday,5191,21.2
frame,lgw,Year 1, spring 4, Thursday,5192,0.0
frame,lgw,Year 1, spring 4, Thursday,5193,21.3
frame,lgw,Year 1, spring 4, Thursday,5194,21.1
frame,lgw,Year 1, spring 4, Thursday,5195,21.3
frame,lgw,Year 1, spring 4, Thursday,5196,0.1
frame,lgw,Year 1, spring 4, Thursday,5197,21.4
frame,lgw,Year 1, spring 4, Thursday,5198,21.2
frame,lgw,Year 1, spring 4, Thursday,5199,20.8
frame,lgw,Year 1, spring 4, Thursday,5200,21.8
frame,lgw,Year 1, spring 4, Thursday,5201,0.2
frame,lgw,Year 1, spring 4, Thursday,5202,21.1
frame,lgw,Year 1, spring 4, Thursday,5203,21.0
frame,lgw,Year 1, spring 4, Thursday,5204,20.9
frame,lgw,Year 1, spring 4, Thursday,5205,21.6
frame,lgw,Year 1, spring 4, Thursday,5206,0.4
frame,lgw,Year 1, spring 4, Thursday,5207,21.2
frame,lgw,Year 1, spring 4, Thursday,5208,21.2
frame,lgw,Year 1, spring 4, Thursday,5209,21.7
frame,lgw,Year 1, spring 4, Thursday,5210,0.0
frame,lgw,Year 1, spring 4, Thursday,5211,21.3
frame,lgw,Year 1, spring 4, Thursday,5212,21.5
frame,lgw,Year 1, spring 4, Thursday,5213,21.5
frame,lgw,Year 1, spring 4, Thursday,5214,21.0
frame,lgw,Year 1, spring 4, Thursday,5215,0.1
frame,lgw,Year 1, spring 4, Thursday,5216,22.4
frame,lgw,Year 1, spring 4, Thursday,5217,21.2
frame,lgw,Year 1, spring 4, Thursday,5218,21.1
frame,lgw,Year 1, spring 4, Thursday,5219,0.0
frame,lgw,Year 1, spring 4, Thursday,5220,21.7
frame,lgw,Year 1, spring 4, Thursday,5221,23.7
frame,lgw,Year 1, spring 4, Thursday,5222,21.4
frame,lgw,Year 1, spring 4, Thursday,5223,0.0
frame,lgw,Year 1, spring 4, Thursday,5224,21.3
frame,lgw,Year 1, spring 4, Thursday,5225,22.8
frame,lgw,Year 1, spring 4, Thursday,5226,21.4
frame,lgw,Year 1, spring 4, Thursday,5227,0.1
frame,lgw,Year 1, spring 4, Thursday,5228,22.8
frame,lgw,Year 1, spring 4, Thursday,5229,21.0
frame,lgw,Year 1, spring 4, Thursday,5230,20.9
frame,lgw,Year 1, spring 4, Thursday,5231,21.3
frame,lgw,Year 1, spring 4, Thursday,5232,0.1
frame,lgw,Year 1, spring 4, Thursday,5233,21.3
frame,lgw,Year 1, spring 4, Thursday,5234,21.8
frame,lgw,Year 1, spring 4, Thursday,5235,21.4
frame,lgw,Year 1, spring 4, Thursday,5236,0.0
frame,lgw,Year 1, spring 4, Thursday,5237,20.8
frame,lgw,Year 1, spring 4, Thursday,5238,21.1
frame,lgw,Year 1, spring 4, Thursday,5239,21.1
frame,lgw,Year 1, spring 4, Thursday,5240,21.2
frame,lgw,Year 1, spring 4, Thursday,5241,0.0
frame,lgw,Year 1, spring 4, Thursday,5242,21.3
frame,lgw,Year 1, spring 4, Thursday,5243,20.9
frame,lgw,Year 1, spring 4, Thursday,5244,21.9
frame,lgw,Year 1, spring 4, Thursday,5245,21.1
frame,lgw,Year 1, spring 4, Thursday,5246,0.0
frame,lgw,Year 1, spring 4, Thursday,5247,21.2
frame,lgw,Year 1, spring 4, Thursday,5248,21.2
frame,lgw,Year 1, spring 4, Thursday,5249,22.2
frame,lgw,Year 1, spring 4, Thursday,5250,0.1
frame,lgw,Year 1, spring 4, Thursday,5251,21.0
frame,lgw,Year 1, spring 4, Thursday,5252,21.5
frame,lgw,Year 1, spring 4, Thursday,5253,21.0
frame,lgw,Year 1, spring 4, Thursday,5254,20.9
frame,lgw,Year 1, spring 4, Thursday,5255,0.0
frame,lgw,Year 1, spring 4, Thursday,5256,20.8
frame,lgw,Year 1, spring 4, Thursday,5257,20.9
frame,lgw,Year 1, spring 4, Thursday,5258,21.3
frame,lgw,Year 1, spring 4, Thursday,5259,21.2
frame,lgw,Year 1, spring 4, Thursday,5260,0.0
frame,lgw,Year 1, spring 4, Thursday,5261,21.4
frame,lgw,Year 1, spring 4, Thursday,5262,21.3
frame,lgw,Year 1, spring 4, Thursday,5263,21.7
frame,lgw,Year 1, spring 4, Thursday,5264,0.0
frame,lgw,Year 1, spring 4, Thursday,5265,21.1
frame,lgw,Year 1, spring 4, Thursday,5266,20.9
frame,lgw,Year 1, spring 4, Thursday,5267,21.2
frame,lgw,Year 1, spring 4, Thursday,5268,21.2
frame,lgw,Year 1, spring 4, Thursday,5269,0.2
frame,lgw,Year 1, spring 4, Thursday,5270,21.4
frame,lgw,Year 1, spring 4, Thursday,5271,21.4
frame,lgw,Year 1, spring 4, Thursday,5272,22.1
frame,lgw,Year 1, spring 4, Thursday,5273,0.0
frame,lgw,Year 1, spring 4, Thursday,5274,21.1
frame,lgw,Year 1, spring 4, Thursday,5275,20.9
frame,lgw,Year 1, spring 4, Thursday,5276,21.3
frame,lgw,Year 1, spring 4, Thursday,5277,21.4
frame,lgw,Year 1, spring 4, Thursday,5278,0.1
frame,lgw,Year 1, spring 4, Thursday,5279,22.1
frame,lgw,Year 1, spring 4, Thursday,5280,21.3
frame,lgw,Year 1, spring 4, Thursday,5281,22.1
frame,lgw,Year 1, spring 4, Thursday,5282,0.1
frame,lgw,Year 1, spring 4, Thursday,5283,21.2
frame,lgw,Year 1, spring 4, Thursday,5284,21.3
frame,lgw,Year 1, spring 4, Thursday,5285,21.4
frame,lgw,Year 1, spring 4, Thursday,5286,21.2
frame,lgw,Year 1, spring 4, Thursday,5287,0.0
frame,lgw,Year 1, spring 4, Thursday,5288,21.2
frame,lgw,Year 1, spring 4, Thursday,5289,21.6
frame,lgw,Year 1, spring 4, Thursday,5290,21.6
frame,lgw,Year 1, spring 4, Thursday,5291,0.1
frame,lgw,Year 1, spring 4, Thursday,5292,20.8
frame,lgw,Year 1, spring 4, Thursday,5293,21.1
frame,lgw,Year 1, spring 4, Thursday,5294,21.1
frame,lgw,Year 1, spring 4, Thursday,5295,21.0
frame,lgw,Year 1, spring 4, Thursday,5296,0.2
frame,lgw,Year 1, spring 4, Thursday,5297,21.2
frame,lgw,Year 1, spring 4, Thursday,5298,20.9
frame,lgw,Year 1, spring 4, Thursday,5299,21.7
frame,lgw,Year 1, spring 4, Thursday,5300,21.0
frame,lgw,Year 1, spring 4, Thursday,5301,0.0
frame,lgw,Year 1, spring 4, Thursday,5302,21.3
frame,lgw,Year 1, spring 4, Thursday,5303,21.6
frame,lgw,Year 1, spring 4, Thursday,5304,21.2
frame,lgw,Year 1, spring 4, Thursday,5305,0.1
frame,lgw,Year 1, spring 4, Thursday,5306,21.0
frame,lgw,Year 1, spring 4, Thursday,5307,21.0
frame,lgw,Year 1, spring 4, Thursday,5308,21.2
frame,lgw,Year 1, spring 4, Thursday,5309,22.7
frame,lgw,Year 1, spring 4, Thursday,5310,0.1
frame,lgw,Year 1, spring 4, Thursday,5311,21.4
frame,lgw,Year 1, spring 4, Thursday,5312,21.0
frame,lgw,Year 1, spring 4, Thursday,5313,21.5
frame,lgw,Year 1, spring 4, Thursday,5314,0.0
frame,lgw,Year 1, spring 4, Thursday,5315,21.0
frame,lgw,Year 1, spring 4, Thursday,5316,21.2
frame,lgw,Year 1, spring 4, Thursday,5317,21.3
frame,lgw,Year 1, spring 4, Thursday,5318,21.0
frame,lgw,Year 1, spring 4, Thursday,5319,0.1
frame,lgw,Year 1, spring 4, Thursday,5320,21.6
frame,lgw,Year 1, spring 4, Thursday,5321,21.5
frame,lgw,Year 1, spring 4, Thursday,5322,21.2
frame,lgw,Year 1, spring 4, Thursday,5323,21.5
frame,lgw,Year 1, spring 4, Thursday,5324,0.1
frame,lgw,Year 1, spring 4, Thursday,5325,21.5
frame,lgw,Year 1, spring 4, Thursday,5326,21.7
frame,lgw,Year 1, spring 4, Thursday,5327,21.1
frame,lgw,Year 1, spring 4, Thursday,5328,0.1
frame,lgw,Year 1, spring 4, Thursday,5329,21.1
frame,lgw,Year 1, spring 4, Thursday,5330,21.1
frame,lgw,Year 1, spring 4, Thursday,5331,21.5
frame,lgw,Year 1, spring 4, Thursday,5332,21.4
frame,lgw,Year 1, spring 4, Thursday,5333,0.0
frame,lgw,Year 1, spring 4, Thursday,5334,22.0
frame,lgw,Year 1, spring 4, Thursday,5335,21.3
frame,lgw,Year 1, spring 4, Thursday,5336,21.6
frame,lgw,Year 1, spring 4, Thursday,5337,0.1
frame,lgw,Year 1, spring 4, Thursday,5338,20.7
frame,lgw,Year 1, spring 4, Thursday,5339,21.2
frame,lgw,Year 1, spring 4, Thursday,5340,20.9
frame,lgw,Year 1, spring 4, Thursday,5341,20.7
frame,lgw,Year 1, spring 4, Thursday,5342,0.0
frame,lgw,Year 1, spring 4, Thursday,5343,21.1
frame,lgw,Year 1, spring 4, Thursday,5344,21.1
frame,lgw,Year 1, spring 4, Thursday,5345,21.3
frame,lgw,Year 1, spring 4, Thursday,5346,21.2
frame,lgw,Year 1, spring 4, Thursday,5347,0.0
frame,lgw,Year 1, spring 4, Thursday,5348,21.4
frame,lgw,Year 1, spring 4, Thursday,5349,21.5
frame,lgw,Year 1, spring 4, Thursday,5350,21.7
frame,lgw,Year 1, spring 4, Thursday,5351,0.0
frame,lgw,Year 1, spring 4, Thursday,5352,21.0
frame,lgw,Year 1, spring 4, Thursday,5353,21.0
frame,lgw,Year 1, spring 4, Thursday,5354,21.4
frame,lgw,Year 1, spring 4, Thursday,5355,21.7
frame,lgw,Year 1, spring 4, Thursday,5356,0.1
frame,lgw,Year 1, spring 4, Thursday,5357,21.6
frame,lgw,Year 1, spring 4, Thursday,5358,21.6
frame,lgw,Year 1, spring 4, Thursday,5359,20.9
frame,lgw,Year 1, spring 4, Thursday,5360,0.0
frame,lgw,Year 1, spring 4, Thursday,5361,20.9
frame,lgw,Year 1, spring 4, Thursday,5362,21.3
frame,lgw,Year 1, spring 4, Thursday,5363,21.1
frame,lgw,Year 1, spring 4, Thursday,5364,21.2
frame,lgw,Year 1, spring 4, Thursday,5365,0.2
frame,lgw,Year 1, spring 4, Thursday,5366,21.3
frame,lgw,Year 1, spring 4, Thursday,5367,21.8
frame,lgw,Year 1, spring 4, Thursday,5368,21.9
frame,lgw,Year 1, spring 4, Thursday,5369,0.2
frame,lgw,Year 1, spring 4, Thursday,5370,21.2
frame,lgw,Year 1, spring 4, Thursday,5371,20.9
frame,lgw,Year 1, spring 4, Thursday,5372,20.9
frame,lgw,Year 1, spring 4, Thursday,5373,21.1
frame,lgw,Year 1, spring 4, Thursday,5374,0.1
frame,lgw,Year 1, spring 4, Thursday,5375,21.0
frame,lgw,Year 1, spring 4, Thursday,5376,21.4
frame,lgw,Year 1, spring 4, Thursday,5377,21.2
frame,lgw,Year 1, spring 4, Thursday,5378,20.7
frame,lgw,Year 1, spring 4, Thursday,5379,0.0
frame,lgw,Year 1, spring 4, Thursday,5380,21.6
frame,lgw,Year 1, spring 4, Thursday,5381,21.4
frame,lgw,Year 1, spring 4, Thursday,5382,21.1
frame,lgw,Year 1, spring 4, Thursday,5383,0.1
frame,lgw,Year 1, spring 4, Thursday,5384,21.1
frame,lgw,Year 1, spring 4, Thursday,5385,21.0
frame,lgw,Year 1, spring 4, Thursday,5386,21.5
frame,lgw,Year 1, spring 4, Thursday,5387,20.8
frame,lgw,Year 1, spring 4, Thursday,5388,0.0
frame,lgw,Year 1, spring 4, Thursday,5389,20.9
frame,lgw,Year 1, spring 4, Thursday,5390,21.0
frame,lgw,Year 1, spring 4, Thursday,5391,21.4
frame,lgw,Year 1, spring 4, Thursday,5392,21.3
frame,lgw,Year 1, spring 4, Thursday,5393,0.2
frame,lgw,Year 1, spring 4, Thursday,5394,21.3
frame,lgw,Year 1, spring 4, Thursday,5395,21.0
frame,lgw,Year 1, spring 4, Thursday,5396,20.9
frame,lgw,Year 1, spring 4, Thursday,5397,21.4
frame,lgw,Year 1, spring 4, Thursday,5398,0.0
frame,lgw,Year 1, spring 4, Thursday,5399,21.3
frame,lgw,Year 1, spring 4, Thursday,5400,21.0
frame,lgw,Year 1, spring 4, Thursday,5401,20.7
frame,lgw,Year 1, spring 4, Thursday,5402,0.1
frame,lgw,Year 1, spring 4, Thursday,5403,20.8
frame,lgw,Year 1, spring 4, Thursday,5404,20.6
frame,lgw,Year 1, spring 4, Thursday,5405,21.0
frame,lgw,Year 1, spring 4, Thursday,5406,21.1
frame,lgw,Year 1, spring 4, Thursday,5407,0.0
frame,lgw,Year 1, spring 4, Thursday,5408,21.3
frame,lgw,Year 1, spring 4, Thursday,5409,21.6
frame,lgw,Year 1, spring 4, Thursday,5410,21.1
frame,lgw,Year 1, spring 4, Thursday,5411,21.5
frame,lgw,Year 1, spring 4, Thursday,5412,0.2
frame,lgw,Year 1, spring 4, Thursday,5413,21.1
frame,lgw,Year 1, spring 4, Thursday,5414,21.7
frame,lgw,Year 1, spring 4, Thursday,5415,21.3
frame,lgw,Year 1, spring 4, Thursday,5416,0.0
frame,lgw,Year 1, spring 4, Thursday,5417,20.8
frame,lgw,Year 1, spring 4, Thursday,5418,21.3
frame,lgw,Year 1, spring 4, Thursday,5419,21.0
frame,lgw,Year 1, spring 4, Thursday,5420,21.3
frame,lgw,Year 1, spring 4, Thursday,5421,0.0
frame,lgw,Year 1, spring 4, Thursday,5422,20.8
frame,lgw,Year 1, spring 4, Thursday,5423,20.9
frame,lgw,Year 1, spring 4, Thursday,5424,21.2
frame,lgw,Year 1, spring 4, Thursday,5425,21.1
frame,lgw,Year 1, spring 4, Thursday,5426,0.0
frame,lgw,Year 1, spring 4, Thursday,5427,20.7
frame,lgw,Year 1, spring 4, Thursday,5428,20.9
frame,lgw,Year 1, spring 4, Thursday,5429,21.7
frame,lgw,Year 1, spring 4, Thursday,5430,21.3
frame,lgw,Year 1, spring 4, Thursday,5431,0.1
frame,lgw,Year 1, spring 4, Thursday,5432,20.9
frame,lgw,Year 1, spring 4, Thursday,5433,20.9
frame,lgw,Year 1, spring 4, Thursday,5434,21.0
frame,lgw,Year 1, spring 4, Thursday,5435,0.2
frame,lgw,Year 1, spring 4, Thursday,5436,21.3
frame,lgw,Year 1, spring 4, Thursday,5437,20.9
frame,lgw,Year 1, spring 4, Thursday,5438,21.1
frame,lgw,Year 1, spring 4, Thursday,5439,21.6
frame,lgw,Year 1, spring 4, Thursday,5440,0.0
frame,lgw,Year 1, spring 4, Thursday,5441,22.0
frame,lgw,Year 1, spring 4, Thursday,5442,20.9
frame,lgw,Year 1, spring 4, Thursday,5443,21.0
frame,lgw,Year 1, spring 4, Thursday,5444,21.2
frame,lgw,Year 1, spring 4, Thursday,5445,0.1
frame,lgw,Year 1, spring 4, Thursday,5446,21.9
frame,lgw,Year 1, spring 4, Thursday,5447,21.2
frame,lgw,Year 1, spring 4, Thursday,5448,21.3
frame,lgw,Year 1, spring 4, Thursday,5449,0.0
frame,lgw,Year 1, spring 4, Thursday,5450,21.4
frame,lgw,Year 1, spring 4, Thursday,5451,21.0
frame,lgw,Year 1, spring 4, Thursday,5452,22.1
frame,lgw,Year 1, spring 4, Thursday,5453,20.9
frame,lgw,Year 1, spring 4, Thursday,5454,0.0
frame,lgw,Year 1, spring 4, Thursday,5455,21.9
frame,lgw,Year 1, spring 4, Thursday,5456,20.7
frame,lgw,Year 1, spring 4, Thursday,5457,20.6
frame,lgw,Year 1, spring 4, Thursday,5458,0.0
frame,lgw,Year 1, spring 4, Thursday,5459,21.4
frame,lgw,Year 1, spring 4, Thursday,5460,20.8
frame,lgw,Year 1, spring 4, Thursday,5461,21.4
frame,lgw,Year 1, spring 4, Thursday,5462,21.0
frame,lgw,Year 1, spring 4, Thursday,5463,0.1
frame,lgw,Year 1, spring 4, Thursday,5464,21.6
frame,lgw,Year 1, spring 4, Thursday,5465,20.8
frame,lgw,Year 1, spring 4, Thursday,5466,31.7
frame,lgw,Year 1, spring 4, Thursday,5467,0.0
frame,lgw,Year 1, spring 4, Thursday,5468,20.9
frame,lgw,Year 1, spring 4, Thursday,5469,21.3
frame,lgw,Year 1, spring 4, Thursday,5470,0.0
frame,lgw,Year 1, spring 4, Thursday,5471,21.7
frame,lgw,Year 1, spring 4, Thursday,5472,21.3
frame,lgw,Year 1, spring 4, Thursday,5473,21.9
frame,lgw,Year 1, spring 4, Thursday,5474,21.1
frame,lgw,Year 1, spring 4, Thursday,5475,0.0
frame,lgw,Year 1, spring 4, Thursday,5476,21.0
frame,lgw,Year 1, spring 4, Thursday,5477,21.0
frame,lgw,Year 1, spring 4, Thursday,5478,21.3
frame,lgw,Year 1, spring 4, Thursday,5479,0.0
frame,lgw,Year 1, spring 4, Thursday,5480,20.7
frame,lgw,Year 1, spring 4, Thursday,5481,20.6
frame,lgw,Year 1, spring 4, Thursday,5482,21.0
frame,lgw,Year 1, spring 4, Thursday,5483,21.1
frame,lgw,Year 1, spring 4, Thursday,5484,0.0
frame,lgw,Year 1, spring 4, Thursday,5485,21.7
frame,lgw,Year 1, spring 4, Thursday,5486,21.5
frame,lgw,Year 1, spring 4, Thursday,5487,21.7
frame,lgw,Year 1, spring 4, Thursday,5488,21.3
frame,lgw,Year 1, spring 4, Thursday,5489,0.0
frame,lgw,Year 1, spring 4, Thursday,5490,21.2
frame,lgw,Year 1, spring 4, Thursday,5491,21.2
frame,lgw,Year 1, spring 4, Thursday,5492,21.5
frame,lgw,Year 1, spring 4, Thursday,5493,0.0
frame,lgw,Year 1, spring 4, Thursday,5494,21.1
frame,lgw,Year 1, spring 4, Thursday,5495,15.7
frame,lgw,Year 1, spring 4, Thursday,5496,12.4
frame,lgw,Year 1, spring 4, Thursday,5497,73.7
frame,lgw,Year 1, spring 4, Thursday,5498,0.1
frame,lgw,Year 1, spring 4, Thursday,5499,0.1
frame,lgw,Year 1, spring 4, Thursday,5500,0.0
frame,lgw,Year 1, spring 4, Thursday,5501,9.0
frame,lgw,Year 1, spring 4, Thursday,5502,24.7
frame,lgw,Year 1, spring 4, Thursday,5503,8.6
frame,lgw,Year 1, spring 4, Thursday,5504,16.8
frame,lgw,Year 1, spring 4, Thursday,5505,16.6
frame,lgw,Year 1, spring 4, Thursday,5506,16.6
frame,lgw,Year 1, spring 4, Thursday,5507,16.9
frame,lgw,Year 1, spring 4, Thursday,5508,16.4
frame,lgw,Year 1, spring 4, Thursday,5509,16.7
frame,lgw,Year 1, spring 4, Thursday,5510,16.7
frame,lgw,Year 1, spring 4, Thursday,5511,16.8
frame,lgw,Year 1, spring 4, Thursday,5512,16.6
frame,lgw,Year 1, spring 4, Thursday,5513,16.6
frame,lgw,Year 1, spring 4, Thursday,5514,16.9
frame,lgw,Year 1, spring 4, Thursday,5515,16.5
frame,lgw,Year 1, spring 4, Thursday,5516,16.7
frame,lgw,Year 1, spring 4, Thursday,5517,16.8
frame,lgw,Year 1, spring 4, Thursday,5518,16.5
frame,lgw,Year 1, spring 4, Thursday,5519,16.9
frame,lgw,Year 1, spring 4, Thursday,5520,16.4
frame,lgw,Year 1, spring 4, Thursday,5521,16.9
frame,lgw,Year 1, spring 4, Thursday,5522,16.4
frame,lgw,Year 1, spring 4, Thursday,5523,16.6
frame,lgw,Year 1, spring 4, Thursday,5524,16.7
frame,lgw,Year 1, spring 4, Thursday,5525,16.7
frame,lgw,Year 1, spring 4, Thursday,5526,16.6
frame,lgw,Year 1, spring 4, Thursday,5527,16.7
frame,lgw,Year 1, spring 4, Thursday,5528,17.0
frame,lgw,Year 1, spring 4, Thursday,5529,16.4
frame,lgw,Year 1, spring 4, Thursday,5530,16.7
frame,lgw,Year 1, spring 4, Thursday,5531,16.7
frame,lgw,Year 1, spring 4, Thursday,5532,16.7
frame,lgw,Year 1, spring 4, Thursday,5533,16.6
frame,lgw,Year 1, spring 4, Thursday,5534,16.7
frame,lgw,Year 1, spring 4, Thursday,5535,16.9
frame,lgw,Year 1, spring 4, Thursday,5536,16.5
frame,lgw,Year 1, spring 4, Thursday,5537,16.6
frame,lgw,Year 1, spring 4, Thursday,5538,16.6
frame,lgw,Year 1, spring 4, Thursday,5539,16.7
frame,lgw,Year 1, spring 4, Thursday,5540,16.8
frame,lgw,Year 1, spring 4, Thursday,5541,16.5
frame,lgw,Year 1, spring 4, Thursday,5542,16.8
frame,lgw,Year 1, spring 4, Thursday,5543,16.6
frame,lgw,Year 1, spring 4, Thursday,5544,16.7
frame,lgw,Year 1, spring 4, Thursday,5545,16.6
frame,lgw,Year 1, spring 4, Thursday,5546,16.7
frame,lgw,Year 1, spring 4, Thursday,5547,16.6
frame,lgw,Year 1, spring 4, Thursday,5548,16.7
frame,lgw,Year 1, spring 4, Thursday,5549,16.7
frame,lgw,Year 1, spring 4, Thursday,5550,16.7
frame,lgw,Year 1, spring 4, Thursday,5551,16.7
frame,lgw,Year 1, spring 4, Thursday,5552,16.7
frame,lgw,Year 1, spring 4, Thursday,5553,16.5
frame,lgw,Year 1, spring 4, Thursday,5554,16.7
frame,lgw,Year 1, spring 4, Thursday,5555,16.8
frame,lgw,Year 1, spring 4, Thursday,5556,16.5
frame,lgw,Year 1, spring 4, Thursday,5557,16.7
frame,lgw,Year 1, spring 4, Thursday,5558,16.6
frame,lgw,Year 1, spring 4, Thursday,5559,16.7
frame,lgw,Year 1, spring 4, Thursday,5560,16.7
frame,lgw,Year 1, spring 4, Thursday,5561,16.7
frame,lgw,Year 1, spring 4, Thursday,5562,16.6
frame,lgw,Year 1, spring 4, Thursday,5563,16.7
frame,lgw,Year 1, spring 4, Thursday,5564,16.6
frame,lgw,Year 1, spring 4, Thursday,5565,16.6
frame,lgw,Year 1, spring 4, Thursday,5566,16.9
frame,lgw,Year 1, spring 4, Thursday,5567,16.5
frame,lgw,Year 1, spring 4, Thursday,5568,16.6
frame,lgw,Year 1, spring 4, Thursday,5569,16.7
frame,lgw,Year 1, spring 4, Thursday,5570,16.7
frame,lgw,Year 1, spring 4, Thursday,5571,16.6
frame,lgw,Year 1, spring 4, Thursday,5572,16.7
frame,lgw,Year 1, spring 4, Thursday,5573,16.7
frame,lgw,Year 1, spring 4, Thursday,5574,16.6
frame,lgw,Year 1, spring 4, Thursday,5575,16.7
frame,lgw,Year 1, spring 4, Thursday,5576,16.7
frame,lgw,Year 1, spring 4, Thursday,5577,16.7
frame,lgw,Year 1, spring 4, Thursday,5578,16.8
frame,lgw,Year 1, spring 4, Thursday,5579,18.0
frame,lgw,Year 1, spring 4, Thursday,5580,500.0
frame,lgw,Year 1, spring 4, Thursday,5581,110.7
frame,lgw,Year 1, spring 4, Thursday,5582,0.2
