kind,player,date,name,calls,total_ms,avg_ms,max_ms
frame,lgw,Year 1, summer 2, Tuesday,5551,16.7
frame,lgw,Year 1, summer 2, Tuesday,5552,16.8
frame,lgw,Year 1, summer 2, Tuesday,5553,16.8
frame,lgw,Year 1, summer 2, Tuesday,5554,16.4
frame,lgw,Year 1, summer 2, Tuesday,5555,16.9
frame,lgw,Year 1, summer 2, Tuesday,5556,16.4
frame,lgw,Year 1, summer 2, Tuesday,5557,16.7
frame,lgw,Year 1, summer 2, Tuesday,5558,16.6
frame,lgw,Year 1, summer 2, Tuesday,5559,16.7
frame,lgw,Year 1, summer 2, Tuesday,5560,16.7
frame,lgw,Year 1, summer 2, Tuesday,5561,16.7
frame,lgw,Year 1, summer 2, Tuesday,5562,16.6
frame,lgw,Year 1, summer 2, Tuesday,5563,16.7
frame,lgw,Year 1, summer 2, Tuesday,5564,16.7
frame,lgw,Year 1, summer 2, Tuesday,5565,16.7
frame,lgw,Year 1, summer 2, Tuesday,5566,16.6
frame,lgw,Year 1, summer 2, Tuesday,5567,16.7
frame,lgw,Year 1, summer 2, Tuesday,5568,16.7
frame,lgw,Year 1, summer 2, Tuesday,5569,16.7
frame,lgw,Year 1, summer 2, Tuesday,5570,16.7
frame,lgw,Year 1, summer 2, Tuesday,5571,16.8
frame,lgw,Year 1, summer 2, Tuesday,5572,16.5
frame,lgw,Year 1, summer 2, Tuesday,5573,16.8
frame,lgw,Year 1, summer 2, Tuesday,5574,16.6
frame,lgw,Year 1, summer 2, Tuesday,5575,16.7
frame,lgw,Year 1, summer 2, Tuesday,5576,16.5
frame,lgw,Year 1, summer 2, Tuesday,5577,16.6
frame,lgw,Year 1, summer 2, Tuesday,5578,16.7
frame,lgw,Year 1, summer 2, Tuesday,5579,16.7
frame,lgw,Year 1, summer 2, Tuesday,5580,16.9
frame,lgw,Year 1, summer 2, Tuesday,5581,17.2
frame,lgw,Year 1, summer 2, Tuesday,5582,16.0
frame,lgw,Year 1, summer 2, Tuesday,5583,16.6
frame,lgw,Year 1, summer 2, Tuesday,5584,16.7
frame,lgw,Year 1, summer 2, Tuesday,5585,16.7
frame,lgw,Year 1, summer 2, Tuesday,5586,16.6
frame,lgw,Year 1, summer 2, Tuesday,5587,16.7
frame,lgw,Year 1, summer 2, Tuesday,5588,17.6
frame,lgw,Year 1, summer 2, Tuesday,5589,18.7
frame,lgw,Year 1, summer 2, Tuesday,5590,13.7
frame,lgw,Year 1, summer 2, Tuesday,5591,16.7
frame,lgw,Year 1, summer 2, Tuesday,5592,16.8
frame,lgw,Year 1, summer 2, Tuesday,5593,16.7
frame,lgw,Year 1, summer 2, Tuesday,5594,16.5
frame,lgw,Year 1, summer 2, Tuesday,5595,16.7
frame,lgw,Year 1, summer 2, Tuesday,5596,16.7
frame,lgw,Year 1, summer 2, Tuesday,5597,16.7
frame,lgw,Year 1, summer 2, Tuesday,5598,16.7
frame,lgw,Year 1, summer 2, Tuesday,5599,16.7
frame,lgw,Year 1, summer 2, Tuesday,5600,16.8
frame,lgw,Year 1, summer 2, Tuesday,5601,16.7
frame,lgw,Year 1, summer 2, Tuesday,5602,16.5
frame,lgw,Year 1, summer 2, Tuesday,5603,16.7
frame,lgw,Year 1, summer 2, Tuesday,5604,16.7
frame,lgw,Year 1, summer 2, Tuesday,5605,16.6
frame,lgw,Year 1, summer 2, Tuesday,5606,16.7
frame,lgw,Year 1, summer 2, Tuesday,5607,17.4
frame,lgw,Year 1, summer 2, Tuesday,5608,16.3
frame,lgw,Year 1, summer 2, Tuesday,5609,16.4
frame,lgw,Year 1, summer 2, Tuesday,5610,16.6
frame,lgw,Year 1, summer 2, Tuesday,5611,16.7
frame,lgw,Year 1, summer 2, Tuesday,5612,16.7
frame,lgw,Year 1, summer 2, Tuesday,5613,16.8
frame,lgw,Year 1, summer 2, Tuesday,5614,16.6
frame,lgw,Year 1, summer 2, Tuesday,5615,16.7
frame,lgw,Year 1, summer 2, Tuesday,5616,16.6
frame,lgw,Year 1, summer 2, Tuesday,5617,16.7
frame,lgw,Year 1, summer 2, Tuesday,5618,16.7
frame,lgw,Year 1, summer 2, Tuesday,5619,16.6
frame,lgw,Year 1, summer 2, Tuesday,5620,16.7
frame,lgw,Year 1, summer 2, Tuesday,5621,16.7
frame,lgw,Year 1, summer 2, Tuesday,5622,16.7
frame,lgw,Year 1, summer 2, Tuesday,5623,16.7
frame,lgw,Year 1, summer 2, Tuesday,5624,16.7
frame,lgw,Year 1, summer 2, Tuesday,5625,16.7
frame,lgw,Year 1, summer 2, Tuesday,5626,16.8
frame,lgw,Year 1, summer 2, Tuesday,5627,16.6
frame,lgw,Year 1, summer 2, Tuesday,5628,16.6
frame,lgw,Year 1, summer 2, Tuesday,5629,16.7
frame,lgw,Year 1, summer 2, Tuesday,5630,16.7
frame,lgw,Year 1, summer 2, Tuesday,5631,16.6
frame,lgw,Year 1, summer 2, Tuesday,5632,16.6
frame,lgw,Year 1, summer 2, Tuesday,5633,28.7
frame,lgw,Year 1, summer 2, Tuesday,5634,10.0
frame,lgw,Year 1, summer 2, Tuesday,5635,11.3
frame,lgw,Year 1, summer 2, Tuesday,5636,16.6
frame,lgw,Year 1, summer 2, Tuesday,5637,16.6
frame,lgw,Year 1, summer 2, Tuesday,5638,16.6
frame,lgw,Year 1, summer 2, Tuesday,5639,16.7
frame,lgw,Year 1, summer 2, Tuesday,5640,16.7
frame,lgw,Year 1, summer 2, Tuesday,5641,16.7
frame,lgw,Year 1, summer 2, Tuesday,5642,16.7
frame,lgw,Year 1, summer 2, Tuesday,5643,16.6
frame,lgw,Year 1, summer 2, Tuesday,5644,16.7
frame,lgw,Year 1, summer 2, Tuesday,5645,16.6
frame,lgw,Year 1, summer 2, Tuesday,5646,16.6
frame,lgw,Year 1, summer 2, Tuesday,5647,16.7
frame,lgw,Year 1, summer 2, Tuesday,5648,19.3
frame,lgw,Year 1, summer 2, Tuesday,5649,14.1
frame,lgw,Year 1, summer 2, Tuesday,5650,16.6
frame,lgw,Year 1, summer 2, Tuesday,5651,16.7
frame,lgw,Year 1, summer 2, Tuesday,5652,16.7
frame,lgw,Year 1, summer 2, Tuesday,5653,16.6
frame,lgw,Year 1, summer 2, Tuesday,5654,16.6
frame,lgw,Year 1, summer 2, Tuesday,5655,16.7
frame,lgw,Year 1, summer 2, Tuesday,5656,16.7
frame,lgw,Year 1, summer 2, Tuesday,5657,16.6
frame,lgw,Year 1, summer 2, Tuesday,5658,16.9
frame,lgw,Year 1, summer 2, Tuesday,5659,16.5
frame,lgw,Year 1, summer 2, Tuesday,5660,16.6
frame,lgw,Year 1, summer 2, Tuesday,5661,16.6
frame,lgw,Year 1, summer 2, Tuesday,5662,16.7
frame,lgw,Year 1, summer 2, Tuesday,5663,16.7
frame,lgw,Year 1, summer 2, Tuesday,5664,16.7
frame,lgw,Year 1, summer 2, Tuesday,5665,16.6
frame,lgw,Year 1, summer 2, Tuesday,5666,16.6
frame,lgw,Year 1, summer 2, Tuesday,5667,16.7
frame,lgw,Year 1, summer 2, Tuesday,5668,43.1
frame,lgw,Year 1, summer 2, Tuesday,5669,2.6
frame,lgw,Year 1, summer 2, Tuesday,5670,4.5
frame,lgw,Year 1, summer 2, Tuesday,5671,16.6
frame,lgw,Year 1, summer 2, Tuesday,5672,16.6
frame,lgw,Year 1, summer 2, Tuesday,5673,16.7
frame,lgw,Year 1, summer 2, Tuesday,5674,16.7
frame,lgw,Year 1, summer 2, Tuesday,5675,16.7
frame,lgw,Year 1, summer 2, Tuesday,5676,16.7
frame,lgw,Year 1, summer 2, Tuesday,5677,16.9
frame,lgw,Year 1, summer 2, Tuesday,5678,16.5
frame,lgw,Year 1, summer 2, Tuesday,5679,16.7
frame,lgw,Year 1, summer 2, Tuesday,5680,16.6
frame,lgw,Year 1, summer 2, Tuesday,5681,16.7
frame,lgw,Year 1, summer 2, Tuesday,5682,17.6
frame,lgw,Year 1, summer 2, Tuesday,5683,15.8
frame,lgw,Year 1, summer 2, Tuesday,5684,16.7
frame,lgw,Year 1, summer 2, Tuesday,5685,16.6
frame,lgw,Year 1, summer 2, Tuesday,5686,16.6
frame,lgw,Year 1, summer 2, Tuesday,5687,16.6
frame,lgw,Year 1, summer 2, Tuesday,5688,16.7
frame,lgw,Year 1, summer 2, Tuesday,5689,16.7
frame,lgw,Year 1, summer 2, Tuesday,5690,16.6
frame,lgw,Year 1, summer 2, Tuesday,5691,16.7
frame,lgw,Year 1, summer 2, Tuesday,5692,16.7
frame,lgw,Year 1, summer 2, Tuesday,5693,16.7
frame,lgw,Year 1, summer 2, Tuesday,5694,16.7
frame,lgw,Year 1, summer 2, Tuesday,5695,17.0
frame,lgw,Year 1, summer 2, Tuesday,5696,16.4
frame,lgw,Year 1, summer 2, Tuesday,5697,16.7
frame,lgw,Year 1, summer 2, Tuesday,5698,16.6
frame,lgw,Year 1, summer 2, Tuesday,5699,16.6
frame,lgw,Year 1, summer 2, Tuesday,5700,16.7
frame,lgw,Year 1, summer 2, Tuesday,5701,17.8
frame,lgw,Year 1, summer 2, Tuesday,5702,15.6
frame,lgw,Year 1, summer 2, Tuesday,5703,17.9
frame,lgw,Year 1, summer 2, Tuesday,5704,15.4
frame,lgw,Year 1, summer 2, Tuesday,5705,16.6
frame,lgw,Year 1, summer 2, Tuesday,5706,16.7
frame,lgw,Year 1, summer 2, Tuesday,5707,16.8
frame,lgw,Year 1, summer 2, Tuesday,5708,16.6
frame,lgw,Year 1, summer 2, Tuesday,5709,16.7
frame,lgw,Year 1, summer 2, Tuesday,5710,16.6
frame,lgw,Year 1, summer 2, Tuesday,5711,16.7
frame,lgw,Year 1, summer 2, Tuesday,5712,16.6
frame,lgw,Year 1, summer 2, Tuesday,5713,17.2
frame,lgw,Year 1, summer 2, Tuesday,5714,16.1
frame,lgw,Year 1, summer 2, Tuesday,5715,17.4
frame,lgw,Year 1, summer 2, Tuesday,5716,16.0
frame,lgw,Year 1, summer 2, Tuesday,5717,16.7
frame,lgw,Year 1, summer 2, Tuesday,5718,16.6
frame,lgw,Year 1, summer 2, Tuesday,5719,16.7
frame,lgw,Year 1, summer 2, Tuesday,5720,16.6
frame,lgw,Year 1, summer 2, Tuesday,5721,18.4
frame,lgw,Year 1, summer 2, Tuesday,5722,15.1
frame,lgw,Year 1, summer 2, Tuesday,5723,16.5
frame,lgw,Year 1, summer 2, Tuesday,5724,16.7
frame,lgw,Year 1, summer 2, Tuesday,5725,16.6
frame,lgw,Year 1, summer 2, Tuesday,5726,16.6
frame,lgw,Year 1, summer 2, Tuesday,5727,16.7
frame,lgw,Year 1, summer 2, Tuesday,5728,18.4
frame,lgw,Year 1, summer 2, Tuesday,5729,15.0
frame,lgw,Year 1, summer 2, Tuesday,5730,16.6
frame,lgw,Year 1, summer 2, Tuesday,5731,16.6
frame,lgw,Year 1, summer 2, Tuesday,5732,16.7
frame,lgw,Year 1, summer 2, Tuesday,5733,16.7
frame,lgw,Year 1, summer 2, Tuesday,5734,16.7
frame,lgw,Year 1, summer 2, Tuesday,5735,16.7
frame,lgw,Year 1, summer 2, Tuesday,5736,16.6
frame,lgw,Year 1, summer 2, Tuesday,5737,16.7
frame,lgw,Year 1, summer 2, Tuesday,5738,16.6
frame,lgw,Year 1, summer 2, Tuesday,5739,16.7
frame,lgw,Year 1, summer 2, Tuesday,5740,16.7
frame,lgw,Year 1, summer 2, Tuesday,5741,16.9
frame,lgw,Year 1, summer 2, Tuesday,5742,16.4
switch,lgw,Year 1, summer 3, Wednesday,600,458.2
switchdetail,lgw,Year 1, summer 3, Wednesday,710,0,0.0
lag,lgw,Year 1, summer 3, Wednesday,5745,458.2
frame,lgw,Year 1, summer 3, Wednesday,5743,37.8
frame,lgw,Year 1, summer 3, Wednesday,5744,458.2
frame,lgw,Year 1, summer 3, Wednesday,5745,3.0
frame,lgw,Year 1, summer 3, Wednesday,5746,0.2
frame,lgw,Year 1, summer 3, Wednesday,5747,0.1
frame,lgw,Year 1, summer 3, Wednesday,5748,0.1
frame,lgw,Year 1, summer 3, Wednesday,5749,0.1
frame,lgw,Year 1, summer 3, Wednesday,5750,0.1
frame,lgw,Year 1, summer 3, Wednesday,5751,0.1
frame,lgw,Year 1, summer 3, Wednesday,5752,0.1
frame,lgw,Year 1, summer 3, Wednesday,5753,0.1
frame,lgw,Year 1, summer 3, Wednesday,5754,0.1
frame,lgw,Year 1, summer 3, Wednesday,5755,0.1
frame,lgw,Year 1, summer 3, Wednesday,5756,0.1
frame,lgw,Year 1, summer 3, Wednesday,5757,0.1
frame,lgw,Year 1, summer 3, Wednesday,5758,0.1
frame,lgw,Year 1, summer 3, Wednesday,5759,0.1
frame,lgw,Year 1, summer 3, Wednesday,5760,0.1
frame,lgw,Year 1, summer 3, Wednesday,5761,0.1
frame,lgw,Year 1, summer 3, Wednesday,5762,0.1
frame,lgw,Year 1, summer 3, Wednesday,5763,0.3
frame,lgw,Year 1, summer 3, Wednesday,5764,0.1
frame,lgw,Year 1, summer 3, Wednesday,5765,0.1
frame,lgw,Year 1, summer 3, Wednesday,5766,0.1
frame,lgw,Year 1, summer 3, Wednesday,5767,0.2
frame,lgw,Year 1, summer 3, Wednesday,5768,0.3
frame,lgw,Year 1, summer 3, Wednesday,5769,0.2
frame,lgw,Year 1, summer 3, Wednesday,5770,0.2
frame,lgw,Year 1, summer 3, Wednesday,5771,0.2
frame,lgw,Year 1, summer 3, Wednesday,5772,0.5
frame,lgw,Year 1, summer 3, Wednesday,5773,13.3
frame,lgw,Year 1, summer 3, Wednesday,5774,16.7
frame,lgw,Year 1, summer 3, Wednesday,5775,16.7
frame,lgw,Year 1, summer 3, Wednesday,5776,16.6
frame,lgw,Year 1, summer 3, Wednesday,5777,16.7
frame,lgw,Year 1, summer 3, Wednesday,5778,16.6
frame,lgw,Year 1, summer 3, Wednesday,5779,16.7
frame,lgw,Year 1, summer 3, Wednesday,5780,16.7
frame,lgw,Year 1, summer 3, Wednesday,5781,16.7
frame,lgw,Year 1, summer 3, Wednesday,5782,17.0
frame,lgw,Year 1, summer 3, Wednesday,5783,16.3
frame,lgw,Year 1, summer 3, Wednesday,5784,16.6
frame,lgw,Year 1, summer 3, Wednesday,5785,16.7
frame,lgw,Year 1, summer 3, Wednesday,5786,16.7
frame,lgw,Year 1, summer 3, Wednesday,5787,16.7
frame,lgw,Year 1, summer 3, Wednesday,5788,16.6
frame,lgw,Year 1, summer 3, Wednesday,5789,16.7
frame,lgw,Year 1, summer 3, Wednesday,5790,16.9
frame,lgw,Year 1, summer 3, Wednesday,5791,16.4
frame,lgw,Year 1, summer 3, Wednesday,5792,16.7
frame,lgw,Year 1, summer 3, Wednesday,5793,16.7
frame,lgw,Year 1, summer 3, Wednesday,5794,16.7
frame,lgw,Year 1, summer 3, Wednesday,5795,16.7
frame,lgw,Year 1, summer 3, Wednesday,5796,16.6
frame,lgw,Year 1, summer 3, Wednesday,5797,16.7
frame,lgw,Year 1, summer 3, Wednesday,5798,16.6
frame,lgw,Year 1, summer 3, Wednesday,5799,17.5
frame,lgw,Year 1, summer 3, Wednesday,5800,15.8
frame,lgw,Year 1, summer 3, Wednesday,5801,16.8
frame,lgw,Year 1, summer 3, Wednesday,5802,17.4
frame,lgw,Year 1, summer 3, Wednesday,5803,15.8
frame,lgw,Year 1, summer 3, Wednesday,5804,16.7
frame,lgw,Year 1, summer 3, Wednesday,5805,16.7
frame,lgw,Year 1, summer 3, Wednesday,5806,16.7
frame,lgw,Year 1, summer 3, Wednesday,5807,16.7
frame,lgw,Year 1, summer 3, Wednesday,5808,16.6
frame,lgw,Year 1, summer 3, Wednesday,5809,16.7
frame,lgw,Year 1, summer 3, Wednesday,5810,16.6
frame,lgw,Year 1, summer 3, Wednesday,5811,16.6
frame,lgw,Year 1, summer 3, Wednesday,5812,16.7
frame,lgw,Year 1, summer 3, Wednesday,5813,16.7
frame,lgw,Year 1, summer 3, Wednesday,5814,16.7
frame,lgw,Year 1, summer 3, Wednesday,5815,18.0
frame,lgw,Year 1, summer 3, Wednesday,5816,15.3
frame,lgw,Year 1, summer 3, Wednesday,5817,16.8
frame,lgw,Year 1, summer 3, Wednesday,5818,17.2
frame,lgw,Year 1, summer 3, Wednesday,5819,16.1
frame,lgw,Year 1, summer 3, Wednesday,5820,16.7
frame,lgw,Year 1, summer 3, Wednesday,5821,16.6
frame,lgw,Year 1, summer 3, Wednesday,5822,16.7
frame,lgw,Year 1, summer 3, Wednesday,5823,16.8
frame,lgw,Year 1, summer 3, Wednesday,5824,16.6
frame,lgw,Year 1, summer 3, Wednesday,5825,16.7
frame,lgw,Year 1, summer 3, Wednesday,5826,16.7
frame,lgw,Year 1, summer 3, Wednesday,5827,17.6
frame,lgw,Year 1, summer 3, Wednesday,5828,15.6
frame,lgw,Year 1, summer 3, Wednesday,5829,17.2
frame,lgw,Year 1, summer 3, Wednesday,5830,16.2
frame,lgw,Year 1, summer 3, Wednesday,5831,16.6
frame,lgw,Year 1, summer 3, Wednesday,5832,16.7
frame,lgw,Year 1, summer 3, Wednesday,5833,16.7
frame,lgw,Year 1, summer 3, Wednesday,5834,16.8
frame,lgw,Year 1, summer 3, Wednesday,5835,18.4
frame,lgw,Year 1, summer 3, Wednesday,5836,14.8
frame,lgw,Year 1, summer 3, Wednesday,5837,16.6
frame,lgw,Year 1, summer 3, Wednesday,5838,16.7
frame,lgw,Year 1, summer 3, Wednesday,5839,16.8
frame,lgw,Year 1, summer 3, Wednesday,5840,16.6
frame,lgw,Year 1, summer 3, Wednesday,5841,16.6
frame,lgw,Year 1, summer 3, Wednesday,5842,16.6
frame,lgw,Year 1, summer 3, Wednesday,5843,16.7
frame,lgw,Year 1, summer 3, Wednesday,5844,16.7
frame,lgw,Year 1, summer 3, Wednesday,5845,16.7
frame,lgw,Year 1, summer 3, Wednesday,5846,16.7
frame,lgw,Year 1, summer 3, Wednesday,5847,16.7
frame,lgw,Year 1, summer 3, Wednesday,5848,16.7
frame,lgw,Year 1, summer 3, Wednesday,5849,16.7
frame,lgw,Year 1, summer 3, Wednesday,5850,16.6
frame,lgw,Year 1, summer 3, Wednesday,5851,16.6
frame,lgw,Year 1, summer 3, Wednesday,5852,16.9
frame,lgw,Year 1, summer 3, Wednesday,5853,17.1
frame,lgw,Year 1, summer 3, Wednesday,5854,16.1
frame,lgw,Year 1, summer 3, Wednesday,5855,16.6
frame,lgw,Year 1, summer 3, Wednesday,5856,16.7
frame,lgw,Year 1, summer 3, Wednesday,5857,16.7
frame,lgw,Year 1, summer 3, Wednesday,5858,16.6
frame,lgw,Year 1, summer 3, Wednesday,5859,17.3
frame,lgw,Year 1, summer 3, Wednesday,5860,16.3
frame,lgw,Year 1, summer 3, Wednesday,5861,16.4
frame,lgw,Year 1, summer 3, Wednesday,5862,16.7
frame,lgw,Year 1, summer 3, Wednesday,5863,16.6
frame,lgw,Year 1, summer 3, Wednesday,5864,16.6
frame,lgw,Year 1, summer 3, Wednesday,5865,16.9
frame,lgw,Year 1, summer 3, Wednesday,5866,16.4
frame,lgw,Year 1, summer 3, Wednesday,5867,16.7
frame,lgw,Year 1, summer 3, Wednesday,5868,16.6
frame,lgw,Year 1, summer 3, Wednesday,5869,16.7
frame,lgw,Year 1, summer 3, Wednesday,5870,16.7
frame,lgw,Year 1, summer 3, Wednesday,5871,16.6
frame,lgw,Year 1, summer 3, Wednesday,5872,16.7
frame,lgw,Year 1, summer 3, Wednesday,5873,16.7
frame,lgw,Year 1, summer 3, Wednesday,5874,16.7
frame,lgw,Year 1, summer 3, Wednesday,5875,16.7
frame,lgw,Year 1, summer 3, Wednesday,5876,16.7
frame,lgw,Year 1, summer 3, Wednesday,5877,16.6
frame,lgw,Year 1, summer 3, Wednesday,5878,16.8
frame,lgw,Year 1, summer 3, Wednesday,5879,16.6
frame,lgw,Year 1, summer 3, Wednesday,5880,16.7
frame,lgw,Year 1, summer 3, Wednesday,5881,17.1
frame,lgw,Year 1, summer 3, Wednesday,5882,16.2
frame,lgw,Year 1, summer 3, Wednesday,5883,16.9
frame,lgw,Year 1, summer 3, Wednesday,5884,16.6
frame,lgw,Year 1, summer 3, Wednesday,5885,16.6
frame,lgw,Year 1, summer 3, Wednesday,5886,16.6
frame,lgw,Year 1, summer 3, Wednesday,5887,16.6
frame,lgw,Year 1, summer 3, Wednesday,5888,16.6
frame,lgw,Year 1, summer 3, Wednesday,5889,17.2
frame,lgw,Year 1, summer 3, Wednesday,5890,16.1
frame,lgw,Year 1, summer 3, Wednesday,5891,16.7
frame,lgw,Year 1, summer 3, Wednesday,5892,16.6
frame,lgw,Year 1, summer 3, Wednesday,5893,16.7
frame,lgw,Year 1, summer 3, Wednesday,5894,16.6
frame,lgw,Year 1, summer 3, Wednesday,5895,17.0
frame,lgw,Year 1, summer 3, Wednesday,5896,16.3
frame,lgw,Year 1, summer 3, Wednesday,5897,16.9
frame,lgw,Year 1, summer 3, Wednesday,5898,16.4
frame,lgw,Year 1, summer 3, Wednesday,5899,16.7
frame,lgw,Year 1, summer 3, Wednesday,5900,16.7
frame,lgw,Year 1, summer 3, Wednesday,5901,16.7
frame,lgw,Year 1, summer 3, Wednesday,5902,16.7
frame,lgw,Year 1, summer 3, Wednesday,5903,16.6
frame,lgw,Year 1, summer 3, Wednesday,5904,16.8
frame,lgw,Year 1, summer 3, Wednesday,5905,16.6
frame,lgw,Year 1, summer 3, Wednesday,5906,16.7
frame,lgw,Year 1, summer 3, Wednesday,5907,16.5
frame,lgw,Year 1, summer 3, Wednesday,5908,16.7
frame,lgw,Year 1, summer 3, Wednesday,5909,16.7
frame,lgw,Year 1, summer 3, Wednesday,5910,16.6
frame,lgw,Year 1, summer 3, Wednesday,5911,16.7
frame,lgw,Year 1, summer 3, Wednesday,5912,16.6
frame,lgw,Year 1, summer 3, Wednesday,5913,17.3
frame,lgw,Year 1, summer 3, Wednesday,5914,16.0
frame,lgw,Year 1, summer 3, Wednesday,5915,16.7
frame,lgw,Year 1, summer 3, Wednesday,5916,16.7
frame,lgw,Year 1, summer 3, Wednesday,5917,16.6
frame,lgw,Year 1, summer 3, Wednesday,5918,16.6
frame,lgw,Year 1, summer 3, Wednesday,5919,17.3
frame,lgw,Year 1, summer 3, Wednesday,5920,16.0
frame,lgw,Year 1, summer 3, Wednesday,5921,16.7
frame,lgw,Year 1, summer 3, Wednesday,5922,16.7
frame,lgw,Year 1, summer 3, Wednesday,5923,16.6
frame,lgw,Year 1, summer 3, Wednesday,5924,16.6
frame,lgw,Year 1, summer 3, Wednesday,5925,17.7
frame,lgw,Year 1, summer 3, Wednesday,5926,15.7
frame,lgw,Year 1, summer 3, Wednesday,5927,16.6
frame,lgw,Year 1, summer 3, Wednesday,5928,16.7
frame,lgw,Year 1, summer 3, Wednesday,5929,16.7
frame,lgw,Year 1, summer 3, Wednesday,5930,16.6
frame,lgw,Year 1, summer 3, Wednesday,5931,17.4
frame,lgw,Year 1, summer 3, Wednesday,5932,15.9
frame,lgw,Year 1, summer 3, Wednesday,5933,16.7
frame,lgw,Year 1, summer 3, Wednesday,5934,16.7
frame,lgw,Year 1, summer 3, Wednesday,5935,16.7
frame,lgw,Year 1, summer 3, Wednesday,5936,16.6
frame,lgw,Year 1, summer 3, Wednesday,5937,17.1
frame,lgw,Year 1, summer 3, Wednesday,5938,16.3
frame,lgw,Year 1, summer 3, Wednesday,5939,16.6
frame,lgw,Year 1, summer 3, Wednesday,5940,16.8
frame,lgw,Year 1, summer 3, Wednesday,5941,16.6
frame,lgw,Year 1, summer 3, Wednesday,5942,16.6
frame,lgw,Year 1, summer 3, Wednesday,5943,16.6
frame,lgw,Year 1, summer 3, Wednesday,5944,16.8
frame,lgw,Year 1, summer 3, Wednesday,5945,16.5
frame,lgw,Year 1, summer 3, Wednesday,5946,16.6
frame,lgw,Year 1, summer 3, Wednesday,5947,16.6
frame,lgw,Year 1, summer 3, Wednesday,5948,16.7
frame,lgw,Year 1, summer 3, Wednesday,5949,16.8
frame,lgw,Year 1, summer 3, Wednesday,5950,16.6
frame,lgw,Year 1, summer 3, Wednesday,5951,16.7
frame,lgw,Year 1, summer 3, Wednesday,5952,16.7
frame,lgw,Year 1, summer 3, Wednesday,5953,16.6
frame,lgw,Year 1, summer 3, Wednesday,5954,16.6
frame,lgw,Year 1, summer 3, Wednesday,5955,16.9
frame,lgw,Year 1, summer 3, Wednesday,5956,16.5
frame,lgw,Year 1, summer 3, Wednesday,5957,16.7
frame,lgw,Year 1, summer 3, Wednesday,5958,16.8
frame,lgw,Year 1, summer 3, Wednesday,5959,16.7
frame,lgw,Year 1, summer 3, Wednesday,5960,16.6
frame,lgw,Year 1, summer 3, Wednesday,5961,17.5
frame,lgw,Year 1, summer 3, Wednesday,5962,15.9
frame,lgw,Year 1, summer 3, Wednesday,5963,16.6
frame,lgw,Year 1, summer 3, Wednesday,5964,16.6
frame,lgw,Year 1, summer 3, Wednesday,5965,16.6
frame,lgw,Year 1, summer 3, Wednesday,5966,16.7
frame,lgw,Year 1, summer 3, Wednesday,5967,16.9
frame,lgw,Year 1, summer 3, Wednesday,5968,16.5
frame,lgw,Year 1, summer 3, Wednesday,5969,16.7
frame,lgw,Year 1, summer 3, Wednesday,5970,16.7
frame,lgw,Year 1, summer 3, Wednesday,5971,17.3
frame,lgw,Year 1, summer 3, Wednesday,5972,16.1
frame,lgw,Year 1, summer 3, Wednesday,5973,17.0
frame,lgw,Year 1, summer 3, Wednesday,5974,16.8
frame,lgw,Year 1, summer 3, Wednesday,5975,16.2
frame,lgw,Year 1, summer 3, Wednesday,5976,16.7
frame,lgw,Year 1, summer 3, Wednesday,5977,16.6
frame,lgw,Year 1, summer 3, Wednesday,5978,16.7
frame,lgw,Year 1, summer 3, Wednesday,5979,16.7
frame,lgw,Year 1, summer 3, Wednesday,5980,16.7
frame,lgw,Year 1, summer 3, Wednesday,5981,16.7
frame,lgw,Year 1, summer 3, Wednesday,5982,16.7
frame,lgw,Year 1, summer 3, Wednesday,5983,16.7
frame,lgw,Year 1, summer 3, Wednesday,5984,16.6
frame,lgw,Year 1, summer 3, Wednesday,5985,17.1
frame,lgw,Year 1, summer 3, Wednesday,5986,17.1
frame,lgw,Year 1, summer 3, Wednesday,5987,15.8
frame,lgw,Year 1, summer 3, Wednesday,5988,16.7
frame,lgw,Year 1, summer 3, Wednesday,5989,16.6
frame,lgw,Year 1, summer 3, Wednesday,5990,16.7
frame,lgw,Year 1, summer 3, Wednesday,5991,16.6
frame,lgw,Year 1, summer 3, Wednesday,5992,16.7
frame,lgw,Year 1, summer 3, Wednesday,5993,19.0
frame,lgw,Year 1, summer 3, Wednesday,5994,14.3
frame,lgw,Year 1, summer 3, Wednesday,5995,16.7
frame,lgw,Year 1, summer 3, Wednesday,5996,16.6
frame,lgw,Year 1, summer 3, Wednesday,5997,16.9
frame,lgw,Year 1, summer 3, Wednesday,5998,16.5
frame,lgw,Year 1, summer 3, Wednesday,5999,16.7
lag,lgw,Year 1, summer 3, Wednesday,6211,2379.9
frame,lgw,Year 1, summer 3, Wednesday,6000,16.7
frame,lgw,Year 1, summer 3, Wednesday,6001,17.2
frame,lgw,Year 1, summer 3, Wednesday,6002,16.1
frame,lgw,Year 1, summer 3, Wednesday,6003,17.1
frame,lgw,Year 1, summer 3, Wednesday,6004,16.3
frame,lgw,Year 1, summer 3, Wednesday,6005,16.7
frame,lgw,Year 1, summer 3, Wednesday,6006,17.7
frame,lgw,Year 1, summer 3, Wednesday,6007,15.6
frame,lgw,Year 1, summer 3, Wednesday,6008,16.7
frame,lgw,Year 1, summer 3, Wednesday,6009,16.8
frame,lgw,Year 1, summer 3, Wednesday,6010,16.5
frame,lgw,Year 1, summer 3, Wednesday,6011,16.7
