kind,player,date,name,calls,total_ms,avg_ms,max_ms
frame,lgw,Year 1, summer 3, Wednesday,6012,16.7
frame,lgw,Year 1, summer 3, Wednesday,6013,16.8
frame,lgw,Year 1, summer 3, Wednesday,6014,16.5
frame,lgw,Year 1, summer 3, Wednesday,6015,16.6
frame,lgw,Year 1, summer 3, Wednesday,6016,16.7
frame,lgw,Year 1, summer 3, Wednesday,6017,16.6
frame,lgw,Year 1, summer 3, Wednesday,6018,16.7
frame,lgw,Year 1, summer 3, Wednesday,6019,16.7
frame,lgw,Year 1, summer 3, Wednesday,6020,16.6
frame,lgw,Year 1, summer 3, Wednesday,6021,16.6
frame,lgw,Year 1, summer 3, Wednesday,6022,16.6
frame,lgw,Year 1, summer 3, Wednesday,6023,16.6
frame,lgw,Year 1, summer 3, Wednesday,6024,16.7
frame,lgw,Year 1, summer 3, Wednesday,6025,16.7
frame,lgw,Year 1, summer 3, Wednesday,6026,16.7
frame,lgw,Year 1, summer 3, Wednesday,6027,17.3
frame,lgw,Year 1, summer 3, Wednesday,6028,16.0
frame,lgw,Year 1, summer 3, Wednesday,6029,16.6
frame,lgw,Year 1, summer 3, Wednesday,6030,16.7
frame,lgw,Year 1, summer 3, Wednesday,6031,16.7
frame,lgw,Year 1, summer 3, Wednesday,6032,16.7
frame,lgw,Year 1, summer 3, Wednesday,6033,16.7
frame,lgw,Year 1, summer 3, Wednesday,6034,16.7
frame,lgw,Year 1, summer 3, Wednesday,6035,16.7
frame,lgw,Year 1, summer 3, Wednesday,6036,16.7
frame,lgw,Year 1, summer 3, Wednesday,6037,16.7
frame,lgw,Year 1, summer 3, Wednesday,6038,16.8
frame,lgw,Year 1, summer 3, Wednesday,6039,16.9
frame,lgw,Year 1, summer 3, Wednesday,6040,16.3
frame,lgw,Year 1, summer 3, Wednesday,6041,16.6
frame,lgw,Year 1, summer 3, Wednesday,6042,16.6
frame,lgw,Year 1, summer 3, Wednesday,6043,16.7
frame,lgw,Year 1, summer 3, Wednesday,6044,16.6
frame,lgw,Year 1, summer 3, Wednesday,6045,16.6
frame,lgw,Year 1, summer 3, Wednesday,6046,16.8
frame,lgw,Year 1, summer 3, Wednesday,6047,16.5
frame,lgw,Year 1, summer 3, Wednesday,6048,16.7
frame,lgw,Year 1, summer 3, Wednesday,6049,16.7
frame,lgw,Year 1, summer 3, Wednesday,6050,16.7
frame,lgw,Year 1, summer 3, Wednesday,6051,16.6
frame,lgw,Year 1, summer 3, Wednesday,6052,16.7
frame,lgw,Year 1, summer 3, Wednesday,6053,16.6
frame,lgw,Year 1, summer 3, Wednesday,6054,16.7
frame,lgw,Year 1, summer 3, Wednesday,6055,16.7
frame,lgw,Year 1, summer 3, Wednesday,6056,16.7
frame,lgw,Year 1, summer 3, Wednesday,6057,16.7
frame,lgw,Year 1, summer 3, Wednesday,6058,16.7
frame,lgw,Year 1, summer 3, Wednesday,6059,16.7
frame,lgw,Year 1, summer 3, Wednesday,6060,16.6
frame,lgw,Year 1, summer 3, Wednesday,6061,16.7
frame,lgw,Year 1, summer 3, Wednesday,6062,16.8
frame,lgw,Year 1, summer 3, Wednesday,6063,16.7
frame,lgw,Year 1, summer 3, Wednesday,6064,16.7
frame,lgw,Year 1, summer 3, Wednesday,6065,16.7
frame,lgw,Year 1, summer 3, Wednesday,6066,16.6
frame,lgw,Year 1, summer 3, Wednesday,6067,16.6
frame,lgw,Year 1, summer 3, Wednesday,6068,16.7
frame,lgw,Year 1, summer 3, Wednesday,6069,16.7
frame,lgw,Year 1, summer 3, Wednesday,6070,16.6
frame,lgw,Year 1, summer 3, Wednesday,6071,16.6
frame,lgw,Year 1, summer 3, Wednesday,6072,16.7
frame,lgw,Year 1, summer 3, Wednesday,6073,16.6
frame,lgw,Year 1, summer 3, Wednesday,6074,16.6
frame,lgw,Year 1, summer 3, Wednesday,6075,16.7
frame,lgw,Year 1, summer 3, Wednesday,6076,16.8
frame,lgw,Year 1, summer 3, Wednesday,6077,16.6
frame,lgw,Year 1, summer 3, Wednesday,6078,17.6
frame,lgw,Year 1, summer 3, Wednesday,6079,15.8
frame,lgw,Year 1, summer 3, Wednesday,6080,16.6
frame,lgw,Year 1, summer 3, Wednesday,6081,16.7
frame,lgw,Year 1, summer 3, Wednesday,6082,16.6
frame,lgw,Year 1, summer 3, Wednesday,6083,17.0
frame,lgw,Year 1, summer 3, Wednesday,6084,16.3
frame,lgw,Year 1, summer 3, Wednesday,6085,16.7
frame,lgw,Year 1, summer 3, Wednesday,6086,16.7
frame,lgw,Year 1, summer 3, Wednesday,6087,17.7
frame,lgw,Year 1, summer 3, Wednesday,6088,15.7
frame,lgw,Year 1, summer 3, Wednesday,6089,16.7
frame,lgw,Year 1, summer 3, Wednesday,6090,17.0
frame,lgw,Year 1, summer 3, Wednesday,6091,16.9
frame,lgw,Year 1, summer 3, Wednesday,6092,16.0
frame,lgw,Year 1, summer 3, Wednesday,6093,16.7
frame,lgw,Year 1, summer 3, Wednesday,6094,16.6
frame,lgw,Year 1, summer 3, Wednesday,6095,16.7
frame,lgw,Year 1, summer 3, Wednesday,6096,17.2
frame,lgw,Year 1, summer 3, Wednesday,6097,16.1
frame,lgw,Year 1, summer 3, Wednesday,6098,16.7
frame,lgw,Year 1, summer 3, Wednesday,6099,16.7
frame,lgw,Year 1, summer 3, Wednesday,6100,16.7
frame,lgw,Year 1, summer 3, Wednesday,6101,16.8
frame,lgw,Year 1, summer 3, Wednesday,6102,16.7
frame,lgw,Year 1, summer 3, Wednesday,6103,16.6
frame,lgw,Year 1, summer 3, Wednesday,6104,16.6
frame,lgw,Year 1, summer 3, Wednesday,6105,16.7
frame,lgw,Year 1, summer 3, Wednesday,6106,16.7
frame,lgw,Year 1, summer 3, Wednesday,6107,16.7
frame,lgw,Year 1, summer 3, Wednesday,6108,17.7
frame,lgw,Year 1, summer 3, Wednesday,6109,15.6
frame,lgw,Year 1, summer 3, Wednesday,6110,16.7
frame,lgw,Year 1, summer 3, Wednesday,6111,16.9
frame,lgw,Year 1, summer 3, Wednesday,6112,16.4
frame,lgw,Year 1, summer 3, Wednesday,6113,16.8
frame,lgw,Year 1, summer 3, Wednesday,6114,17.8
frame,lgw,Year 1, summer 3, Wednesday,6115,15.6
frame,lgw,Year 1, summer 3, Wednesday,6116,16.7
frame,lgw,Year 1, summer 3, Wednesday,6117,16.9
frame,lgw,Year 1, summer 3, Wednesday,6118,16.3
frame,lgw,Year 1, summer 3, Wednesday,6119,16.6
frame,lgw,Year 1, summer 3, Wednesday,6120,16.7
frame,lgw,Year 1, summer 3, Wednesday,6121,16.7
frame,lgw,Year 1, summer 3, Wednesday,6122,16.6
frame,lgw,Year 1, summer 3, Wednesday,6123,16.7
frame,lgw,Year 1, summer 3, Wednesday,6124,16.6
frame,lgw,Year 1, summer 3, Wednesday,6125,16.8
frame,lgw,Year 1, summer 3, Wednesday,6126,16.6
frame,lgw,Year 1, summer 3, Wednesday,6127,16.7
frame,lgw,Year 1, summer 3, Wednesday,6128,25.2
frame,lgw,Year 1, summer 3, Wednesday,6129,8.6
frame,lgw,Year 1, summer 3, Wednesday,6130,16.1
frame,lgw,Year 1, summer 3, Wednesday,6131,16.6
frame,lgw,Year 1, summer 3, Wednesday,6132,16.8
frame,lgw,Year 1, summer 3, Wednesday,6133,16.6
frame,lgw,Year 1, summer 3, Wednesday,6134,16.7
frame,lgw,Year 1, summer 3, Wednesday,6135,16.7
frame,lgw,Year 1, summer 3, Wednesday,6136,16.7
frame,lgw,Year 1, summer 3, Wednesday,6137,16.7
frame,lgw,Year 1, summer 3, Wednesday,6138,16.7
frame,lgw,Year 1, summer 3, Wednesday,6139,16.8
frame,lgw,Year 1, summer 3, Wednesday,6140,16.5
frame,lgw,Year 1, summer 3, Wednesday,6141,17.8
frame,lgw,Year 1, summer 3, Wednesday,6142,15.6
frame,lgw,Year 1, summer 3, Wednesday,6143,16.7
frame,lgw,Year 1, summer 3, Wednesday,6144,16.6
frame,lgw,Year 1, summer 3, Wednesday,6145,16.6
frame,lgw,Year 1, summer 3, Wednesday,6146,16.7
frame,lgw,Year 1, summer 3, Wednesday,6147,16.7
frame,lgw,Year 1, summer 3, Wednesday,6148,16.7
frame,lgw,Year 1, summer 3, Wednesday,6149,16.6
frame,lgw,Year 1, summer 3, Wednesday,6150,16.7
frame,lgw,Year 1, summer 3, Wednesday,6151,16.7
frame,lgw,Year 1, summer 3, Wednesday,6152,16.7
frame,lgw,Year 1, summer 3, Wednesday,6153,16.6
frame,lgw,Year 1, summer 3, Wednesday,6154,16.6
frame,lgw,Year 1, summer 3, Wednesday,6155,16.7
frame,lgw,Year 1, summer 3, Wednesday,6156,16.6
frame,lgw,Year 1, summer 3, Wednesday,6157,16.7
frame,lgw,Year 1, summer 3, Wednesday,6158,16.7
frame,lgw,Year 1, summer 3, Wednesday,6159,16.7
frame,lgw,Year 1, summer 3, Wednesday,6160,16.7
frame,lgw,Year 1, summer 3, Wednesday,6161,16.6
frame,lgw,Year 1, summer 3, Wednesday,6162,16.7
frame,lgw,Year 1, summer 3, Wednesday,6163,16.7
frame,lgw,Year 1, summer 3, Wednesday,6164,16.7
frame,lgw,Year 1, summer 3, Wednesday,6165,18.0
frame,lgw,Year 1, summer 3, Wednesday,6166,15.5
frame,lgw,Year 1, summer 3, Wednesday,6167,16.5
frame,lgw,Year 1, summer 3, Wednesday,6168,16.7
frame,lgw,Year 1, summer 3, Wednesday,6169,16.7
frame,lgw,Year 1, summer 3, Wednesday,6170,16.6
frame,lgw,Year 1, summer 3, Wednesday,6171,17.1
frame,lgw,Year 1, summer 3, Wednesday,6172,16.2
frame,lgw,Year 1, summer 3, Wednesday,6173,16.7
frame,lgw,Year 1, summer 3, Wednesday,6174,16.7
frame,lgw,Year 1, summer 3, Wednesday,6175,16.6
frame,lgw,Year 1, summer 3, Wednesday,6176,16.6
frame,lgw,Year 1, summer 3, Wednesday,6177,16.7
frame,lgw,Year 1, summer 3, Wednesday,6178,16.6
frame,lgw,Year 1, summer 3, Wednesday,6179,16.8
frame,lgw,Year 1, summer 3, Wednesday,6180,16.7
frame,lgw,Year 1, summer 3, Wednesday,6181,16.6
frame,lgw,Year 1, summer 3, Wednesday,6182,16.6
frame,lgw,Year 1, summer 3, Wednesday,6183,16.8
frame,lgw,Year 1, summer 3, Wednesday,6184,16.6
frame,lgw,Year 1, summer 3, Wednesday,6185,16.7
frame,lgw,Year 1, summer 3, Wednesday,6186,16.7
frame,lgw,Year 1, summer 3, Wednesday,6187,16.7
frame,lgw,Year 1, summer 3, Wednesday,6188,16.6
frame,lgw,Year 1, summer 3, Wednesday,6189,16.9
frame,lgw,Year 1, summer 3, Wednesday,6190,16.4
frame,lgw,Year 1, summer 3, Wednesday,6191,16.7
frame,lgw,Year 1, summer 3, Wednesday,6192,16.6
frame,lgw,Year 1, summer 3, Wednesday,6193,16.8
frame,lgw,Year 1, summer 3, Wednesday,6194,16.5
frame,lgw,Year 1, summer 3, Wednesday,6195,16.7
frame,lgw,Year 1, summer 3, Wednesday,6196,16.7
frame,lgw,Year 1, summer 3, Wednesday,6197,16.6
frame,lgw,Year 1, summer 3, Wednesday,6198,16.7
frame,lgw,Year 1, summer 3, Wednesday,6199,17.1
frame,lgw,Year 1, summer 3, Wednesday,6200,16.3
frame,lgw,Year 1, summer 3, Wednesday,6201,16.7
frame,lgw,Year 1, summer 3, Wednesday,6202,16.7
frame,lgw,Year 1, summer 3, Wednesday,6203,16.7
frame,lgw,Year 1, summer 3, Wednesday,6204,16.6
frame,lgw,Year 1, summer 3, Wednesday,6205,16.7
frame,lgw,Year 1, summer 3, Wednesday,6206,17.1
frame,lgw,Year 1, summer 3, Wednesday,6207,16.6
frame,lgw,Year 1, summer 3, Wednesday,6208,18.6
frame,lgw,Year 1, summer 3, Wednesday,6209,25.5
frame,lgw,Year 1, summer 3, Wednesday,6210,500.0
frame,lgw,Year 1, summer 3, Wednesday,6211,11.8
frame,lgw,Year 1, summer 3, Wednesday,6212,16.7
frame,lgw,Year 1, summer 3, Wednesday,6213,16.7
frame,lgw,Year 1, summer 3, Wednesday,6214,16.7
frame,lgw,Year 1, summer 3, Wednesday,6215,16.6
frame,lgw,Year 1, summer 3, Wednesday,6216,17.2
frame,lgw,Year 1, summer 3, Wednesday,6217,16.3
frame,lgw,Year 1, summer 3, Wednesday,6218,16.6
frame,lgw,Year 1, summer 3, Wednesday,6219,16.6
frame,lgw,Year 1, summer 3, Wednesday,6220,16.7
frame,lgw,Year 1, summer 3, Wednesday,6221,16.7
frame,lgw,Year 1, summer 3, Wednesday,6222,16.7
frame,lgw,Year 1, summer 3, Wednesday,6223,16.6
frame,lgw,Year 1, summer 3, Wednesday,6224,16.7
frame,lgw,Year 1, summer 3, Wednesday,6225,16.7
frame,lgw,Year 1, summer 3, Wednesday,6226,16.6
frame,lgw,Year 1, summer 3, Wednesday,6227,16.6
frame,lgw,Year 1, summer 3, Wednesday,6228,16.7
frame,lgw,Year 1, summer 3, Wednesday,6229,16.6
frame,lgw,Year 1, summer 3, Wednesday,6230,16.8
frame,lgw,Year 1, summer 3, Wednesday,6231,16.6
frame,lgw,Year 1, summer 3, Wednesday,6232,16.6
frame,lgw,Year 1, summer 3, Wednesday,6233,17.3
frame,lgw,Year 1, summer 3, Wednesday,6234,16.0
frame,lgw,Year 1, summer 3, Wednesday,6235,16.6
frame,lgw,Year 1, summer 3, Wednesday,6236,16.6
frame,lgw,Year 1, summer 3, Wednesday,6237,16.7
frame,lgw,Year 1, summer 3, Wednesday,6238,16.7
frame,lgw,Year 1, summer 3, Wednesday,6239,16.7
frame,lgw,Year 1, summer 3, Wednesday,6240,16.7
frame,lgw,Year 1, summer 3, Wednesday,6241,17.6
frame,lgw,Year 1, summer 3, Wednesday,6242,15.7
frame,lgw,Year 1, summer 3, Wednesday,6243,16.6
frame,lgw,Year 1, summer 3, Wednesday,6244,16.8
frame,lgw,Year 1, summer 3, Wednesday,6245,16.6
frame,lgw,Year 1, summer 3, Wednesday,6246,16.8
frame,lgw,Year 1, summer 3, Wednesday,6247,16.7
frame,lgw,Year 1, summer 3, Wednesday,6248,16.6
frame,lgw,Year 1, summer 3, Wednesday,6249,16.7
frame,lgw,Year 1, summer 3, Wednesday,6250,16.7
frame,lgw,Year 1, summer 3, Wednesday,6251,16.6
frame,lgw,Year 1, summer 3, Wednesday,6252,16.7
frame,lgw,Year 1, summer 3, Wednesday,6253,16.7
frame,lgw,Year 1, summer 3, Wednesday,6254,16.7
frame,lgw,Year 1, summer 3, Wednesday,6255,17.3
frame,lgw,Year 1, summer 3, Wednesday,6256,16.0
frame,lgw,Year 1, summer 3, Wednesday,6257,16.6
frame,lgw,Year 1, summer 3, Wednesday,6258,16.7
frame,lgw,Year 1, summer 3, Wednesday,6259,16.8
frame,lgw,Year 1, summer 3, Wednesday,6260,16.7
frame,lgw,Year 1, summer 3, Wednesday,6261,16.6
frame,lgw,Year 1, summer 3, Wednesday,6262,16.6
frame,lgw,Year 1, summer 3, Wednesday,6263,16.8
frame,lgw,Year 1, summer 3, Wednesday,6264,16.5
frame,lgw,Year 1, summer 3, Wednesday,6265,16.7
frame,lgw,Year 1, summer 3, Wednesday,6266,16.7
frame,lgw,Year 1, summer 3, Wednesday,6267,17.5
frame,lgw,Year 1, summer 3, Wednesday,6268,15.7
frame,lgw,Year 1, summer 3, Wednesday,6269,16.6
frame,lgw,Year 1, summer 3, Wednesday,6270,16.7
frame,lgw,Year 1, summer 3, Wednesday,6271,17.4
frame,lgw,Year 1, summer 3, Wednesday,6272,16.0
frame,lgw,Year 1, summer 3, Wednesday,6273,16.6
frame,lgw,Year 1, summer 3, Wednesday,6274,16.7
frame,lgw,Year 1, summer 3, Wednesday,6275,16.7
frame,lgw,Year 1, summer 3, Wednesday,6276,16.7
frame,lgw,Year 1, summer 3, Wednesday,6277,16.7
frame,lgw,Year 1, summer 3, Wednesday,6278,16.7
frame,lgw,Year 1, summer 3, Wednesday,6279,16.9
frame,lgw,Year 1, summer 3, Wednesday,6280,16.4
frame,lgw,Year 1, summer 3, Wednesday,6281,17.7
frame,lgw,Year 1, summer 3, Wednesday,6282,15.6
frame,lgw,Year 1, summer 3, Wednesday,6283,16.7
frame,lgw,Year 1, summer 3, Wednesday,6284,16.6
frame,lgw,Year 1, summer 3, Wednesday,6285,16.8
frame,lgw,Year 1, summer 3, Wednesday,6286,16.7
frame,lgw,Year 1, summer 3, Wednesday,6287,18.2
frame,lgw,Year 1, summer 3, Wednesday,6288,16.2
frame,lgw,Year 1, summer 3, Wednesday,6289,15.4
frame,lgw,Year 1, summer 3, Wednesday,6290,17.2
frame,lgw,Year 1, summer 3, Wednesday,6291,16.2
frame,lgw,Year 1, summer 3, Wednesday,6292,16.8
frame,lgw,Year 1, summer 3, Wednesday,6293,16.5
frame,lgw,Year 1, summer 3, Wednesday,6294,16.7
frame,lgw,Year 1, summer 3, Wednesday,6295,17.3
frame,lgw,Year 1, summer 3, Wednesday,6296,16.8
frame,lgw,Year 1, summer 3, Wednesday,6297,15.8
frame,lgw,Year 1, summer 3, Wednesday,6298,16.7
frame,lgw,Year 1, summer 3, Wednesday,6299,16.8
frame,lgw,Year 1, summer 3, Wednesday,6300,16.7
frame,lgw,Year 1, summer 3, Wednesday,6301,16.5
frame,lgw,Year 1, summer 3, Wednesday,6302,16.7
frame,lgw,Year 1, summer 3, Wednesday,6303,16.7
frame,lgw,Year 1, summer 3, Wednesday,6304,16.6
frame,lgw,Year 1, summer 3, Wednesday,6305,16.7
frame,lgw,Year 1, summer 3, Wednesday,6306,17.8
frame,lgw,Year 1, summer 3, Wednesday,6307,15.6
frame,lgw,Year 1, summer 3, Wednesday,6308,16.7
frame,lgw,Year 1, summer 3, Wednesday,6309,16.7
frame,lgw,Year 1, summer 3, Wednesday,6310,16.6
frame,lgw,Year 1, summer 3, Wednesday,6311,16.7
frame,lgw,Year 1, summer 3, Wednesday,6312,17.2
frame,lgw,Year 1, summer 3, Wednesday,6313,16.2
frame,lgw,Year 1, summer 3, Wednesday,6314,17.6
frame,lgw,Year 1, summer 3, Wednesday,6315,15.7
frame,lgw,Year 1, summer 3, Wednesday,6316,16.8
frame,lgw,Year 1, summer 3, Wednesday,6317,16.5
frame,lgw,Year 1, summer 3, Wednesday,6318,16.7
frame,lgw,Year 1, summer 3, Wednesday,6319,16.6
frame,lgw,Year 1, summer 3, Wednesday,6320,16.7
frame,lgw,Year 1, summer 3, Wednesday,6321,16.7
frame,lgw,Year 1, summer 3, Wednesday,6322,16.7
frame,lgw,Year 1, summer 3, Wednesday,6323,16.7
frame,lgw,Year 1, summer 3, Wednesday,6324,16.6
frame,lgw,Year 1, summer 3, Wednesday,6325,16.7
frame,lgw,Year 1, summer 3, Wednesday,6326,16.7
frame,lgw,Year 1, summer 3, Wednesday,6327,16.7
frame,lgw,Year 1, summer 3, Wednesday,6328,16.8
frame,lgw,Year 1, summer 3, Wednesday,6329,16.5
frame,lgw,Year 1, summer 3, Wednesday,6330,16.7
frame,lgw,Year 1, summer 3, Wednesday,6331,16.8
frame,lgw,Year 1, summer 3, Wednesday,6332,16.6
frame,lgw,Year 1, summer 3, Wednesday,6333,16.8
frame,lgw,Year 1, summer 3, Wednesday,6334,16.5
frame,lgw,Year 1, summer 3, Wednesday,6335,16.7
frame,lgw,Year 1, summer 3, Wednesday,6336,16.6
frame,lgw,Year 1, summer 3, Wednesday,6337,16.8
frame,lgw,Year 1, summer 3, Wednesday,6338,16.7
frame,lgw,Year 1, summer 3, Wednesday,6339,16.9
frame,lgw,Year 1, summer 3, Wednesday,6340,18.6
frame,lgw,Year 1, summer 3, Wednesday,6341,14.3
frame,lgw,Year 1, summer 3, Wednesday,6342,16.6
frame,lgw,Year 1, summer 3, Wednesday,6343,16.7
frame,lgw,Year 1, summer 3, Wednesday,6344,16.8
frame,lgw,Year 1, summer 3, Wednesday,6345,16.7
frame,lgw,Year 1, summer 3, Wednesday,6346,16.6
frame,lgw,Year 1, summer 3, Wednesday,6347,17.4
frame,lgw,Year 1, summer 3, Wednesday,6348,15.8
frame,lgw,Year 1, summer 3, Wednesday,6349,16.7
frame,lgw,Year 1, summer 3, Wednesday,6350,16.6
frame,lgw,Year 1, summer 3, Wednesday,6351,17.0
frame,lgw,Year 1, summer 3, Wednesday,6352,16.4
frame,lgw,Year 1, summer 3, Wednesday,6353,17.6
frame,lgw,Year 1, summer 3, Wednesday,6354,15.7
frame,lgw,Year 1, summer 3, Wednesday,6355,16.8
frame,lgw,Year 1, summer 3, Wednesday,6356,16.6
frame,lgw,Year 1, summer 3, Wednesday,6357,16.6
frame,lgw,Year 1, summer 3, Wednesday,6358,16.7
frame,lgw,Year 1, summer 3, Wednesday,6359,16.7
frame,lgw,Year 1, summer 3, Wednesday,6360,16.7
frame,lgw,Year 1, summer 3, Wednesday,6361,16.7
frame,lgw,Year 1, summer 3, Wednesday,6362,17.0
frame,lgw,Year 1, summer 3, Wednesday,6363,16.4
frame,lgw,Year 1, summer 3, Wednesday,6364,16.6
frame,lgw,Year 1, summer 3, Wednesday,6365,16.6
frame,lgw,Year 1, summer 3, Wednesday,6366,16.7
frame,lgw,Year 1, summer 3, Wednesday,6367,16.6
frame,lgw,Year 1, summer 3, Wednesday,6368,16.9
frame,lgw,Year 1, summer 3, Wednesday,6369,16.5
frame,lgw,Year 1, summer 3, Wednesday,6370,16.6
frame,lgw,Year 1, summer 3, Wednesday,6371,16.7
frame,lgw,Year 1, summer 3, Wednesday,6372,16.7
frame,lgw,Year 1, summer 3, Wednesday,6373,16.5
frame,lgw,Year 1, summer 3, Wednesday,6374,16.7
frame,lgw,Year 1, summer 3, Wednesday,6375,16.7
frame,lgw,Year 1, summer 3, Wednesday,6376,16.7
frame,lgw,Year 1, summer 3, Wednesday,6377,16.7
frame,lgw,Year 1, summer 3, Wednesday,6378,16.7
frame,lgw,Year 1, summer 3, Wednesday,6379,16.7
frame,lgw,Year 1, summer 3, Wednesday,6380,16.9
frame,lgw,Year 1, summer 3, Wednesday,6381,16.4
frame,lgw,Year 1, summer 3, Wednesday,6382,16.9
frame,lgw,Year 1, summer 3, Wednesday,6383,16.5
frame,lgw,Year 1, summer 3, Wednesday,6384,16.7
frame,lgw,Year 1, summer 3, Wednesday,6385,16.7
frame,lgw,Year 1, summer 3, Wednesday,6386,16.6
frame,lgw,Year 1, summer 3, Wednesday,6387,16.7
frame,lgw,Year 1, summer 3, Wednesday,6388,16.7
frame,lgw,Year 1, summer 3, Wednesday,6389,16.7
frame,lgw,Year 1, summer 3, Wednesday,6390,16.6
frame,lgw,Year 1, summer 3, Wednesday,6391,17.2
frame,lgw,Year 1, summer 3, Wednesday,6392,16.1
frame,lgw,Year 1, summer 3, Wednesday,6393,16.6
frame,lgw,Year 1, summer 3, Wednesday,6394,16.7
frame,lgw,Year 1, summer 3, Wednesday,6395,16.7
frame,lgw,Year 1, summer 3, Wednesday,6396,16.6
frame,lgw,Year 1, summer 3, Wednesday,6397,16.7
frame,lgw,Year 1, summer 3, Wednesday,6398,16.6
frame,lgw,Year 1, summer 3, Wednesday,6399,16.7
frame,lgw,Year 1, summer 3, Wednesday,6400,16.6
frame,lgw,Year 1, summer 3, Wednesday,6401,16.7
frame,lgw,Year 1, summer 3, Wednesday,6402,18.1
frame,lgw,Year 1, summer 3, Wednesday,6403,15.3
frame,lgw,Year 1, summer 3, Wednesday,6404,16.6
frame,lgw,Year 1, summer 3, Wednesday,6405,16.6
frame,lgw,Year 1, summer 3, Wednesday,6406,16.8
frame,lgw,Year 1, summer 3, Wednesday,6407,16.6
frame,lgw,Year 1, summer 3, Wednesday,6408,16.6
frame,lgw,Year 1, summer 3, Wednesday,6409,16.7
frame,lgw,Year 1, summer 3, Wednesday,6410,16.9
frame,lgw,Year 1, summer 3, Wednesday,6411,16.4
frame,lgw,Year 1, summer 3, Wednesday,6412,16.7
frame,lgw,Year 1, summer 3, Wednesday,6413,17.7
frame,lgw,Year 1, summer 3, Wednesday,6414,15.5
lag,lgw,Year 1, summer 4, Thursday,6417,125.6
lag,lgw,Year 1, summer 4, Thursday,6418,2044.7
frame,lgw,Year 1, summer 4, Thursday,6415,19.0
frame,lgw,Year 1, summer 4, Thursday,6416,125.6
frame,lgw,Year 1, summer 4, Thursday,6417,500.0
frame,lgw,Year 1, summer 4, Thursday,6418,10.7
frame,lgw,Year 1, summer 4, Thursday,6419,17.1
frame,lgw,Year 1, summer 4, Thursday,6420,16.2
frame,lgw,Year 1, summer 4, Thursday,6421,16.7
frame,lgw,Year 1, summer 4, Thursday,6422,16.7
frame,lgw,Year 1, summer 4, Thursday,6423,16.7
frame,lgw,Year 1, summer 4, Thursday,6424,16.7
frame,lgw,Year 1, summer 4, Thursday,6425,16.8
frame,lgw,Year 1, summer 4, Thursday,6426,16.4
frame,lgw,Year 1, summer 4, Thursday,6427,16.7
frame,lgw,Year 1, summer 4, Thursday,6428,16.6
frame,lgw,Year 1, summer 4, Thursday,6429,17.1
frame,lgw,Year 1, summer 4, Thursday,6430,16.2
frame,lgw,Year 1, summer 4, Thursday,6431,16.7
frame,lgw,Year 1, summer 4, Thursday,6432,16.6
frame,lgw,Year 1, summer 4, Thursday,6433,16.7
frame,lgw,Year 1, summer 4, Thursday,6434,16.7
frame,lgw,Year 1, summer 4, Thursday,6435,16.7
frame,lgw,Year 1, summer 4, Thursday,6436,16.7
frame,lgw,Year 1, summer 4, Thursday,6437,18.2
frame,lgw,Year 1, summer 4, Thursday,6438,15.0
frame,lgw,Year 1, summer 4, Thursday,6439,16.7
frame,lgw,Year 1, summer 4, Thursday,6440,16.7
frame,lgw,Year 1, summer 4, Thursday,6441,16.6
frame,lgw,Year 1, summer 4, Thursday,6442,16.8
frame,lgw,Year 1, summer 4, Thursday,6443,16.4
frame,lgw,Year 1, summer 4, Thursday,6444,16.6
frame,lgw,Year 1, summer 4, Thursday,6445,16.8
frame,lgw,Year 1, summer 4, Thursday,6446,16.5
frame,lgw,Year 1, summer 4, Thursday,6447,16.7
frame,lgw,Year 1, summer 4, Thursday,6448,16.6
frame,lgw,Year 1, summer 4, Thursday,6449,16.7
frame,lgw,Year 1, summer 4, Thursday,6450,16.6
frame,lgw,Year 1, summer 4, Thursday,6451,16.7
frame,lgw,Year 1, summer 4, Thursday,6452,16.7
frame,lgw,Year 1, summer 4, Thursday,6453,16.7
frame,lgw,Year 1, summer 4, Thursday,6454,16.6
frame,lgw,Year 1, summer 4, Thursday,6455,16.7
frame,lgw,Year 1, summer 4, Thursday,6456,16.8
frame,lgw,Year 1, summer 4, Thursday,6457,16.6
frame,lgw,Year 1, summer 4, Thursday,6458,16.7
frame,lgw,Year 1, summer 4, Thursday,6459,16.9
frame,lgw,Year 1, summer 4, Thursday,6460,16.5
frame,lgw,Year 1, summer 4, Thursday,6461,16.6
frame,lgw,Year 1, summer 4, Thursday,6462,16.7
frame,lgw,Year 1, summer 4, Thursday,6463,16.7
frame,lgw,Year 1, summer 4, Thursday,6464,16.7
frame,lgw,Year 1, summer 4, Thursday,6465,16.6
frame,lgw,Year 1, summer 4, Thursday,6466,16.7
frame,lgw,Year 1, summer 4, Thursday,6467,16.6
frame,lgw,Year 1, summer 4, Thursday,6468,16.8
frame,lgw,Year 1, summer 4, Thursday,6469,16.8
frame,lgw,Year 1, summer 4, Thursday,6470,16.5
frame,lgw,Year 1, summer 4, Thursday,6471,16.6
frame,lgw,Year 1, summer 4, Thursday,6472,16.7
frame,lgw,Year 1, summer 4, Thursday,6473,16.9
frame,lgw,Year 1, summer 4, Thursday,6474,16.4
frame,lgw,Year 1, summer 4, Thursday,6475,16.7
frame,lgw,Year 1, summer 4, Thursday,6476,16.7
