kind,player,date,name,calls,total_ms,avg_ms,max_ms
frame,lgw,Year 1, spring 6, Saturday,2526,16.7
frame,lgw,Year 1, spring 6, Saturday,2527,16.6
frame,lgw,Year 1, spring 6, Saturday,2528,16.7
frame,lgw,Year 1, spring 6, Saturday,2529,16.7
frame,lgw,Year 1, spring 6, Saturday,2530,16.7
frame,lgw,Year 1, spring 6, Saturday,2531,16.7
frame,lgw,Year 1, spring 6, Saturday,2532,16.6
frame,lgw,Year 1, spring 6, Saturday,2533,17.2
frame,lgw,Year 1, spring 6, Saturday,2534,16.2
frame,lgw,Year 1, spring 6, Saturday,2535,16.6
frame,lgw,Year 1, spring 6, Saturday,2536,17.0
frame,lgw,Year 1, spring 6, Saturday,2537,16.4
frame,lgw,Year 1, spring 6, Saturday,2538,16.7
frame,lgw,Year 1, spring 6, Saturday,2539,16.7
frame,lgw,Year 1, spring 6, Saturday,2540,16.6
frame,lgw,Year 1, spring 6, Saturday,2541,16.7
frame,lgw,Year 1, spring 6, Saturday,2542,16.7
frame,lgw,Year 1, spring 6, Saturday,2543,16.6
frame,lgw,Year 1, spring 6, Saturday,2544,16.8
frame,lgw,Year 1, spring 6, Saturday,2545,16.8
frame,lgw,Year 1, spring 6, Saturday,2546,16.6
frame,lgw,Year 1, spring 6, Saturday,2547,16.7
frame,lgw,Year 1, spring 6, Saturday,2548,16.6
frame,lgw,Year 1, spring 6, Saturday,2549,16.6
frame,lgw,Year 1, spring 6, Saturday,2550,16.8
frame,lgw,Year 1, spring 6, Saturday,2551,16.7
frame,lgw,Year 1, spring 6, Saturday,2552,16.6
frame,lgw,Year 1, spring 6, Saturday,2553,16.7
frame,lgw,Year 1, spring 6, Saturday,2554,16.6
frame,lgw,Year 1, spring 6, Saturday,2555,16.6
frame,lgw,Year 1, spring 6, Saturday,2556,16.7
frame,lgw,Year 1, spring 6, Saturday,2557,16.8
frame,lgw,Year 1, spring 6, Saturday,2558,16.5
frame,lgw,Year 1, spring 6, Saturday,2559,16.7
frame,lgw,Year 1, spring 6, Saturday,2560,16.7
frame,lgw,Year 1, spring 6, Saturday,2561,16.6
frame,lgw,Year 1, spring 6, Saturday,2562,16.7
frame,lgw,Year 1, spring 6, Saturday,2563,16.7
frame,lgw,Year 1, spring 6, Saturday,2564,16.6
frame,lgw,Year 1, spring 6, Saturday,2565,17.0
frame,lgw,Year 1, spring 6, Saturday,2566,16.5
frame,lgw,Year 1, spring 6, Saturday,2567,16.6
frame,lgw,Year 1, spring 6, Saturday,2568,16.7
frame,lgw,Year 1, spring 6, Saturday,2569,16.7
frame,lgw,Year 1, spring 6, Saturday,2570,19.7
frame,lgw,Year 1, spring 6, Saturday,2571,13.7
frame,lgw,Year 1, spring 6, Saturday,2572,16.7
frame,lgw,Year 1, spring 6, Saturday,2573,17.0
frame,lgw,Year 1, spring 6, Saturday,2574,16.3
frame,lgw,Year 1, spring 6, Saturday,2575,16.6
frame,lgw,Year 1, spring 6, Saturday,2576,16.7
frame,lgw,Year 1, spring 6, Saturday,2577,16.7
frame,lgw,Year 1, spring 6, Saturday,2578,16.6
frame,lgw,Year 1, spring 6, Saturday,2579,16.7
frame,lgw,Year 1, spring 6, Saturday,2580,16.7
frame,lgw,Year 1, spring 6, Saturday,2581,16.6
frame,lgw,Year 1, spring 6, Saturday,2582,16.8
frame,lgw,Year 1, spring 6, Saturday,2583,16.6
frame,lgw,Year 1, spring 6, Saturday,2584,16.7
frame,lgw,Year 1, spring 6, Saturday,2585,16.6
frame,lgw,Year 1, spring 6, Saturday,2586,17.4
frame,lgw,Year 1, spring 6, Saturday,2587,15.9
frame,lgw,Year 1, spring 6, Saturday,2588,16.7
frame,lgw,Year 1, spring 6, Saturday,2589,16.7
frame,lgw,Year 1, spring 6, Saturday,2590,16.7
frame,lgw,Year 1, spring 6, Saturday,2591,17.0
frame,lgw,Year 1, spring 6, Saturday,2592,16.3
frame,lgw,Year 1, spring 6, Saturday,2593,16.7
frame,lgw,Year 1, spring 6, Saturday,2594,16.9
frame,lgw,Year 1, spring 6, Saturday,2595,16.5
frame,lgw,Year 1, spring 6, Saturday,2596,16.7
frame,lgw,Year 1, spring 6, Saturday,2597,17.6
frame,lgw,Year 1, spring 6, Saturday,2598,16.0
frame,lgw,Year 1, spring 6, Saturday,2599,16.3
frame,lgw,Year 1, spring 6, Saturday,2600,16.6
frame,lgw,Year 1, spring 6, Saturday,2601,16.7
frame,lgw,Year 1, spring 6, Saturday,2602,16.6
frame,lgw,Year 1, spring 6, Saturday,2603,16.8
frame,lgw,Year 1, spring 6, Saturday,2604,16.6
frame,lgw,Year 1, spring 6, Saturday,2605,16.7
frame,lgw,Year 1, spring 6, Saturday,2606,16.8
frame,lgw,Year 1, spring 6, Saturday,2607,16.5
frame,lgw,Year 1, spring 6, Saturday,2608,16.7
frame,lgw,Year 1, spring 6, Saturday,2609,16.7
frame,lgw,Year 1, spring 6, Saturday,2610,16.7
frame,lgw,Year 1, spring 6, Saturday,2611,16.6
frame,lgw,Year 1, spring 6, Saturday,2612,17.0
frame,lgw,Year 1, spring 6, Saturday,2613,16.4
frame,lgw,Year 1, spring 6, Saturday,2614,16.7
frame,lgw,Year 1, spring 6, Saturday,2615,16.7
frame,lgw,Year 1, spring 6, Saturday,2616,16.7
frame,lgw,Year 1, spring 6, Saturday,2617,16.7
frame,lgw,Year 1, spring 6, Saturday,2618,16.6
frame,lgw,Year 1, spring 6, Saturday,2619,16.7
frame,lgw,Year 1, spring 6, Saturday,2620,16.7
frame,lgw,Year 1, spring 6, Saturday,2621,16.7
frame,lgw,Year 1, spring 6, Saturday,2622,16.7
frame,lgw,Year 1, spring 6, Saturday,2623,16.7
frame,lgw,Year 1, spring 6, Saturday,2624,16.6
frame,lgw,Year 1, spring 6, Saturday,2625,16.7
frame,lgw,Year 1, spring 6, Saturday,2626,16.7
frame,lgw,Year 1, spring 6, Saturday,2627,16.7
frame,lgw,Year 1, spring 6, Saturday,2628,16.7
frame,lgw,Year 1, spring 6, Saturday,2629,16.6
frame,lgw,Year 1, spring 6, Saturday,2630,17.2
frame,lgw,Year 1, spring 6, Saturday,2631,16.2
frame,lgw,Year 1, spring 6, Saturday,2632,16.7
frame,lgw,Year 1, spring 6, Saturday,2633,16.9
frame,lgw,Year 1, spring 6, Saturday,2634,16.4
frame,lgw,Year 1, spring 6, Saturday,2635,16.6
frame,lgw,Year 1, spring 6, Saturday,2636,16.7
frame,lgw,Year 1, spring 6, Saturday,2637,16.7
frame,lgw,Year 1, spring 6, Saturday,2638,16.6
frame,lgw,Year 1, spring 6, Saturday,2639,16.7
frame,lgw,Year 1, spring 6, Saturday,2640,16.7
frame,lgw,Year 1, spring 6, Saturday,2641,16.8
frame,lgw,Year 1, spring 6, Saturday,2642,16.4
frame,lgw,Year 1, spring 6, Saturday,2643,16.6
frame,lgw,Year 1, spring 6, Saturday,2644,16.7
