kind,player,date,name,calls,total_ms,avg_ms,max_ms
lag,lgw,Year 1, spring 1, Monday,2,3325.3
lag,lgw,Year 1, spring 1, Monday,21,371.2
lag,lgw,Year 1, spring 1, Monday,51,94.9
lag,lgw,Year 1, spring 1, Monday,4003,151.6
lag,lgw,Year 1, spring 1, Monday,4028,64.4
lag,lgw,Year 1, spring 1, Monday,4604,257.8
lag,lgw,Year 1, spring 1, Monday,4819,112.3
lag,lgw,Year 1, spring 1, Monday,4825,50.9
lag,lgw,Year 1, spring 1, Monday,5788,173.8
frame,lgw,Year 1, spring 1, Monday,5120,0.1
frame,lgw,Year 1, spring 1, Monday,5121,21.1
frame,lgw,Year 1, spring 1, Monday,5122,21.3
frame,lgw,Year 1, spring 1, Monday,5123,21.2
frame,lgw,Year 1, spring 1, Monday,5124,21.1
frame,lgw,Year 1, spring 1, Monday,5125,0.1
frame,lgw,Year 1, spring 1, Monday,5126,21.8
frame,lgw,Year 1, spring 1, Monday,5127,21.0
frame,lgw,Year 1, spring 1, Monday,5128,20.8
frame,lgw,Year 1, spring 1, Monday,5129,0.2
frame,lgw,Year 1, spring 1, Monday,5130,21.1
frame,lgw,Year 1, spring 1, Monday,5131,21.2
frame,lgw,Year 1, spring 1, Monday,5132,21.2
frame,lgw,Year 1, spring 1, Monday,5133,21.1
frame,lgw,Year 1, spring 1, Monday,5134,0.1
frame,lgw,Year 1, spring 1, Monday,5135,21.8
frame,lgw,Year 1, spring 1, Monday,5136,21.6
frame,lgw,Year 1, spring 1, Monday,5137,20.8
frame,lgw,Year 1, spring 1, Monday,5138,20.8
frame,lgw,Year 1, spring 1, Monday,5139,0.1
frame,lgw,Year 1, spring 1, Monday,5140,21.2
frame,lgw,Year 1, spring 1, Monday,5141,21.7
frame,lgw,Year 1, spring 1, Monday,5142,21.4
frame,lgw,Year 1, spring 1, Monday,5143,0.1
frame,lgw,Year 1, spring 1, Monday,5144,21.0
frame,lgw,Year 1, spring 1, Monday,5145,21.1
frame,lgw,Year 1, spring 1, Monday,5146,21.2
frame,lgw,Year 1, spring 1, Monday,5147,21.1
frame,lgw,Year 1, spring 1, Monday,5148,0.1
frame,lgw,Year 1, spring 1, Monday,5149,21.0
frame,lgw,Year 1, spring 1, Monday,5150,21.2
frame,lgw,Year 1, spring 1, Monday,5151,20.8
frame,lgw,Year 1, spring 1, Monday,5152,20.7
frame,lgw,Year 1, spring 1, Monday,5153,0.1
frame,lgw,Year 1, spring 1, Monday,5154,21.4
frame,lgw,Year 1, spring 1, Monday,5155,21.3
frame,lgw,Year 1, spring 1, Monday,5156,21.4
frame,lgw,Year 1, spring 1, Monday,5157,0.1
frame,lgw,Year 1, spring 1, Monday,5158,21.0
frame,lgw,Year 1, spring 1, Monday,5159,21.4
frame,lgw,Year 1, spring 1, Monday,5160,21.1
frame,lgw,Year 1, spring 1, Monday,5161,21.2
frame,lgw,Year 1, spring 1, Monday,5162,0.1
frame,lgw,Year 1, spring 1, Monday,5163,21.2
frame,lgw,Year 1, spring 1, Monday,5164,21.2
frame,lgw,Year 1, spring 1, Monday,5165,21.3
frame,lgw,Year 1, spring 1, Monday,5166,21.2
frame,lgw,Year 1, spring 1, Monday,5167,0.5
frame,lgw,Year 1, spring 1, Monday,5168,21.1
frame,lgw,Year 1, spring 1, Monday,5169,21.3
frame,lgw,Year 1, spring 1, Monday,5170,21.0
frame,lgw,Year 1, spring 1, Monday,5171,0.1
frame,lgw,Year 1, spring 1, Monday,5172,21.0
frame,lgw,Year 1, spring 1, Monday,5173,21.0
frame,lgw,Year 1, spring 1, Monday,5174,21.4
frame,lgw,Year 1, spring 1, Monday,5175,21.5
frame,lgw,Year 1, spring 1, Monday,5176,0.1
frame,lgw,Year 1, spring 1, Monday,5177,21.4
frame,lgw,Year 1, spring 1, Monday,5178,21.0
frame,lgw,Year 1, spring 1, Monday,5179,21.5
frame,lgw,Year 1, spring 1, Monday,5180,21.0
frame,lgw,Year 1, spring 1, Monday,5181,0.1
frame,lgw,Year 1, spring 1, Monday,5182,21.2
frame,lgw,Year 1, spring 1, Monday,5183,21.3
frame,lgw,Year 1, spring 1, Monday,5184,20.8
frame,lgw,Year 1, spring 1, Monday,5185,0.1
frame,lgw,Year 1, spring 1, Monday,5186,21.2
frame,lgw,Year 1, spring 1, Monday,5187,21.4
frame,lgw,Year 1, spring 1, Monday,5188,21.5
frame,lgw,Year 1, spring 1, Monday,5189,21.4
frame,lgw,Year 1, spring 1, Monday,5190,0.1
frame,lgw,Year 1, spring 1, Monday,5191,21.9
frame,lgw,Year 1, spring 1, Monday,5192,21.1
frame,lgw,Year 1, spring 1, Monday,5193,21.0
frame,lgw,Year 1, spring 1, Monday,5194,0.1
frame,lgw,Year 1, spring 1, Monday,5195,21.2
frame,lgw,Year 1, spring 1, Monday,5196,21.3
frame,lgw,Year 1, spring 1, Monday,5197,21.7
frame,lgw,Year 1, spring 1, Monday,5198,21.5
frame,lgw,Year 1, spring 1, Monday,5199,0.2
frame,lgw,Year 1, spring 1, Monday,5200,21.0
frame,lgw,Year 1, spring 1, Monday,5201,20.8
frame,lgw,Year 1, spring 1, Monday,5202,21.1
frame,lgw,Year 1, spring 1, Monday,5203,21.5
frame,lgw,Year 1, spring 1, Monday,5204,0.1
frame,lgw,Year 1, spring 1, Monday,5205,21.1
frame,lgw,Year 1, spring 1, Monday,5206,21.1
frame,lgw,Year 1, spring 1, Monday,5207,21.2
frame,lgw,Year 1, spring 1, Monday,5208,0.1
frame,lgw,Year 1, spring 1, Monday,5209,21.1
frame,lgw,Year 1, spring 1, Monday,5210,21.7
frame,lgw,Year 1, spring 1, Monday,5211,21.1
frame,lgw,Year 1, spring 1, Monday,5212,21.1
frame,lgw,Year 1, spring 1, Monday,5213,0.1
frame,lgw,Year 1, spring 1, Monday,5214,21.0
frame,lgw,Year 1, spring 1, Monday,5215,21.0
frame,lgw,Year 1, spring 1, Monday,5216,21.8
frame,lgw,Year 1, spring 1, Monday,5217,0.2
frame,lgw,Year 1, spring 1, Monday,5218,20.8
frame,lgw,Year 1, spring 1, Monday,5219,21.1
frame,lgw,Year 1, spring 1, Monday,5220,21.3
frame,lgw,Year 1, spring 1, Monday,5221,21.1
frame,lgw,Year 1, spring 1, Monday,5222,0.1
frame,lgw,Year 1, spring 1, Monday,5223,21.7
frame,lgw,Year 1, spring 1, Monday,5224,21.2
frame,lgw,Year 1, spring 1, Monday,5225,21.7
frame,lgw,Year 1, spring 1, Monday,5226,21.1
frame,lgw,Year 1, spring 1, Monday,5227,0.1
frame,lgw,Year 1, spring 1, Monday,5228,21.6
frame,lgw,Year 1, spring 1, Monday,5229,21.1
frame,lgw,Year 1, spring 1, Monday,5230,20.8
frame,lgw,Year 1, spring 1, Monday,5231,0.1
frame,lgw,Year 1, spring 1, Monday,5232,21.3
frame,lgw,Year 1, spring 1, Monday,5233,21.0
frame,lgw,Year 1, spring 1, Monday,5234,21.1
frame,lgw,Year 1, spring 1, Monday,5235,20.7
frame,lgw,Year 1, spring 1, Monday,5236,0.1
frame,lgw,Year 1, spring 1, Monday,5237,21.0
frame,lgw,Year 1, spring 1, Monday,5238,21.0
frame,lgw,Year 1, spring 1, Monday,5239,21.1
frame,lgw,Year 1, spring 1, Monday,5240,21.2
frame,lgw,Year 1, spring 1, Monday,5241,0.1
frame,lgw,Year 1, spring 1, Monday,5242,20.9
frame,lgw,Year 1, spring 1, Monday,5243,21.1
frame,lgw,Year 1, spring 1, Monday,5244,21.0
frame,lgw,Year 1, spring 1, Monday,5245,21.2
frame,lgw,Year 1, spring 1, Monday,5246,0.2
frame,lgw,Year 1, spring 1, Monday,5247,21.6
frame,lgw,Year 1, spring 1, Monday,5248,21.1
frame,lgw,Year 1, spring 1, Monday,5249,21.6
frame,lgw,Year 1, spring 1, Monday,5250,0.1
frame,lgw,Year 1, spring 1, Monday,5251,21.2
frame,lgw,Year 1, spring 1, Monday,5252,21.1
frame,lgw,Year 1, spring 1, Monday,5253,21.2
frame,lgw,Year 1, spring 1, Monday,5254,21.2
frame,lgw,Year 1, spring 1, Monday,5255,0.1
frame,lgw,Year 1, spring 1, Monday,5256,21.3
frame,lgw,Year 1, spring 1, Monday,5257,21.2
frame,lgw,Year 1, spring 1, Monday,5258,20.8
frame,lgw,Year 1, spring 1, Monday,5259,21.0
frame,lgw,Year 1, spring 1, Monday,5260,0.1
frame,lgw,Year 1, spring 1, Monday,5261,21.7
frame,lgw,Year 1, spring 1, Monday,5262,21.1
frame,lgw,Year 1, spring 1, Monday,5263,21.1
frame,lgw,Year 1, spring 1, Monday,5264,0.1
frame,lgw,Year 1, spring 1, Monday,5265,21.1
frame,lgw,Year 1, spring 1, Monday,5266,21.2
frame,lgw,Year 1, spring 1, Monday,5267,21.2
frame,lgw,Year 1, spring 1, Monday,5268,21.3
frame,lgw,Year 1, spring 1, Monday,5269,0.1
frame,lgw,Year 1, spring 1, Monday,5270,20.9
frame,lgw,Year 1, spring 1, Monday,5271,21.3
frame,lgw,Year 1, spring 1, Monday,5272,21.6
frame,lgw,Year 1, spring 1, Monday,5273,0.1
frame,lgw,Year 1, spring 1, Monday,5274,21.1
frame,lgw,Year 1, spring 1, Monday,5275,21.4
frame,lgw,Year 1, spring 1, Monday,5276,21.9
frame,lgw,Year 1, spring 1, Monday,5277,21.0
frame,lgw,Year 1, spring 1, Monday,5278,0.2
frame,lgw,Year 1, spring 1, Monday,5279,21.0
frame,lgw,Year 1, spring 1, Monday,5280,21.0
frame,lgw,Year 1, spring 1, Monday,5281,21.3
frame,lgw,Year 1, spring 1, Monday,5282,20.9
frame,lgw,Year 1, spring 1, Monday,5283,0.1
frame,lgw,Year 1, spring 1, Monday,5284,20.9
frame,lgw,Year 1, spring 1, Monday,5285,21.1
frame,lgw,Year 1, spring 1, Monday,5286,20.9
frame,lgw,Year 1, spring 1, Monday,5287,21.2
frame,lgw,Year 1, spring 1, Monday,5288,0.1
frame,lgw,Year 1, spring 1, Monday,5289,21.2
frame,lgw,Year 1, spring 1, Monday,5290,21.9
frame,lgw,Year 1, spring 1, Monday,5291,20.8
frame,lgw,Year 1, spring 1, Monday,5292,0.1
frame,lgw,Year 1, spring 1, Monday,5293,21.7
frame,lgw,Year 1, spring 1, Monday,5294,21.2
frame,lgw,Year 1, spring 1, Monday,5295,20.9
frame,lgw,Year 1, spring 1, Monday,5296,21.3
frame,lgw,Year 1, spring 1, Monday,5297,0.1
frame,lgw,Year 1, spring 1, Monday,5298,20.9
frame,lgw,Year 1, spring 1, Monday,5299,20.7
frame,lgw,Year 1, spring 1, Monday,5300,21.9
frame,lgw,Year 1, spring 1, Monday,5301,0.1
frame,lgw,Year 1, spring 1, Monday,5302,21.0
frame,lgw,Year 1, spring 1, Monday,5303,21.3
frame,lgw,Year 1, spring 1, Monday,5304,20.8
frame,lgw,Year 1, spring 1, Monday,5305,21.3
frame,lgw,Year 1, spring 1, Monday,5306,0.2
frame,lgw,Year 1, spring 1, Monday,5307,21.2
frame,lgw,Year 1, spring 1, Monday,5308,21.3
frame,lgw,Year 1, spring 1, Monday,5309,21.4
frame,lgw,Year 1, spring 1, Monday,5310,21.2
frame,lgw,Year 1, spring 1, Monday,5311,0.2
frame,lgw,Year 1, spring 1, Monday,5312,21.8
frame,lgw,Year 1, spring 1, Monday,5313,21.8
frame,lgw,Year 1, spring 1, Monday,5314,21.2
frame,lgw,Year 1, spring 1, Monday,5315,0.1
frame,lgw,Year 1, spring 1, Monday,5316,21.0
frame,lgw,Year 1, spring 1, Monday,5317,21.3
frame,lgw,Year 1, spring 1, Monday,5318,21.1
