kind,player,date,name,calls,total_ms,avg_ms,max_ms
switch,lgw,Year 1, spring 4, Thursday,610,83.4
frame,lgw,Year 1, spring 4, Thursday,4121,16.3
frame,lgw,Year 1, spring 4, Thursday,4122,16.7
frame,lgw,Year 1, spring 4, Thursday,4123,16.7
frame,lgw,Year 1, spring 4, Thursday,4124,16.6
frame,lgw,Year 1, spring 4, Thursday,4125,16.6
frame,lgw,Year 1, spring 4, Thursday,4126,16.7
frame,lgw,Year 1, spring 4, Thursday,4127,16.9
frame,lgw,Year 1, spring 4, Thursday,4128,16.5
frame,lgw,Year 1, spring 4, Thursday,4129,16.6
frame,lgw,Year 1, spring 4, Thursday,4130,16.8
frame,lgw,Year 1, spring 4, Thursday,4131,17.2
frame,lgw,Year 1, spring 4, Thursday,4132,16.0
frame,lgw,Year 1, spring 4, Thursday,4133,16.7
frame,lgw,Year 1, spring 4, Thursday,4134,16.6
frame,lgw,Year 1, spring 4, Thursday,4135,16.6
frame,lgw,Year 1, spring 4, Thursday,4136,16.6
frame,lgw,Year 1, spring 4, Thursday,4137,16.7
frame,lgw,Year 1, spring 4, Thursday,4138,16.7
frame,lgw,Year 1, spring 4, Thursday,4139,16.8
frame,lgw,Year 1, spring 4, Thursday,4140,16.6
frame,lgw,Year 1, spring 4, Thursday,4141,16.6
frame,lgw,Year 1, spring 4, Thursday,4142,16.7
frame,lgw,Year 1, spring 4, Thursday,4143,16.7
frame,lgw,Year 1, spring 4, Thursday,4144,16.6
frame,lgw,Year 1, spring 4, Thursday,4145,16.7
frame,lgw,Year 1, spring 4, Thursday,4146,16.7
frame,lgw,Year 1, spring 4, Thursday,4147,16.6
frame,lgw,Year 1, spring 4, Thursday,4148,16.7
frame,lgw,Year 1, spring 4, Thursday,4149,16.7
frame,lgw,Year 1, spring 4, Thursday,4150,16.9
frame,lgw,Year 1, spring 4, Thursday,4151,16.4
frame,lgw,Year 1, spring 4, Thursday,4152,16.7
frame,lgw,Year 1, spring 4, Thursday,4153,18.1
frame,lgw,Year 1, spring 4, Thursday,4154,15.2
frame,lgw,Year 1, spring 4, Thursday,4155,16.7
frame,lgw,Year 1, spring 4, Thursday,4156,16.8
frame,lgw,Year 1, spring 4, Thursday,4157,16.6
frame,lgw,Year 1, spring 4, Thursday,4158,16.7
frame,lgw,Year 1, spring 4, Thursday,4159,16.6
frame,lgw,Year 1, spring 4, Thursday,4160,16.7
frame,lgw,Year 1, spring 4, Thursday,4161,17.4
frame,lgw,Year 1, spring 4, Thursday,4162,15.9
frame,lgw,Year 1, spring 4, Thursday,4163,16.7
frame,lgw,Year 1, spring 4, Thursday,4164,16.6
frame,lgw,Year 1, spring 4, Thursday,4165,16.8
frame,lgw,Year 1, spring 4, Thursday,4166,16.7
frame,lgw,Year 1, spring 4, Thursday,4167,16.7
frame,lgw,Year 1, spring 4, Thursday,4168,16.7
frame,lgw,Year 1, spring 4, Thursday,4169,16.5
frame,lgw,Year 1, spring 4, Thursday,4170,16.8
frame,lgw,Year 1, spring 4, Thursday,4171,16.6
frame,lgw,Year 1, spring 4, Thursday,4172,16.7
frame,lgw,Year 1, spring 4, Thursday,4173,16.7
frame,lgw,Year 1, spring 4, Thursday,4174,16.7
frame,lgw,Year 1, spring 4, Thursday,4175,16.7
frame,lgw,Year 1, spring 4, Thursday,4176,16.7
frame,lgw,Year 1, spring 4, Thursday,4177,16.6
frame,lgw,Year 1, spring 4, Thursday,4178,16.7
frame,lgw,Year 1, spring 4, Thursday,4179,16.6
frame,lgw,Year 1, spring 4, Thursday,4180,16.7
frame,lgw,Year 1, spring 4, Thursday,4181,16.6
frame,lgw,Year 1, spring 4, Thursday,4182,17.4
frame,lgw,Year 1, spring 4, Thursday,4183,15.9
frame,lgw,Year 1, spring 4, Thursday,4184,16.7
frame,lgw,Year 1, spring 4, Thursday,4185,16.8
frame,lgw,Year 1, spring 4, Thursday,4186,16.6
frame,lgw,Year 1, spring 4, Thursday,4187,16.7
frame,lgw,Year 1, spring 4, Thursday,4188,16.6
frame,lgw,Year 1, spring 4, Thursday,4189,16.6
frame,lgw,Year 1, spring 4, Thursday,4190,16.7
frame,lgw,Year 1, spring 4, Thursday,4191,16.7
frame,lgw,Year 1, spring 4, Thursday,4192,17.4
frame,lgw,Year 1, spring 4, Thursday,4193,16.0
frame,lgw,Year 1, spring 4, Thursday,4194,16.8
frame,lgw,Year 1, spring 4, Thursday,4195,16.6
frame,lgw,Year 1, spring 4, Thursday,4196,16.6
frame,lgw,Year 1, spring 4, Thursday,4197,16.6
frame,lgw,Year 1, spring 4, Thursday,4198,16.7
frame,lgw,Year 1, spring 4, Thursday,4199,16.8
frame,lgw,Year 1, spring 4, Thursday,4200,16.6
frame,lgw,Year 1, spring 4, Thursday,4201,16.7
frame,lgw,Year 1, spring 4, Thursday,4202,16.6
frame,lgw,Year 1, spring 4, Thursday,4203,16.7
frame,lgw,Year 1, spring 4, Thursday,4204,16.7
frame,lgw,Year 1, spring 4, Thursday,4205,16.7
frame,lgw,Year 1, spring 4, Thursday,4206,16.7
frame,lgw,Year 1, spring 4, Thursday,4207,16.7
frame,lgw,Year 1, spring 4, Thursday,4208,16.6
frame,lgw,Year 1, spring 4, Thursday,4209,16.7
frame,lgw,Year 1, spring 4, Thursday,4210,16.6
frame,lgw,Year 1, spring 4, Thursday,4211,16.7
frame,lgw,Year 1, spring 4, Thursday,4212,16.7
frame,lgw,Year 1, spring 4, Thursday,4213,16.7
frame,lgw,Year 1, spring 4, Thursday,4214,16.7
frame,lgw,Year 1, spring 4, Thursday,4215,16.7
frame,lgw,Year 1, spring 4, Thursday,4216,16.7
frame,lgw,Year 1, spring 4, Thursday,4217,17.0
frame,lgw,Year 1, spring 4, Thursday,4218,16.3
frame,lgw,Year 1, spring 4, Thursday,4219,16.7
frame,lgw,Year 1, spring 4, Thursday,4220,16.6
frame,lgw,Year 1, spring 4, Thursday,4221,16.7
frame,lgw,Year 1, spring 4, Thursday,4222,16.7
frame,lgw,Year 1, spring 4, Thursday,4223,16.6
frame,lgw,Year 1, spring 4, Thursday,4224,16.6
frame,lgw,Year 1, spring 4, Thursday,4225,16.7
frame,lgw,Year 1, spring 4, Thursday,4226,16.6
frame,lgw,Year 1, spring 4, Thursday,4227,16.7
frame,lgw,Year 1, spring 4, Thursday,4228,16.6
frame,lgw,Year 1, spring 4, Thursday,4229,16.7
frame,lgw,Year 1, spring 4, Thursday,4230,16.7
frame,lgw,Year 1, spring 4, Thursday,4231,16.7
frame,lgw,Year 1, spring 4, Thursday,4232,16.8
frame,lgw,Year 1, spring 4, Thursday,4233,16.7
frame,lgw,Year 1, spring 4, Thursday,4234,16.5
frame,lgw,Year 1, spring 4, Thursday,4235,16.6
frame,lgw,Year 1, spring 4, Thursday,4236,16.7
frame,lgw,Year 1, spring 4, Thursday,4237,16.7
frame,lgw,Year 1, spring 4, Thursday,4238,16.7
frame,lgw,Year 1, spring 4, Thursday,4239,16.7
frame,lgw,Year 1, spring 4, Thursday,4240,16.6
frame,lgw,Year 1, spring 4, Thursday,4241,17.1
frame,lgw,Year 1, spring 4, Thursday,4242,16.2
frame,lgw,Year 1, spring 4, Thursday,4243,16.7
frame,lgw,Year 1, spring 4, Thursday,4244,17.1
frame,lgw,Year 1, spring 4, Thursday,4245,16.6
frame,lgw,Year 1, spring 4, Thursday,4246,16.3
frame,lgw,Year 1, spring 4, Thursday,4247,16.6
frame,lgw,Year 1, spring 4, Thursday,4248,16.7
frame,lgw,Year 1, spring 4, Thursday,4249,16.6
frame,lgw,Year 1, spring 4, Thursday,4250,16.7
frame,lgw,Year 1, spring 4, Thursday,4251,16.7
frame,lgw,Year 1, spring 4, Thursday,4252,16.7
frame,lgw,Year 1, spring 4, Thursday,4253,16.8
frame,lgw,Year 1, spring 4, Thursday,4254,16.5
frame,lgw,Year 1, spring 4, Thursday,4255,16.6
frame,lgw,Year 1, spring 4, Thursday,4256,16.8
frame,lgw,Year 1, spring 4, Thursday,4257,16.6
frame,lgw,Year 1, spring 4, Thursday,4258,16.6
frame,lgw,Year 1, spring 4, Thursday,4259,16.7
frame,lgw,Year 1, spring 4, Thursday,4260,16.6
frame,lgw,Year 1, spring 4, Thursday,4261,16.6
frame,lgw,Year 1, spring 4, Thursday,4262,17.2
frame,lgw,Year 1, spring 4, Thursday,4263,16.1
frame,lgw,Year 1, spring 4, Thursday,4264,16.7
frame,lgw,Year 1, spring 4, Thursday,4265,16.7
frame,lgw,Year 1, spring 4, Thursday,4266,16.7
frame,lgw,Year 1, spring 4, Thursday,4267,16.6
frame,lgw,Year 1, spring 4, Thursday,4268,16.7
frame,lgw,Year 1, spring 4, Thursday,4269,16.7
frame,lgw,Year 1, spring 4, Thursday,4270,16.6
frame,lgw,Year 1, spring 4, Thursday,4271,16.6
frame,lgw,Year 1, spring 4, Thursday,4272,16.7
frame,lgw,Year 1, spring 4, Thursday,4273,16.7
frame,lgw,Year 1, spring 4, Thursday,4274,16.6
frame,lgw,Year 1, spring 4, Thursday,4275,16.7
frame,lgw,Year 1, spring 4, Thursday,4276,16.6
frame,lgw,Year 1, spring 4, Thursday,4277,16.7
frame,lgw,Year 1, spring 4, Thursday,4278,16.7
frame,lgw,Year 1, spring 4, Thursday,4279,16.6
frame,lgw,Year 1, spring 4, Thursday,4280,16.7
frame,lgw,Year 1, spring 4, Thursday,4281,16.7
frame,lgw,Year 1, spring 4, Thursday,4282,17.1
frame,lgw,Year 1, spring 4, Thursday,4283,16.2
frame,lgw,Year 1, spring 4, Thursday,4284,16.7
frame,lgw,Year 1, spring 4, Thursday,4285,16.6
frame,lgw,Year 1, spring 4, Thursday,4286,16.6
frame,lgw,Year 1, spring 4, Thursday,4287,16.6
frame,lgw,Year 1, spring 4, Thursday,4288,16.7
frame,lgw,Year 1, spring 4, Thursday,4289,16.7
frame,lgw,Year 1, spring 4, Thursday,4290,16.7
frame,lgw,Year 1, spring 4, Thursday,4291,16.7
frame,lgw,Year 1, spring 4, Thursday,4292,16.6
frame,lgw,Year 1, spring 4, Thursday,4293,16.7
frame,lgw,Year 1, spring 4, Thursday,4294,16.9
frame,lgw,Year 1, spring 4, Thursday,4295,16.4
frame,lgw,Year 1, spring 4, Thursday,4296,16.7
frame,lgw,Year 1, spring 4, Thursday,4297,16.7
frame,lgw,Year 1, spring 4, Thursday,4298,16.6
frame,lgw,Year 1, spring 4, Thursday,4299,16.7
frame,lgw,Year 1, spring 4, Thursday,4300,16.7
frame,lgw,Year 1, spring 4, Thursday,4301,16.7
frame,lgw,Year 1, spring 4, Thursday,4302,16.7
frame,lgw,Year 1, spring 4, Thursday,4303,16.7
frame,lgw,Year 1, spring 4, Thursday,4304,16.7
frame,lgw,Year 1, spring 4, Thursday,4305,16.6
frame,lgw,Year 1, spring 4, Thursday,4306,16.7
frame,lgw,Year 1, spring 4, Thursday,4307,16.7
frame,lgw,Year 1, spring 4, Thursday,4308,16.7
frame,lgw,Year 1, spring 4, Thursday,4309,16.6
frame,lgw,Year 1, spring 4, Thursday,4310,16.7
frame,lgw,Year 1, spring 4, Thursday,4311,16.7
frame,lgw,Year 1, spring 4, Thursday,4312,17.1
frame,lgw,Year 1, spring 4, Thursday,4313,16.2
frame,lgw,Year 1, spring 4, Thursday,4314,16.7
frame,lgw,Year 1, spring 4, Thursday,4315,16.6
frame,lgw,Year 1, spring 4, Thursday,4316,16.7
frame,lgw,Year 1, spring 4, Thursday,4317,16.7
frame,lgw,Year 1, spring 4, Thursday,4318,16.8
frame,lgw,Year 1, spring 4, Thursday,4319,16.6
frame,lgw,Year 1, spring 4, Thursday,4320,16.7
frame,lgw,Year 1, spring 4, Thursday,4321,16.6
frame,lgw,Year 1, spring 4, Thursday,4322,16.7
frame,lgw,Year 1, spring 4, Thursday,4323,16.8
frame,lgw,Year 1, spring 4, Thursday,4324,16.5
frame,lgw,Year 1, spring 4, Thursday,4325,16.7
frame,lgw,Year 1, spring 4, Thursday,4326,16.7
frame,lgw,Year 1, spring 4, Thursday,4327,16.6
frame,lgw,Year 1, spring 4, Thursday,4328,16.7
frame,lgw,Year 1, spring 4, Thursday,4329,16.7
frame,lgw,Year 1, spring 4, Thursday,4330,16.7
frame,lgw,Year 1, spring 4, Thursday,4331,16.7
frame,lgw,Year 1, spring 4, Thursday,4332,16.7
frame,lgw,Year 1, spring 4, Thursday,4333,16.7
frame,lgw,Year 1, spring 4, Thursday,4334,16.7
frame,lgw,Year 1, spring 4, Thursday,4335,16.7
frame,lgw,Year 1, spring 4, Thursday,4336,16.6
frame,lgw,Year 1, spring 4, Thursday,4337,16.7
frame,lgw,Year 1, spring 4, Thursday,4338,16.6
frame,lgw,Year 1, spring 4, Thursday,4339,16.7
frame,lgw,Year 1, spring 4, Thursday,4340,16.7
frame,lgw,Year 1, spring 4, Thursday,4341,16.6
frame,lgw,Year 1, spring 4, Thursday,4342,16.7
frame,lgw,Year 1, spring 4, Thursday,4343,17.3
frame,lgw,Year 1, spring 4, Thursday,4344,16.2
frame,lgw,Year 1, spring 4, Thursday,4345,16.6
frame,lgw,Year 1, spring 4, Thursday,4346,16.6
frame,lgw,Year 1, spring 4, Thursday,4347,16.7
frame,lgw,Year 1, spring 4, Thursday,4348,16.6
frame,lgw,Year 1, spring 4, Thursday,4349,16.8
frame,lgw,Year 1, spring 4, Thursday,4350,16.5
frame,lgw,Year 1, spring 4, Thursday,4351,16.7
frame,lgw,Year 1, spring 4, Thursday,4352,16.7
frame,lgw,Year 1, spring 4, Thursday,4353,16.7
frame,lgw,Year 1, spring 4, Thursday,4354,16.6
frame,lgw,Year 1, spring 4, Thursday,4355,16.7
frame,lgw,Year 1, spring 4, Thursday,4356,16.6
frame,lgw,Year 1, spring 4, Thursday,4357,16.7
frame,lgw,Year 1, spring 4, Thursday,4358,16.6
frame,lgw,Year 1, spring 4, Thursday,4359,16.7
frame,lgw,Year 1, spring 4, Thursday,4360,16.6
frame,lgw,Year 1, spring 4, Thursday,4361,16.7
frame,lgw,Year 1, spring 4, Thursday,4362,16.8
frame,lgw,Year 1, spring 4, Thursday,4363,16.6
frame,lgw,Year 1, spring 4, Thursday,4364,16.7
frame,lgw,Year 1, spring 4, Thursday,4365,16.6
frame,lgw,Year 1, spring 4, Thursday,4366,18.1
frame,lgw,Year 1, spring 4, Thursday,4367,15.3
frame,lgw,Year 1, spring 4, Thursday,4368,16.7
frame,lgw,Year 1, spring 4, Thursday,4369,16.7
frame,lgw,Year 1, spring 4, Thursday,4370,16.7
frame,lgw,Year 1, spring 4, Thursday,4371,16.6
frame,lgw,Year 1, spring 4, Thursday,4372,16.7
frame,lgw,Year 1, spring 4, Thursday,4373,16.7
frame,lgw,Year 1, spring 4, Thursday,4374,16.7
frame,lgw,Year 1, spring 4, Thursday,4375,16.6
frame,lgw,Year 1, spring 4, Thursday,4376,16.6
frame,lgw,Year 1, spring 4, Thursday,4377,16.7
frame,lgw,Year 1, spring 4, Thursday,4378,16.7
frame,lgw,Year 1, spring 4, Thursday,4379,16.7
frame,lgw,Year 1, spring 4, Thursday,4380,16.7
frame,lgw,Year 1, spring 4, Thursday,4381,16.6
frame,lgw,Year 1, spring 4, Thursday,4382,16.6
frame,lgw,Year 1, spring 4, Thursday,4383,16.7
frame,lgw,Year 1, spring 4, Thursday,4384,16.7
frame,lgw,Year 1, spring 4, Thursday,4385,16.7
frame,lgw,Year 1, spring 4, Thursday,4386,16.7
frame,lgw,Year 1, spring 4, Thursday,4387,16.7
frame,lgw,Year 1, spring 4, Thursday,4388,16.6
frame,lgw,Year 1, spring 4, Thursday,4389,16.7
frame,lgw,Year 1, spring 4, Thursday,4390,16.7
frame,lgw,Year 1, spring 4, Thursday,4391,16.7
frame,lgw,Year 1, spring 4, Thursday,4392,16.7
frame,lgw,Year 1, spring 4, Thursday,4393,16.7
frame,lgw,Year 1, spring 4, Thursday,4394,16.7
frame,lgw,Year 1, spring 4, Thursday,4395,16.6
frame,lgw,Year 1, spring 4, Thursday,4396,16.7
frame,lgw,Year 1, spring 4, Thursday,4397,16.7
frame,lgw,Year 1, spring 4, Thursday,4398,16.7
frame,lgw,Year 1, spring 4, Thursday,4399,16.7
frame,lgw,Year 1, spring 4, Thursday,4400,16.6
frame,lgw,Year 1, spring 4, Thursday,4401,16.7
frame,lgw,Year 1, spring 4, Thursday,4402,16.6
frame,lgw,Year 1, spring 4, Thursday,4403,16.7
frame,lgw,Year 1, spring 4, Thursday,4404,16.8
frame,lgw,Year 1, spring 4, Thursday,4405,16.6
frame,lgw,Year 1, spring 4, Thursday,4406,16.7
frame,lgw,Year 1, spring 4, Thursday,4407,16.7
frame,lgw,Year 1, spring 4, Thursday,4408,16.6
frame,lgw,Year 1, spring 4, Thursday,4409,16.6
frame,lgw,Year 1, spring 4, Thursday,4410,16.7
frame,lgw,Year 1, spring 4, Thursday,4411,16.7
frame,lgw,Year 1, spring 4, Thursday,4412,17.1
frame,lgw,Year 1, spring 4, Thursday,4413,16.2
frame,lgw,Year 1, spring 4, Thursday,4414,16.6
frame,lgw,Year 1, spring 4, Thursday,4415,16.7
frame,lgw,Year 1, spring 4, Thursday,4416,16.7
frame,lgw,Year 1, spring 4, Thursday,4417,16.6
frame,lgw,Year 1, spring 4, Thursday,4418,16.7
frame,lgw,Year 1, spring 4, Thursday,4419,16.7
frame,lgw,Year 1, spring 4, Thursday,4420,16.6
frame,lgw,Year 1, spring 4, Thursday,4421,16.7
frame,lgw,Year 1, spring 4, Thursday,4422,16.6
frame,lgw,Year 1, spring 4, Thursday,4423,16.7
frame,lgw,Year 1, spring 4, Thursday,4424,16.6
frame,lgw,Year 1, spring 4, Thursday,4425,16.7
frame,lgw,Year 1, spring 4, Thursday,4426,16.9
frame,lgw,Year 1, spring 4, Thursday,4427,16.4
frame,lgw,Year 1, spring 4, Thursday,4428,16.8
frame,lgw,Year 1, spring 4, Thursday,4429,16.5
frame,lgw,Year 1, spring 4, Thursday,4430,16.7
frame,lgw,Year 1, spring 4, Thursday,4431,16.6
frame,lgw,Year 1, spring 4, Thursday,4432,16.6
frame,lgw,Year 1, spring 4, Thursday,4433,16.7
frame,lgw,Year 1, spring 4, Thursday,4434,16.7
frame,lgw,Year 1, spring 4, Thursday,4435,16.7
frame,lgw,Year 1, spring 4, Thursday,4436,16.7
frame,lgw,Year 1, spring 4, Thursday,4437,16.7
frame,lgw,Year 1, spring 4, Thursday,4438,16.7
frame,lgw,Year 1, spring 4, Thursday,4439,16.8
frame,lgw,Year 1, spring 4, Thursday,4440,16.6
frame,lgw,Year 1, spring 4, Thursday,4441,16.7
frame,lgw,Year 1, spring 4, Thursday,4442,16.5
frame,lgw,Year 1, spring 4, Thursday,4443,16.6
frame,lgw,Year 1, spring 4, Thursday,4444,16.7
frame,lgw,Year 1, spring 4, Thursday,4445,16.8
frame,lgw,Year 1, spring 4, Thursday,4446,16.6
frame,lgw,Year 1, spring 4, Thursday,4447,16.7
frame,lgw,Year 1, spring 4, Thursday,4448,16.7
frame,lgw,Year 1, spring 4, Thursday,4449,16.7
frame,lgw,Year 1, spring 4, Thursday,4450,16.6
frame,lgw,Year 1, spring 4, Thursday,4451,16.7
frame,lgw,Year 1, spring 4, Thursday,4452,16.8
frame,lgw,Year 1, spring 4, Thursday,4453,16.5
frame,lgw,Year 1, spring 4, Thursday,4454,16.7
frame,lgw,Year 1, spring 4, Thursday,4455,16.6
frame,lgw,Year 1, spring 4, Thursday,4456,16.6
frame,lgw,Year 1, spring 4, Thursday,4457,16.7
frame,lgw,Year 1, spring 4, Thursday,4458,16.7
frame,lgw,Year 1, spring 4, Thursday,4459,16.7
frame,lgw,Year 1, spring 4, Thursday,4460,16.7
frame,lgw,Year 1, spring 4, Thursday,4461,16.7
frame,lgw,Year 1, spring 4, Thursday,4462,16.7
frame,lgw,Year 1, spring 4, Thursday,4463,17.2
frame,lgw,Year 1, spring 4, Thursday,4464,16.0
frame,lgw,Year 1, spring 4, Thursday,4465,16.8
frame,lgw,Year 1, spring 4, Thursday,4466,16.6
frame,lgw,Year 1, spring 4, Thursday,4467,16.6
frame,lgw,Year 1, spring 4, Thursday,4468,16.6
frame,lgw,Year 1, spring 4, Thursday,4469,16.7
frame,lgw,Year 1, spring 4, Thursday,4470,16.6
frame,lgw,Year 1, spring 4, Thursday,4471,37.1
frame,lgw,Year 1, spring 4, Thursday,4472,0.4
frame,lgw,Year 1, spring 4, Thursday,4473,12.5
frame,lgw,Year 1, spring 4, Thursday,4474,16.8
frame,lgw,Year 1, spring 4, Thursday,4475,16.9
frame,lgw,Year 1, spring 4, Thursday,4476,16.4
frame,lgw,Year 1, spring 4, Thursday,4477,16.7
frame,lgw,Year 1, spring 4, Thursday,4478,16.7
frame,lgw,Year 1, spring 4, Thursday,4479,16.6
frame,lgw,Year 1, spring 4, Thursday,4480,16.7
frame,lgw,Year 1, spring 4, Thursday,4481,16.7
frame,lgw,Year 1, spring 4, Thursday,4482,16.7
frame,lgw,Year 1, spring 4, Thursday,4483,16.7
frame,lgw,Year 1, spring 4, Thursday,4484,16.7
frame,lgw,Year 1, spring 4, Thursday,4485,16.7
frame,lgw,Year 1, spring 4, Thursday,4486,16.7
frame,lgw,Year 1, spring 4, Thursday,4487,16.6
frame,lgw,Year 1, spring 4, Thursday,4488,16.7
frame,lgw,Year 1, spring 4, Thursday,4489,16.7
frame,lgw,Year 1, spring 4, Thursday,4490,16.7
frame,lgw,Year 1, spring 4, Thursday,4491,16.6
frame,lgw,Year 1, spring 4, Thursday,4492,16.6
frame,lgw,Year 1, spring 4, Thursday,4493,16.7
frame,lgw,Year 1, spring 4, Thursday,4494,16.7
frame,lgw,Year 1, spring 4, Thursday,4495,16.7
frame,lgw,Year 1, spring 4, Thursday,4496,16.7
frame,lgw,Year 1, spring 4, Thursday,4497,16.6
frame,lgw,Year 1, spring 4, Thursday,4498,16.7
frame,lgw,Year 1, spring 4, Thursday,4499,16.7
frame,lgw,Year 1, spring 4, Thursday,4500,16.7
frame,lgw,Year 1, spring 4, Thursday,4501,16.8
frame,lgw,Year 1, spring 4, Thursday,4502,16.8
frame,lgw,Year 1, spring 4, Thursday,4503,16.5
frame,lgw,Year 1, spring 4, Thursday,4504,17.3
frame,lgw,Year 1, spring 4, Thursday,4505,16.1
frame,lgw,Year 1, spring 4, Thursday,4506,16.7
frame,lgw,Year 1, spring 4, Thursday,4507,16.7
frame,lgw,Year 1, spring 4, Thursday,4508,16.6
frame,lgw,Year 1, spring 4, Thursday,4509,16.9
frame,lgw,Year 1, spring 4, Thursday,4510,16.4
frame,lgw,Year 1, spring 4, Thursday,4511,16.7
frame,lgw,Year 1, spring 4, Thursday,4512,16.7
frame,lgw,Year 1, spring 4, Thursday,4513,16.7
frame,lgw,Year 1, spring 4, Thursday,4514,17.0
frame,lgw,Year 1, spring 4, Thursday,4515,16.4
frame,lgw,Year 1, spring 4, Thursday,4516,17.6
frame,lgw,Year 1, spring 4, Thursday,4517,16.2
frame,lgw,Year 1, spring 4, Thursday,4518,16.1
frame,lgw,Year 1, spring 4, Thursday,4519,16.8
frame,lgw,Year 1, spring 4, Thursday,4520,16.6
frame,lgw,Year 1, spring 4, Thursday,4521,16.7
frame,lgw,Year 1, spring 4, Thursday,4522,16.6
frame,lgw,Year 1, spring 4, Thursday,4523,16.7
frame,lgw,Year 1, spring 4, Thursday,4524,16.6
frame,lgw,Year 1, spring 4, Thursday,4525,16.7
frame,lgw,Year 1, spring 4, Thursday,4526,16.9
frame,lgw,Year 1, spring 4, Thursday,4527,16.5
frame,lgw,Year 1, spring 4, Thursday,4528,16.6
frame,lgw,Year 1, spring 4, Thursday,4529,17.0
frame,lgw,Year 1, spring 4, Thursday,4530,16.7
frame,lgw,Year 1, spring 4, Thursday,4531,16.2
frame,lgw,Year 1, spring 4, Thursday,4532,16.7
frame,lgw,Year 1, spring 4, Thursday,4533,16.7
frame,lgw,Year 1, spring 4, Thursday,4534,17.2
frame,lgw,Year 1, spring 4, Thursday,4535,16.2
frame,lgw,Year 1, spring 4, Thursday,4536,16.6
frame,lgw,Year 1, spring 4, Thursday,4537,16.7
frame,lgw,Year 1, spring 4, Thursday,4538,17.5
frame,lgw,Year 1, spring 4, Thursday,4539,15.8
frame,lgw,Year 1, spring 4, Thursday,4540,16.7
frame,lgw,Year 1, spring 4, Thursday,4541,16.7
frame,lgw,Year 1, spring 4, Thursday,4542,17.2
frame,lgw,Year 1, spring 4, Thursday,4543,16.0
frame,lgw,Year 1, spring 4, Thursday,4544,16.7
frame,lgw,Year 1, spring 4, Thursday,4545,16.7
frame,lgw,Year 1, spring 4, Thursday,4546,16.7
frame,lgw,Year 1, spring 4, Thursday,4547,20.8
frame,lgw,Year 1, spring 4, Thursday,4548,13.7
frame,lgw,Year 1, spring 4, Thursday,4549,16.0
frame,lgw,Year 1, spring 4, Thursday,4550,16.5
frame,lgw,Year 1, spring 4, Thursday,4551,16.3
frame,lgw,Year 1, spring 4, Thursday,4552,17.9
