kind,player,date,name,calls,total_ms,avg_ms,max_ms
frame,lgw,Year 1, spring 1, Monday,5533,21.8
frame,lgw,Year 1, spring 1, Monday,5534,21.1
frame,lgw,Year 1, spring 1, Monday,5535,21.2
frame,lgw,Year 1, spring 1, Monday,5536,0.1
frame,lgw,Year 1, spring 1, Monday,5537,21.1
frame,lgw,Year 1, spring 1, Monday,5538,21.1
frame,lgw,Year 1, spring 1, Monday,5539,21.1
frame,lgw,Year 1, spring 1, Monday,5540,20.9
frame,lgw,Year 1, spring 1, Monday,5541,0.1
frame,lgw,Year 1, spring 1, Monday,5542,20.8
frame,lgw,Year 1, spring 1, Monday,5543,21.2
frame,lgw,Year 1, spring 1, Monday,5544,21.5
frame,lgw,Year 1, spring 1, Monday,5545,20.8
frame,lgw,Year 1, spring 1, Monday,5546,0.1
frame,lgw,Year 1, spring 1, Monday,5547,21.5
frame,lgw,Year 1, spring 1, Monday,5548,20.9
frame,lgw,Year 1, spring 1, Monday,5549,21.5
frame,lgw,Year 1, spring 1, Monday,5550,21.0
frame,lgw,Year 1, spring 1, Monday,5551,0.1
frame,lgw,Year 1, spring 1, Monday,5552,21.0
frame,lgw,Year 1, spring 1, Monday,5553,21.2
frame,lgw,Year 1, spring 1, Monday,5554,21.5
frame,lgw,Year 1, spring 1, Monday,5555,0.2
frame,lgw,Year 1, spring 1, Monday,5556,21.2
frame,lgw,Year 1, spring 1, Monday,5557,20.8
frame,lgw,Year 1, spring 1, Monday,5558,21.1
frame,lgw,Year 1, spring 1, Monday,5559,20.9
frame,lgw,Year 1, spring 1, Monday,5560,0.1
frame,lgw,Year 1, spring 1, Monday,5561,21.0
frame,lgw,Year 1, spring 1, Monday,5562,21.1
frame,lgw,Year 1, spring 1, Monday,5563,21.7
frame,lgw,Year 1, spring 1, Monday,5564,21.5
frame,lgw,Year 1, spring 1, Monday,5565,0.2
frame,lgw,Year 1, spring 1, Monday,5566,22.7
frame,lgw,Year 1, spring 1, Monday,5567,21.2
frame,lgw,Year 1, spring 1, Monday,5568,21.0
frame,lgw,Year 1, spring 1, Monday,5569,0.1
frame,lgw,Year 1, spring 1, Monday,5570,21.3
frame,lgw,Year 1, spring 1, Monday,5571,20.9
frame,lgw,Year 1, spring 1, Monday,5572,20.8
frame,lgw,Year 1, spring 1, Monday,5573,21.1
frame,lgw,Year 1, spring 1, Monday,5574,0.1
frame,lgw,Year 1, spring 1, Monday,5575,21.3
frame,lgw,Year 1, spring 1, Monday,5576,21.4
frame,lgw,Year 1, spring 1, Monday,5577,21.3
frame,lgw,Year 1, spring 1, Monday,5578,0.1
frame,lgw,Year 1, spring 1, Monday,5579,21.2
frame,lgw,Year 1, spring 1, Monday,5580,21.8
frame,lgw,Year 1, spring 1, Monday,5581,21.6
frame,lgw,Year 1, spring 1, Monday,5582,21.2
frame,lgw,Year 1, spring 1, Monday,5583,0.1
frame,lgw,Year 1, spring 1, Monday,5584,20.8
frame,lgw,Year 1, spring 1, Monday,5585,21.3
frame,lgw,Year 1, spring 1, Monday,5586,21.8
frame,lgw,Year 1, spring 1, Monday,5587,0.4
frame,lgw,Year 1, spring 1, Monday,5588,21.2
frame,lgw,Year 1, spring 1, Monday,5589,21.2
frame,lgw,Year 1, spring 1, Monday,5590,21.1
frame,lgw,Year 1, spring 1, Monday,5591,21.3
frame,lgw,Year 1, spring 1, Monday,5592,0.1
frame,lgw,Year 1, spring 1, Monday,5593,21.1
frame,lgw,Year 1, spring 1, Monday,5594,20.8
frame,lgw,Year 1, spring 1, Monday,5595,21.6
frame,lgw,Year 1, spring 1, Monday,5596,21.1
frame,lgw,Year 1, spring 1, Monday,5597,0.1
frame,lgw,Year 1, spring 1, Monday,5598,21.3
frame,lgw,Year 1, spring 1, Monday,5599,21.0
frame,lgw,Year 1, spring 1, Monday,5600,21.0
frame,lgw,Year 1, spring 1, Monday,5601,0.1
frame,lgw,Year 1, spring 1, Monday,5602,21.8
frame,lgw,Year 1, spring 1, Monday,5603,21.1
frame,lgw,Year 1, spring 1, Monday,5604,21.0
frame,lgw,Year 1, spring 1, Monday,5605,21.5
frame,lgw,Year 1, spring 1, Monday,5606,0.1
frame,lgw,Year 1, spring 1, Monday,5607,20.9
frame,lgw,Year 1, spring 1, Monday,5608,21.1
frame,lgw,Year 1, spring 1, Monday,5609,20.9
frame,lgw,Year 1, spring 1, Monday,5610,21.0
