kind,player,date,name,calls,total_ms,avg_ms,max_ms
switch,lgw,Year 1, spring 10, Wednesday,610,78.8
frame,lgw,Year 1, spring 10, Wednesday,5231,16.7
frame,lgw,Year 1, spring 10, Wednesday,5232,16.7
frame,lgw,Year 1, spring 10, Wednesday,5233,16.7
frame,lgw,Year 1, spring 10, Wednesday,5234,16.7
frame,lgw,Year 1, spring 10, Wednesday,5235,16.7
frame,lgw,Year 1, spring 10, Wednesday,5236,16.6
frame,lgw,Year 1, spring 10, Wednesday,5237,16.7
frame,lgw,Year 1, spring 10, Wednesday,5238,16.7
frame,lgw,Year 1, spring 10, Wednesday,5239,16.6
frame,lgw,Year 1, spring 10, Wednesday,5240,16.7
frame,lgw,Year 1, spring 10, Wednesday,5241,16.6
frame,lgw,Year 1, spring 10, Wednesday,5242,17.6
frame,lgw,Year 1, spring 10, Wednesday,5243,16.1
frame,lgw,Year 1, spring 10, Wednesday,5244,17.2
frame,lgw,Year 1, spring 10, Wednesday,5245,15.8
frame,lgw,Year 1, spring 10, Wednesday,5246,16.8
frame,lgw,Year 1, spring 10, Wednesday,5247,16.8
frame,lgw,Year 1, spring 10, Wednesday,5248,16.3
frame,lgw,Year 1, spring 10, Wednesday,5249,16.7
frame,lgw,Year 1, spring 10, Wednesday,5250,16.7
frame,lgw,Year 1, spring 10, Wednesday,5251,16.6
frame,lgw,Year 1, spring 10, Wednesday,5252,16.7
frame,lgw,Year 1, spring 10, Wednesday,5253,16.7
frame,lgw,Year 1, spring 10, Wednesday,5254,16.7
frame,lgw,Year 1, spring 10, Wednesday,5255,16.6
frame,lgw,Year 1, spring 10, Wednesday,5256,16.7
frame,lgw,Year 1, spring 10, Wednesday,5257,16.7
frame,lgw,Year 1, spring 10, Wednesday,5258,18.1
frame,lgw,Year 1, spring 10, Wednesday,5259,15.5
frame,lgw,Year 1, spring 10, Wednesday,5260,16.5
frame,lgw,Year 1, spring 10, Wednesday,5261,16.6
frame,lgw,Year 1, spring 10, Wednesday,5262,16.7
frame,lgw,Year 1, spring 10, Wednesday,5263,16.6
frame,lgw,Year 1, spring 10, Wednesday,5264,16.6
frame,lgw,Year 1, spring 10, Wednesday,5265,16.7
frame,lgw,Year 1, spring 10, Wednesday,5266,16.7
frame,lgw,Year 1, spring 10, Wednesday,5267,16.7
frame,lgw,Year 1, spring 10, Wednesday,5268,16.8
frame,lgw,Year 1, spring 10, Wednesday,5269,16.5
frame,lgw,Year 1, spring 10, Wednesday,5270,16.9
frame,lgw,Year 1, spring 10, Wednesday,5271,16.5
frame,lgw,Year 1, spring 10, Wednesday,5272,16.7
frame,lgw,Year 1, spring 10, Wednesday,5273,16.6
frame,lgw,Year 1, spring 10, Wednesday,5274,16.6
frame,lgw,Year 1, spring 10, Wednesday,5275,16.7
frame,lgw,Year 1, spring 10, Wednesday,5276,16.7
frame,lgw,Year 1, spring 10, Wednesday,5277,16.9
frame,lgw,Year 1, spring 10, Wednesday,5278,16.7
frame,lgw,Year 1, spring 10, Wednesday,5279,16.5
frame,lgw,Year 1, spring 10, Wednesday,5280,16.6
frame,lgw,Year 1, spring 10, Wednesday,5281,16.9
frame,lgw,Year 1, spring 10, Wednesday,5282,16.4
frame,lgw,Year 1, spring 10, Wednesday,5283,16.7
frame,lgw,Year 1, spring 10, Wednesday,5284,16.7
frame,lgw,Year 1, spring 10, Wednesday,5285,16.6
frame,lgw,Year 1, spring 10, Wednesday,5286,16.7
frame,lgw,Year 1, spring 10, Wednesday,5287,16.6
frame,lgw,Year 1, spring 10, Wednesday,5288,16.7
frame,lgw,Year 1, spring 10, Wednesday,5289,16.6
frame,lgw,Year 1, spring 10, Wednesday,5290,16.7
frame,lgw,Year 1, spring 10, Wednesday,5291,16.7
frame,lgw,Year 1, spring 10, Wednesday,5292,16.8
frame,lgw,Year 1, spring 10, Wednesday,5293,16.8
frame,lgw,Year 1, spring 10, Wednesday,5294,16.4
frame,lgw,Year 1, spring 10, Wednesday,5295,16.7
frame,lgw,Year 1, spring 10, Wednesday,5296,16.7
frame,lgw,Year 1, spring 10, Wednesday,5297,16.7
frame,lgw,Year 1, spring 10, Wednesday,5298,16.7
frame,lgw,Year 1, spring 10, Wednesday,5299,16.7
frame,lgw,Year 1, spring 10, Wednesday,5300,16.8
frame,lgw,Year 1, spring 10, Wednesday,5301,16.6
frame,lgw,Year 1, spring 10, Wednesday,5302,16.6
frame,lgw,Year 1, spring 10, Wednesday,5303,16.7
frame,lgw,Year 1, spring 10, Wednesday,5304,78.8
frame,lgw,Year 1, spring 10, Wednesday,5305,13.9
frame,lgw,Year 1, spring 10, Wednesday,5306,0.5
frame,lgw,Year 1, spring 10, Wednesday,5307,0.3
frame,lgw,Year 1, spring 10, Wednesday,5308,0.2
frame,lgw,Year 1, spring 10, Wednesday,5309,7.0
frame,lgw,Year 1, spring 10, Wednesday,5310,32.7
frame,lgw,Year 1, spring 10, Wednesday,5311,1.9
frame,lgw,Year 1, spring 10, Wednesday,5312,14.5
frame,lgw,Year 1, spring 10, Wednesday,5313,16.7
frame,lgw,Year 1, spring 10, Wednesday,5314,16.8
frame,lgw,Year 1, spring 10, Wednesday,5315,16.7
frame,lgw,Year 1, spring 10, Wednesday,5316,16.6
frame,lgw,Year 1, spring 10, Wednesday,5317,16.7
frame,lgw,Year 1, spring 10, Wednesday,5318,16.8
frame,lgw,Year 1, spring 10, Wednesday,5319,16.8
frame,lgw,Year 1, spring 10, Wednesday,5320,18.0
frame,lgw,Year 1, spring 10, Wednesday,5321,15.3
frame,lgw,Year 1, spring 10, Wednesday,5322,16.5
frame,lgw,Year 1, spring 10, Wednesday,5323,16.7
frame,lgw,Year 1, spring 10, Wednesday,5324,16.7
frame,lgw,Year 1, spring 10, Wednesday,5325,18.4
frame,lgw,Year 1, spring 10, Wednesday,5326,14.8
frame,lgw,Year 1, spring 10, Wednesday,5327,16.7
frame,lgw,Year 1, spring 10, Wednesday,5328,16.6
frame,lgw,Year 1, spring 10, Wednesday,5329,16.7
frame,lgw,Year 1, spring 10, Wednesday,5330,16.8
frame,lgw,Year 1, spring 10, Wednesday,5331,16.6
frame,lgw,Year 1, spring 10, Wednesday,5332,16.6
frame,lgw,Year 1, spring 10, Wednesday,5333,16.7
frame,lgw,Year 1, spring 10, Wednesday,5334,16.6
frame,lgw,Year 1, spring 10, Wednesday,5335,16.7
frame,lgw,Year 1, spring 10, Wednesday,5336,16.7
frame,lgw,Year 1, spring 10, Wednesday,5337,19.8
frame,lgw,Year 1, spring 10, Wednesday,5338,13.5
frame,lgw,Year 1, spring 10, Wednesday,5339,16.6
frame,lgw,Year 1, spring 10, Wednesday,5340,16.6
frame,lgw,Year 1, spring 10, Wednesday,5341,16.7
frame,lgw,Year 1, spring 10, Wednesday,5342,16.7
frame,lgw,Year 1, spring 10, Wednesday,5343,16.7
frame,lgw,Year 1, spring 10, Wednesday,5344,16.6
frame,lgw,Year 1, spring 10, Wednesday,5345,16.7
frame,lgw,Year 1, spring 10, Wednesday,5346,16.6
frame,lgw,Year 1, spring 10, Wednesday,5347,16.7
frame,lgw,Year 1, spring 10, Wednesday,5348,16.7
frame,lgw,Year 1, spring 10, Wednesday,5349,16.7
frame,lgw,Year 1, spring 10, Wednesday,5350,16.7
frame,lgw,Year 1, spring 10, Wednesday,5351,16.7
frame,lgw,Year 1, spring 10, Wednesday,5352,16.6
frame,lgw,Year 1, spring 10, Wednesday,5353,16.7
frame,lgw,Year 1, spring 10, Wednesday,5354,16.7
frame,lgw,Year 1, spring 10, Wednesday,5355,16.6
frame,lgw,Year 1, spring 10, Wednesday,5356,16.8
frame,lgw,Year 1, spring 10, Wednesday,5357,16.5
frame,lgw,Year 1, spring 10, Wednesday,5358,17.5
frame,lgw,Year 1, spring 10, Wednesday,5359,15.9
frame,lgw,Year 1, spring 10, Wednesday,5360,16.7
frame,lgw,Year 1, spring 10, Wednesday,5361,16.7
frame,lgw,Year 1, spring 10, Wednesday,5362,16.6
frame,lgw,Year 1, spring 10, Wednesday,5363,16.8
frame,lgw,Year 1, spring 10, Wednesday,5364,16.7
frame,lgw,Year 1, spring 10, Wednesday,5365,16.7
frame,lgw,Year 1, spring 10, Wednesday,5366,16.6
frame,lgw,Year 1, spring 10, Wednesday,5367,16.9
frame,lgw,Year 1, spring 10, Wednesday,5368,16.5
frame,lgw,Year 1, spring 10, Wednesday,5369,16.6
frame,lgw,Year 1, spring 10, Wednesday,5370,16.6
frame,lgw,Year 1, spring 10, Wednesday,5371,16.7
frame,lgw,Year 1, spring 10, Wednesday,5372,16.7
frame,lgw,Year 1, spring 10, Wednesday,5373,16.6
frame,lgw,Year 1, spring 10, Wednesday,5374,23.0
frame,lgw,Year 1, spring 10, Wednesday,5375,10.6
frame,lgw,Year 1, spring 10, Wednesday,5376,16.4
frame,lgw,Year 1, spring 10, Wednesday,5377,16.8
frame,lgw,Year 1, spring 10, Wednesday,5378,16.5
frame,lgw,Year 1, spring 10, Wednesday,5379,16.7
frame,lgw,Year 1, spring 10, Wednesday,5380,16.7
frame,lgw,Year 1, spring 10, Wednesday,5381,16.7
frame,lgw,Year 1, spring 10, Wednesday,5382,16.7
frame,lgw,Year 1, spring 10, Wednesday,5383,16.6
frame,lgw,Year 1, spring 10, Wednesday,5384,16.6
frame,lgw,Year 1, spring 10, Wednesday,5385,16.7
frame,lgw,Year 1, spring 10, Wednesday,5386,16.7
frame,lgw,Year 1, spring 10, Wednesday,5387,16.7
frame,lgw,Year 1, spring 10, Wednesday,5388,16.6
frame,lgw,Year 1, spring 10, Wednesday,5389,16.6
frame,lgw,Year 1, spring 10, Wednesday,5390,16.7
frame,lgw,Year 1, spring 10, Wednesday,5391,16.7
frame,lgw,Year 1, spring 10, Wednesday,5392,16.6
frame,lgw,Year 1, spring 10, Wednesday,5393,16.7
frame,lgw,Year 1, spring 10, Wednesday,5394,16.6
frame,lgw,Year 1, spring 10, Wednesday,5395,16.7
frame,lgw,Year 1, spring 10, Wednesday,5396,16.7
frame,lgw,Year 1, spring 10, Wednesday,5397,16.6
frame,lgw,Year 1, spring 10, Wednesday,5398,16.7
frame,lgw,Year 1, spring 10, Wednesday,5399,16.7
frame,lgw,Year 1, spring 10, Wednesday,5400,16.7
frame,lgw,Year 1, spring 10, Wednesday,5401,16.7
frame,lgw,Year 1, spring 10, Wednesday,5402,16.6
frame,lgw,Year 1, spring 10, Wednesday,5403,16.7
frame,lgw,Year 1, spring 10, Wednesday,5404,16.7
frame,lgw,Year 1, spring 10, Wednesday,5405,16.6
frame,lgw,Year 1, spring 10, Wednesday,5406,16.7
frame,lgw,Year 1, spring 10, Wednesday,5407,16.6
frame,lgw,Year 1, spring 10, Wednesday,5408,16.7
frame,lgw,Year 1, spring 10, Wednesday,5409,16.7
frame,lgw,Year 1, spring 10, Wednesday,5410,16.6
frame,lgw,Year 1, spring 10, Wednesday,5411,16.7
frame,lgw,Year 1, spring 10, Wednesday,5412,16.7
frame,lgw,Year 1, spring 10, Wednesday,5413,16.6
frame,lgw,Year 1, spring 10, Wednesday,5414,16.7
frame,lgw,Year 1, spring 10, Wednesday,5415,16.6
frame,lgw,Year 1, spring 10, Wednesday,5416,16.7
frame,lgw,Year 1, spring 10, Wednesday,5417,16.7
frame,lgw,Year 1, spring 10, Wednesday,5418,16.6
frame,lgw,Year 1, spring 10, Wednesday,5419,17.9
frame,lgw,Year 1, spring 10, Wednesday,5420,15.4
frame,lgw,Year 1, spring 10, Wednesday,5421,16.7
frame,lgw,Year 1, spring 10, Wednesday,5422,16.6
frame,lgw,Year 1, spring 10, Wednesday,5423,16.8
frame,lgw,Year 1, spring 10, Wednesday,5424,16.6
frame,lgw,Year 1, spring 10, Wednesday,5425,16.6
frame,lgw,Year 1, spring 10, Wednesday,5426,16.8
frame,lgw,Year 1, spring 10, Wednesday,5427,16.5
frame,lgw,Year 1, spring 10, Wednesday,5428,16.7
frame,lgw,Year 1, spring 10, Wednesday,5429,16.7
frame,lgw,Year 1, spring 10, Wednesday,5430,16.6
frame,lgw,Year 1, spring 10, Wednesday,5431,16.6
frame,lgw,Year 1, spring 10, Wednesday,5432,16.6
frame,lgw,Year 1, spring 10, Wednesday,5433,16.7
frame,lgw,Year 1, spring 10, Wednesday,5434,16.7
frame,lgw,Year 1, spring 10, Wednesday,5435,16.7
frame,lgw,Year 1, spring 10, Wednesday,5436,16.7
frame,lgw,Year 1, spring 10, Wednesday,5437,16.6
frame,lgw,Year 1, spring 10, Wednesday,5438,16.8
frame,lgw,Year 1, spring 10, Wednesday,5439,16.6
frame,lgw,Year 1, spring 10, Wednesday,5440,16.6
frame,lgw,Year 1, spring 10, Wednesday,5441,16.7
frame,lgw,Year 1, spring 10, Wednesday,5442,16.7
frame,lgw,Year 1, spring 10, Wednesday,5443,16.7
frame,lgw,Year 1, spring 10, Wednesday,5444,16.6
frame,lgw,Year 1, spring 10, Wednesday,5445,16.6
frame,lgw,Year 1, spring 10, Wednesday,5446,16.8
frame,lgw,Year 1, spring 10, Wednesday,5447,16.6
frame,lgw,Year 1, spring 10, Wednesday,5448,16.6
frame,lgw,Year 1, spring 10, Wednesday,5449,16.7
frame,lgw,Year 1, spring 10, Wednesday,5450,16.6
frame,lgw,Year 1, spring 10, Wednesday,5451,16.7
frame,lgw,Year 1, spring 10, Wednesday,5452,16.7
frame,lgw,Year 1, spring 10, Wednesday,5453,16.6
frame,lgw,Year 1, spring 10, Wednesday,5454,16.7
frame,lgw,Year 1, spring 10, Wednesday,5455,16.7
frame,lgw,Year 1, spring 10, Wednesday,5456,16.8
frame,lgw,Year 1, spring 10, Wednesday,5457,16.5
frame,lgw,Year 1, spring 10, Wednesday,5458,17.2
frame,lgw,Year 1, spring 10, Wednesday,5459,16.3
frame,lgw,Year 1, spring 10, Wednesday,5460,16.7
frame,lgw,Year 1, spring 10, Wednesday,5461,16.4
frame,lgw,Year 1, spring 10, Wednesday,5462,16.6
frame,lgw,Year 1, spring 10, Wednesday,5463,16.7
frame,lgw,Year 1, spring 10, Wednesday,5464,16.7
frame,lgw,Year 1, spring 10, Wednesday,5465,16.7
frame,lgw,Year 1, spring 10, Wednesday,5466,16.7
frame,lgw,Year 1, spring 10, Wednesday,5467,16.6
frame,lgw,Year 1, spring 10, Wednesday,5468,16.7
frame,lgw,Year 1, spring 10, Wednesday,5469,16.7
frame,lgw,Year 1, spring 10, Wednesday,5470,16.9
frame,lgw,Year 1, spring 10, Wednesday,5471,16.6
frame,lgw,Year 1, spring 10, Wednesday,5472,16.6
frame,lgw,Year 1, spring 10, Wednesday,5473,16.6
frame,lgw,Year 1, spring 10, Wednesday,5474,16.7
frame,lgw,Year 1, spring 10, Wednesday,5475,16.7
frame,lgw,Year 1, spring 10, Wednesday,5476,16.7
frame,lgw,Year 1, spring 10, Wednesday,5477,16.5
frame,lgw,Year 1, spring 10, Wednesday,5478,17.1
frame,lgw,Year 1, spring 10, Wednesday,5479,16.2
frame,lgw,Year 1, spring 10, Wednesday,5480,16.7
frame,lgw,Year 1, spring 10, Wednesday,5481,17.7
frame,lgw,Year 1, spring 10, Wednesday,5482,15.7
frame,lgw,Year 1, spring 10, Wednesday,5483,17.5
frame,lgw,Year 1, spring 10, Wednesday,5484,15.8
frame,lgw,Year 1, spring 10, Wednesday,5485,16.6
frame,lgw,Year 1, spring 10, Wednesday,5486,16.6
frame,lgw,Year 1, spring 10, Wednesday,5487,16.7
frame,lgw,Year 1, spring 10, Wednesday,5488,16.7
frame,lgw,Year 1, spring 10, Wednesday,5489,16.7
frame,lgw,Year 1, spring 10, Wednesday,5490,16.6
frame,lgw,Year 1, spring 10, Wednesday,5491,16.7
frame,lgw,Year 1, spring 10, Wednesday,5492,16.7
frame,lgw,Year 1, spring 10, Wednesday,5493,16.7
frame,lgw,Year 1, spring 10, Wednesday,5494,16.7
frame,lgw,Year 1, spring 10, Wednesday,5495,16.7
frame,lgw,Year 1, spring 10, Wednesday,5496,16.8
frame,lgw,Year 1, spring 10, Wednesday,5497,16.5
frame,lgw,Year 1, spring 10, Wednesday,5498,16.7
frame,lgw,Year 1, spring 10, Wednesday,5499,16.6
frame,lgw,Year 1, spring 10, Wednesday,5500,16.7
frame,lgw,Year 1, spring 10, Wednesday,5501,16.7
frame,lgw,Year 1, spring 10, Wednesday,5502,17.2
frame,lgw,Year 1, spring 10, Wednesday,5503,16.1
frame,lgw,Year 1, spring 10, Wednesday,5504,17.1
frame,lgw,Year 1, spring 10, Wednesday,5505,16.2
frame,lgw,Year 1, spring 10, Wednesday,5506,16.6
frame,lgw,Year 1, spring 10, Wednesday,5507,16.8
frame,lgw,Year 1, spring 10, Wednesday,5508,16.6
frame,lgw,Year 1, spring 10, Wednesday,5509,29.7
frame,lgw,Year 1, spring 10, Wednesday,5510,12.4
frame,lgw,Year 1, spring 10, Wednesday,5511,9.0
frame,lgw,Year 1, spring 10, Wednesday,5512,15.6
frame,lgw,Year 1, spring 10, Wednesday,5513,16.6
frame,lgw,Year 1, spring 10, Wednesday,5514,16.8
frame,lgw,Year 1, spring 10, Wednesday,5515,16.6
frame,lgw,Year 1, spring 10, Wednesday,5516,16.7
frame,lgw,Year 1, spring 10, Wednesday,5517,16.6
frame,lgw,Year 1, spring 10, Wednesday,5518,16.7
frame,lgw,Year 1, spring 10, Wednesday,5519,16.6
frame,lgw,Year 1, spring 10, Wednesday,5520,16.7
frame,lgw,Year 1, spring 10, Wednesday,5521,16.7
frame,lgw,Year 1, spring 10, Wednesday,5522,16.7
frame,lgw,Year 1, spring 10, Wednesday,5523,16.5
frame,lgw,Year 1, spring 10, Wednesday,5524,19.7
frame,lgw,Year 1, spring 10, Wednesday,5525,14.6
frame,lgw,Year 1, spring 10, Wednesday,5526,15.8
frame,lgw,Year 1, spring 10, Wednesday,5527,16.7
frame,lgw,Year 1, spring 10, Wednesday,5528,16.7
frame,lgw,Year 1, spring 10, Wednesday,5529,16.7
frame,lgw,Year 1, spring 10, Wednesday,5530,16.7
frame,lgw,Year 1, spring 10, Wednesday,5531,17.6
frame,lgw,Year 1, spring 10, Wednesday,5532,15.8
frame,lgw,Year 1, spring 10, Wednesday,5533,16.6
frame,lgw,Year 1, spring 10, Wednesday,5534,16.7
frame,lgw,Year 1, spring 10, Wednesday,5535,16.7
frame,lgw,Year 1, spring 10, Wednesday,5536,16.7
frame,lgw,Year 1, spring 10, Wednesday,5537,16.6
frame,lgw,Year 1, spring 10, Wednesday,5538,16.7
frame,lgw,Year 1, spring 10, Wednesday,5539,16.7
frame,lgw,Year 1, spring 10, Wednesday,5540,16.7
frame,lgw,Year 1, spring 10, Wednesday,5541,16.6
frame,lgw,Year 1, spring 10, Wednesday,5542,17.2
frame,lgw,Year 1, spring 10, Wednesday,5543,16.2
frame,lgw,Year 1, spring 10, Wednesday,5544,16.6
frame,lgw,Year 1, spring 10, Wednesday,5545,16.9
frame,lgw,Year 1, spring 10, Wednesday,5546,16.4
frame,lgw,Year 1, spring 10, Wednesday,5547,17.2
frame,lgw,Year 1, spring 10, Wednesday,5548,16.2
frame,lgw,Year 1, spring 10, Wednesday,5549,16.7
frame,lgw,Year 1, spring 10, Wednesday,5550,16.6
frame,lgw,Year 1, spring 10, Wednesday,5551,16.7
frame,lgw,Year 1, spring 10, Wednesday,5552,49.8
frame,lgw,Year 1, spring 10, Wednesday,5553,9.5
frame,lgw,Year 1, spring 10, Wednesday,5554,0.2
frame,lgw,Year 1, spring 10, Wednesday,5555,7.1
frame,lgw,Year 1, spring 10, Wednesday,5556,17.0
frame,lgw,Year 1, spring 10, Wednesday,5557,16.5
frame,lgw,Year 1, spring 10, Wednesday,5558,16.8
frame,lgw,Year 1, spring 10, Wednesday,5559,17.0
frame,lgw,Year 1, spring 10, Wednesday,5560,16.2
frame,lgw,Year 1, spring 10, Wednesday,5561,16.9
frame,lgw,Year 1, spring 10, Wednesday,5562,16.6
frame,lgw,Year 1, spring 10, Wednesday,5563,17.5
frame,lgw,Year 1, spring 10, Wednesday,5564,15.6
frame,lgw,Year 1, spring 10, Wednesday,5565,16.6
frame,lgw,Year 1, spring 10, Wednesday,5566,16.7
frame,lgw,Year 1, spring 10, Wednesday,5567,16.6
