kind,player,date,name,calls,total_ms,avg_ms,max_ms
switch,lgw,Year 2, summer 28, Sunday,610,94.5
frame,lgw,Year 2, summer 28, Sunday,5188,16.5
frame,lgw,Year 2, summer 28, Sunday,5189,16.7
frame,lgw,Year 2, summer 28, Sunday,5190,20.2
frame,lgw,Year 2, summer 28, Sunday,5191,13.2
frame,lgw,Year 2, summer 28, Sunday,5192,16.6
frame,lgw,Year 2, summer 28, Sunday,5193,16.7
frame,lgw,Year 2, summer 28, Sunday,5194,16.8
frame,lgw,Year 2, summer 28, Sunday,5195,16.6
frame,lgw,Year 2, summer 28, Sunday,5196,16.7
frame,lgw,Year 2, summer 28, Sunday,5197,16.7
frame,lgw,Year 2, summer 28, Sunday,5198,16.6
frame,lgw,Year 2, summer 28, Sunday,5199,17.8
frame,lgw,Year 2, summer 28, Sunday,5200,15.5
frame,lgw,Year 2, summer 28, Sunday,5201,16.7
frame,lgw,Year 2, summer 28, Sunday,5202,16.7
frame,lgw,Year 2, summer 28, Sunday,5203,17.9
frame,lgw,Year 2, summer 28, Sunday,5204,16.2
frame,lgw,Year 2, summer 28, Sunday,5205,16.0
frame,lgw,Year 2, summer 28, Sunday,5206,16.7
frame,lgw,Year 2, summer 28, Sunday,5207,16.6
frame,lgw,Year 2, summer 28, Sunday,5208,16.6
frame,lgw,Year 2, summer 28, Sunday,5209,17.4
frame,lgw,Year 2, summer 28, Sunday,5210,16.0
frame,lgw,Year 2, summer 28, Sunday,5211,16.7
frame,lgw,Year 2, summer 28, Sunday,5212,16.8
frame,lgw,Year 2, summer 28, Sunday,5213,16.6
frame,lgw,Year 2, summer 28, Sunday,5214,16.7
frame,lgw,Year 2, summer 28, Sunday,5215,16.7
frame,lgw,Year 2, summer 28, Sunday,5216,16.7
frame,lgw,Year 2, summer 28, Sunday,5217,16.6
frame,lgw,Year 2, summer 28, Sunday,5218,16.7
frame,lgw,Year 2, summer 28, Sunday,5219,16.7
frame,lgw,Year 2, summer 28, Sunday,5220,16.6
frame,lgw,Year 2, summer 28, Sunday,5221,16.8
frame,lgw,Year 2, summer 28, Sunday,5222,16.6
frame,lgw,Year 2, summer 28, Sunday,5223,17.2
frame,lgw,Year 2, summer 28, Sunday,5224,16.3
frame,lgw,Year 2, summer 28, Sunday,5225,16.7
frame,lgw,Year 2, summer 28, Sunday,5226,16.5
frame,lgw,Year 2, summer 28, Sunday,5227,16.6
frame,lgw,Year 2, summer 28, Sunday,5228,16.7
frame,lgw,Year 2, summer 28, Sunday,5229,16.7
frame,lgw,Year 2, summer 28, Sunday,5230,17.3
frame,lgw,Year 2, summer 28, Sunday,5231,16.0
frame,lgw,Year 2, summer 28, Sunday,5232,16.7
frame,lgw,Year 2, summer 28, Sunday,5233,16.8
frame,lgw,Year 2, summer 28, Sunday,5234,17.0
frame,lgw,Year 2, summer 28, Sunday,5235,16.4
frame,lgw,Year 2, summer 28, Sunday,5236,16.6
frame,lgw,Year 2, summer 28, Sunday,5237,16.7
frame,lgw,Year 2, summer 28, Sunday,5238,16.7
frame,lgw,Year 2, summer 28, Sunday,5239,16.6
frame,lgw,Year 2, summer 28, Sunday,5240,16.7
frame,lgw,Year 2, summer 28, Sunday,5241,16.7
frame,lgw,Year 2, summer 28, Sunday,5242,16.7
frame,lgw,Year 2, summer 28, Sunday,5243,16.6
frame,lgw,Year 2, summer 28, Sunday,5244,16.8
frame,lgw,Year 2, summer 28, Sunday,5245,16.6
frame,lgw,Year 2, summer 28, Sunday,5246,16.7
frame,lgw,Year 2, summer 28, Sunday,5247,16.7
frame,lgw,Year 2, summer 28, Sunday,5248,16.7
frame,lgw,Year 2, summer 28, Sunday,5249,17.8
frame,lgw,Year 2, summer 28, Sunday,5250,15.6
frame,lgw,Year 2, summer 28, Sunday,5251,16.8
frame,lgw,Year 2, summer 28, Sunday,5252,16.6
frame,lgw,Year 2, summer 28, Sunday,5253,16.6
frame,lgw,Year 2, summer 28, Sunday,5254,16.7
frame,lgw,Year 2, summer 28, Sunday,5255,16.6
frame,lgw,Year 2, summer 28, Sunday,5256,16.8
frame,lgw,Year 2, summer 28, Sunday,5257,16.9
frame,lgw,Year 2, summer 28, Sunday,5258,16.3
frame,lgw,Year 2, summer 28, Sunday,5259,16.7
frame,lgw,Year 2, summer 28, Sunday,5260,16.7
frame,lgw,Year 2, summer 28, Sunday,5261,28.4
frame,lgw,Year 2, summer 28, Sunday,5262,4.8
frame,lgw,Year 2, summer 28, Sunday,5263,18.7
frame,lgw,Year 2, summer 28, Sunday,5264,14.7
frame,lgw,Year 2, summer 28, Sunday,5265,16.6
frame,lgw,Year 2, summer 28, Sunday,5266,16.7
frame,lgw,Year 2, summer 28, Sunday,5267,16.7
frame,lgw,Year 2, summer 28, Sunday,5268,17.0
frame,lgw,Year 2, summer 28, Sunday,5269,16.4
frame,lgw,Year 2, summer 28, Sunday,5270,16.6
frame,lgw,Year 2, summer 28, Sunday,5271,16.7
frame,lgw,Year 2, summer 28, Sunday,5272,16.7
frame,lgw,Year 2, summer 28, Sunday,5273,16.6
frame,lgw,Year 2, summer 28, Sunday,5274,16.6
frame,lgw,Year 2, summer 28, Sunday,5275,16.7
frame,lgw,Year 2, summer 28, Sunday,5276,16.7
frame,lgw,Year 2, summer 28, Sunday,5277,16.6
frame,lgw,Year 2, summer 28, Sunday,5278,16.7
frame,lgw,Year 2, summer 28, Sunday,5279,16.6
frame,lgw,Year 2, summer 28, Sunday,5280,18.0
frame,lgw,Year 2, summer 28, Sunday,5281,15.4
frame,lgw,Year 2, summer 28, Sunday,5282,16.6
frame,lgw,Year 2, summer 28, Sunday,5283,16.7
frame,lgw,Year 2, summer 28, Sunday,5284,18.6
frame,lgw,Year 2, summer 28, Sunday,5285,15.0
frame,lgw,Year 2, summer 28, Sunday,5286,16.5
frame,lgw,Year 2, summer 28, Sunday,5287,16.8
frame,lgw,Year 2, summer 28, Sunday,5288,16.6
frame,lgw,Year 2, summer 28, Sunday,5289,16.6
frame,lgw,Year 2, summer 28, Sunday,5290,16.7
frame,lgw,Year 2, summer 28, Sunday,5291,16.7
frame,lgw,Year 2, summer 28, Sunday,5292,18.8
frame,lgw,Year 2, summer 28, Sunday,5293,14.6
frame,lgw,Year 2, summer 28, Sunday,5294,16.5
frame,lgw,Year 2, summer 28, Sunday,5295,16.7
frame,lgw,Year 2, summer 28, Sunday,5296,16.7
frame,lgw,Year 2, summer 28, Sunday,5297,16.6
frame,lgw,Year 2, summer 28, Sunday,5298,16.7
frame,lgw,Year 2, summer 28, Sunday,5299,16.8
frame,lgw,Year 2, summer 28, Sunday,5300,16.6
frame,lgw,Year 2, summer 28, Sunday,5301,16.6
frame,lgw,Year 2, summer 28, Sunday,5302,16.7
frame,lgw,Year 2, summer 28, Sunday,5303,18.0
frame,lgw,Year 2, summer 28, Sunday,5304,15.2
frame,lgw,Year 2, summer 28, Sunday,5305,17.7
frame,lgw,Year 2, summer 28, Sunday,5306,15.7
frame,lgw,Year 2, summer 28, Sunday,5307,16.6
frame,lgw,Year 2, summer 28, Sunday,5308,16.7
frame,lgw,Year 2, summer 28, Sunday,5309,16.7
frame,lgw,Year 2, summer 28, Sunday,5310,16.6
frame,lgw,Year 2, summer 28, Sunday,5311,16.8
frame,lgw,Year 2, summer 28, Sunday,5312,16.6
frame,lgw,Year 2, summer 28, Sunday,5313,16.7
frame,lgw,Year 2, summer 28, Sunday,5314,17.8
frame,lgw,Year 2, summer 28, Sunday,5315,16.8
frame,lgw,Year 2, summer 28, Sunday,5316,15.4
frame,lgw,Year 2, summer 28, Sunday,5317,16.7
frame,lgw,Year 2, summer 28, Sunday,5318,18.2
frame,lgw,Year 2, summer 28, Sunday,5319,15.0
frame,lgw,Year 2, summer 28, Sunday,5320,16.7
frame,lgw,Year 2, summer 28, Sunday,5321,16.6
frame,lgw,Year 2, summer 28, Sunday,5322,16.7
frame,lgw,Year 2, summer 28, Sunday,5323,16.7
frame,lgw,Year 2, summer 28, Sunday,5324,16.6
frame,lgw,Year 2, summer 28, Sunday,5325,16.7
frame,lgw,Year 2, summer 28, Sunday,5326,16.8
frame,lgw,Year 2, summer 28, Sunday,5327,19.1
frame,lgw,Year 2, summer 28, Sunday,5328,14.1
frame,lgw,Year 2, summer 28, Sunday,5329,16.7
frame,lgw,Year 2, summer 28, Sunday,5330,16.6
frame,lgw,Year 2, summer 28, Sunday,5331,16.7
frame,lgw,Year 2, summer 28, Sunday,5332,16.6
frame,lgw,Year 2, summer 28, Sunday,5333,16.7
frame,lgw,Year 2, summer 28, Sunday,5334,16.6
frame,lgw,Year 2, summer 28, Sunday,5335,16.7
frame,lgw,Year 2, summer 28, Sunday,5336,17.0
frame,lgw,Year 2, summer 28, Sunday,5337,16.2
frame,lgw,Year 2, summer 28, Sunday,5338,16.7
frame,lgw,Year 2, summer 28, Sunday,5339,18.6
frame,lgw,Year 2, summer 28, Sunday,5340,14.8
frame,lgw,Year 2, summer 28, Sunday,5341,19.8
frame,lgw,Year 2, summer 28, Sunday,5342,13.5
frame,lgw,Year 2, summer 28, Sunday,5343,16.6
frame,lgw,Year 2, summer 28, Sunday,5344,16.7
frame,lgw,Year 2, summer 28, Sunday,5345,16.7
frame,lgw,Year 2, summer 28, Sunday,5346,16.7
frame,lgw,Year 2, summer 28, Sunday,5347,16.7
frame,lgw,Year 2, summer 28, Sunday,5348,16.7
frame,lgw,Year 2, summer 28, Sunday,5349,16.6
frame,lgw,Year 2, summer 28, Sunday,5350,16.7
frame,lgw,Year 2, summer 28, Sunday,5351,16.7
frame,lgw,Year 2, summer 28, Sunday,5352,16.7
frame,lgw,Year 2, summer 28, Sunday,5353,16.6
frame,lgw,Year 2, summer 28, Sunday,5354,16.7
frame,lgw,Year 2, summer 28, Sunday,5355,16.7
frame,lgw,Year 2, summer 28, Sunday,5356,16.6
frame,lgw,Year 2, summer 28, Sunday,5357,16.8
frame,lgw,Year 2, summer 28, Sunday,5358,42.3
frame,lgw,Year 2, summer 28, Sunday,5359,1.6
frame,lgw,Year 2, summer 28, Sunday,5360,7.9
frame,lgw,Year 2, summer 28, Sunday,5361,21.1
frame,lgw,Year 2, summer 28, Sunday,5362,10.4
frame,lgw,Year 2, summer 28, Sunday,5363,16.9
frame,lgw,Year 2, summer 28, Sunday,5364,16.5
frame,lgw,Year 2, summer 28, Sunday,5365,16.9
frame,lgw,Year 2, summer 28, Sunday,5366,16.5
frame,lgw,Year 2, summer 28, Sunday,5367,16.6
frame,lgw,Year 2, summer 28, Sunday,5368,19.2
frame,lgw,Year 2, summer 28, Sunday,5369,14.1
frame,lgw,Year 2, summer 28, Sunday,5370,16.7
frame,lgw,Year 2, summer 28, Sunday,5371,16.7
frame,lgw,Year 2, summer 28, Sunday,5372,17.6
frame,lgw,Year 2, summer 28, Sunday,5373,15.9
frame,lgw,Year 2, summer 28, Sunday,5374,16.5
frame,lgw,Year 2, summer 28, Sunday,5375,16.7
frame,lgw,Year 2, summer 28, Sunday,5376,16.7
frame,lgw,Year 2, summer 28, Sunday,5377,16.7
frame,lgw,Year 2, summer 28, Sunday,5378,16.7
frame,lgw,Year 2, summer 28, Sunday,5379,16.6
frame,lgw,Year 2, summer 28, Sunday,5380,19.2
frame,lgw,Year 2, summer 28, Sunday,5381,14.1
frame,lgw,Year 2, summer 28, Sunday,5382,16.6
frame,lgw,Year 2, summer 28, Sunday,5383,16.6
frame,lgw,Year 2, summer 28, Sunday,5384,16.7
frame,lgw,Year 2, summer 28, Sunday,5385,16.6
frame,lgw,Year 2, summer 28, Sunday,5386,20.2
frame,lgw,Year 2, summer 28, Sunday,5387,13.2
frame,lgw,Year 2, summer 28, Sunday,5388,16.7
frame,lgw,Year 2, summer 28, Sunday,5389,16.6
frame,lgw,Year 2, summer 28, Sunday,5390,16.7
frame,lgw,Year 2, summer 28, Sunday,5391,16.7
frame,lgw,Year 2, summer 28, Sunday,5392,16.7
frame,lgw,Year 2, summer 28, Sunday,5393,16.8
frame,lgw,Year 2, summer 28, Sunday,5394,18.1
frame,lgw,Year 2, summer 28, Sunday,5395,15.1
frame,lgw,Year 2, summer 28, Sunday,5396,16.7
frame,lgw,Year 2, summer 28, Sunday,5397,16.6
frame,lgw,Year 2, summer 28, Sunday,5398,16.8
frame,lgw,Year 2, summer 28, Sunday,5399,16.5
frame,lgw,Year 2, summer 28, Sunday,5400,16.6
frame,lgw,Year 2, summer 28, Sunday,5401,16.8
frame,lgw,Year 2, summer 28, Sunday,5402,16.5
frame,lgw,Year 2, summer 28, Sunday,5403,18.0
frame,lgw,Year 2, summer 28, Sunday,5404,15.4
frame,lgw,Year 2, summer 28, Sunday,5405,16.7
frame,lgw,Year 2, summer 28, Sunday,5406,17.6
frame,lgw,Year 2, summer 28, Sunday,5407,15.7
frame,lgw,Year 2, summer 28, Sunday,5408,16.6
frame,lgw,Year 2, summer 28, Sunday,5409,16.6
frame,lgw,Year 2, summer 28, Sunday,5410,16.8
frame,lgw,Year 2, summer 28, Sunday,5411,16.5
frame,lgw,Year 2, summer 28, Sunday,5412,16.7
frame,lgw,Year 2, summer 28, Sunday,5413,16.7
frame,lgw,Year 2, summer 28, Sunday,5414,17.7
frame,lgw,Year 2, summer 28, Sunday,5415,15.5
frame,lgw,Year 2, summer 28, Sunday,5416,16.7
frame,lgw,Year 2, summer 28, Sunday,5417,19.7
frame,lgw,Year 2, summer 28, Sunday,5418,13.8
frame,lgw,Year 2, summer 28, Sunday,5419,16.5
frame,lgw,Year 2, summer 28, Sunday,5420,16.8
frame,lgw,Year 2, summer 28, Sunday,5421,18.3
frame,lgw,Year 2, summer 28, Sunday,5422,14.9
frame,lgw,Year 2, summer 28, Sunday,5423,16.8
frame,lgw,Year 2, summer 28, Sunday,5424,16.4
frame,lgw,Year 2, summer 28, Sunday,5425,16.8
frame,lgw,Year 2, summer 28, Sunday,5426,16.7
frame,lgw,Year 2, summer 28, Sunday,5427,16.8
frame,lgw,Year 2, summer 28, Sunday,5428,16.7
frame,lgw,Year 2, summer 28, Sunday,5429,16.5
frame,lgw,Year 2, summer 28, Sunday,5430,16.7
frame,lgw,Year 2, summer 28, Sunday,5431,17.3
frame,lgw,Year 2, summer 28, Sunday,5432,16.1
frame,lgw,Year 2, summer 28, Sunday,5433,17.7
frame,lgw,Year 2, summer 28, Sunday,5434,15.6
frame,lgw,Year 2, summer 28, Sunday,5435,16.7
frame,lgw,Year 2, summer 28, Sunday,5436,16.6
frame,lgw,Year 2, summer 28, Sunday,5437,16.9
frame,lgw,Year 2, summer 28, Sunday,5438,16.5
frame,lgw,Year 2, summer 28, Sunday,5439,16.6
frame,lgw,Year 2, summer 28, Sunday,5440,16.7
frame,lgw,Year 2, summer 28, Sunday,5441,16.7
frame,lgw,Year 2, summer 28, Sunday,5442,16.6
frame,lgw,Year 2, summer 28, Sunday,5443,16.9
frame,lgw,Year 2, summer 28, Sunday,5444,16.5
frame,lgw,Year 2, summer 28, Sunday,5445,16.6
frame,lgw,Year 2, summer 28, Sunday,5446,16.7
frame,lgw,Year 2, summer 28, Sunday,5447,16.7
frame,lgw,Year 2, summer 28, Sunday,5448,16.6
frame,lgw,Year 2, summer 28, Sunday,5449,16.7
frame,lgw,Year 2, summer 28, Sunday,5450,16.7
frame,lgw,Year 2, summer 28, Sunday,5451,16.7
frame,lgw,Year 2, summer 28, Sunday,5452,16.7
frame,lgw,Year 2, summer 28, Sunday,5453,16.8
frame,lgw,Year 2, summer 28, Sunday,5454,16.6
frame,lgw,Year 2, summer 28, Sunday,5455,16.7
frame,lgw,Year 2, summer 28, Sunday,5456,16.6
frame,lgw,Year 2, summer 28, Sunday,5457,16.6
frame,lgw,Year 2, summer 28, Sunday,5458,16.8
frame,lgw,Year 2, summer 28, Sunday,5459,16.5
frame,lgw,Year 2, summer 28, Sunday,5460,19.1
frame,lgw,Year 2, summer 28, Sunday,5461,14.2
frame,lgw,Year 2, summer 28, Sunday,5462,16.7
frame,lgw,Year 2, summer 28, Sunday,5463,16.7
frame,lgw,Year 2, summer 28, Sunday,5464,16.5
frame,lgw,Year 2, summer 28, Sunday,5465,16.7
frame,lgw,Year 2, summer 28, Sunday,5466,16.7
frame,lgw,Year 2, summer 28, Sunday,5467,16.7
frame,lgw,Year 2, summer 28, Sunday,5468,16.6
frame,lgw,Year 2, summer 28, Sunday,5469,16.7
frame,lgw,Year 2, summer 28, Sunday,5470,16.6
frame,lgw,Year 2, summer 28, Sunday,5471,16.7
frame,lgw,Year 2, summer 28, Sunday,5472,16.7
frame,lgw,Year 2, summer 28, Sunday,5473,16.7
frame,lgw,Year 2, summer 28, Sunday,5474,16.7
frame,lgw,Year 2, summer 28, Sunday,5475,16.6
frame,lgw,Year 2, summer 28, Sunday,5476,16.7
frame,lgw,Year 2, summer 28, Sunday,5477,16.7
frame,lgw,Year 2, summer 28, Sunday,5478,16.7
frame,lgw,Year 2, summer 28, Sunday,5479,16.7
frame,lgw,Year 2, summer 28, Sunday,5480,16.8
frame,lgw,Year 2, summer 28, Sunday,5481,16.6
frame,lgw,Year 2, summer 28, Sunday,5482,16.7
frame,lgw,Year 2, summer 28, Sunday,5483,16.8
frame,lgw,Year 2, summer 28, Sunday,5484,16.5
frame,lgw,Year 2, summer 28, Sunday,5485,16.7
frame,lgw,Year 2, summer 28, Sunday,5486,16.6
frame,lgw,Year 2, summer 28, Sunday,5487,16.7
frame,lgw,Year 2, summer 28, Sunday,5488,16.9
frame,lgw,Year 2, summer 28, Sunday,5489,16.5
frame,lgw,Year 2, summer 28, Sunday,5490,16.7
frame,lgw,Year 2, summer 28, Sunday,5491,16.6
frame,lgw,Year 2, summer 28, Sunday,5492,16.7
frame,lgw,Year 2, summer 28, Sunday,5493,17.7
frame,lgw,Year 2, summer 28, Sunday,5494,16.3
frame,lgw,Year 2, summer 28, Sunday,5495,16.1
frame,lgw,Year 2, summer 28, Sunday,5496,16.6
frame,lgw,Year 2, summer 28, Sunday,5497,16.7
frame,lgw,Year 2, summer 28, Sunday,5498,16.7
frame,lgw,Year 2, summer 28, Sunday,5499,16.6
frame,lgw,Year 2, summer 28, Sunday,5500,16.6
frame,lgw,Year 2, summer 28, Sunday,5501,16.6
frame,lgw,Year 2, summer 28, Sunday,5502,16.6
frame,lgw,Year 2, summer 28, Sunday,5503,16.7
frame,lgw,Year 2, summer 28, Sunday,5504,16.7
frame,lgw,Year 2, summer 28, Sunday,5505,16.6
frame,lgw,Year 2, summer 28, Sunday,5506,16.7
frame,lgw,Year 2, summer 28, Sunday,5507,16.5
frame,lgw,Year 2, summer 28, Sunday,5508,16.7
frame,lgw,Year 2, summer 28, Sunday,5509,16.7
frame,lgw,Year 2, summer 28, Sunday,5510,16.7
frame,lgw,Year 2, summer 28, Sunday,5511,16.7
frame,lgw,Year 2, summer 28, Sunday,5512,16.7
frame,lgw,Year 2, summer 28, Sunday,5513,16.6
frame,lgw,Year 2, summer 28, Sunday,5514,16.7
frame,lgw,Year 2, summer 28, Sunday,5515,16.7
frame,lgw,Year 2, summer 28, Sunday,5516,16.7
frame,lgw,Year 2, summer 28, Sunday,5517,16.7
frame,lgw,Year 2, summer 28, Sunday,5518,16.7
frame,lgw,Year 2, summer 28, Sunday,5519,16.8
frame,lgw,Year 2, summer 28, Sunday,5520,16.6
frame,lgw,Year 2, summer 28, Sunday,5521,16.7
frame,lgw,Year 2, summer 28, Sunday,5522,16.7
frame,lgw,Year 2, summer 28, Sunday,5523,16.7
frame,lgw,Year 2, summer 28, Sunday,5524,16.7
frame,lgw,Year 2, summer 28, Sunday,5525,16.6
frame,lgw,Year 2, summer 28, Sunday,5526,16.7
frame,lgw,Year 2, summer 28, Sunday,5527,16.7
frame,lgw,Year 2, summer 28, Sunday,5528,16.7
frame,lgw,Year 2, summer 28, Sunday,5529,16.7
frame,lgw,Year 2, summer 28, Sunday,5530,16.7
frame,lgw,Year 2, summer 28, Sunday,5531,16.6
frame,lgw,Year 2, summer 28, Sunday,5532,16.7
frame,lgw,Year 2, summer 28, Sunday,5533,16.6
frame,lgw,Year 2, summer 28, Sunday,5534,16.7
frame,lgw,Year 2, summer 28, Sunday,5535,16.7
frame,lgw,Year 2, summer 28, Sunday,5536,16.7
frame,lgw,Year 2, summer 28, Sunday,5537,16.6
frame,lgw,Year 2, summer 28, Sunday,5538,16.7
frame,lgw,Year 2, summer 28, Sunday,5539,16.7
frame,lgw,Year 2, summer 28, Sunday,5540,16.7
frame,lgw,Year 2, summer 28, Sunday,5541,17.4
frame,lgw,Year 2, summer 28, Sunday,5542,15.9
frame,lgw,Year 2, summer 28, Sunday,5543,16.7
frame,lgw,Year 2, summer 28, Sunday,5544,16.7
frame,lgw,Year 2, summer 28, Sunday,5545,16.7
frame,lgw,Year 2, summer 28, Sunday,5546,20.1
frame,lgw,Year 2, summer 28, Sunday,5547,13.0
frame,lgw,Year 2, summer 28, Sunday,5548,16.6
frame,lgw,Year 2, summer 28, Sunday,5549,16.7
frame,lgw,Year 2, summer 28, Sunday,5550,16.7
frame,lgw,Year 2, summer 28, Sunday,5551,16.6
frame,lgw,Year 2, summer 28, Sunday,5552,16.7
frame,lgw,Year 2, summer 28, Sunday,5553,16.7
frame,lgw,Year 2, summer 28, Sunday,5554,16.7
frame,lgw,Year 2, summer 28, Sunday,5555,16.6
frame,lgw,Year 2, summer 28, Sunday,5556,16.7
frame,lgw,Year 2, summer 28, Sunday,5557,16.8
frame,lgw,Year 2, summer 28, Sunday,5558,16.6
frame,lgw,Year 2, summer 28, Sunday,5559,16.9
frame,lgw,Year 2, summer 28, Sunday,5560,16.5
frame,lgw,Year 2, summer 28, Sunday,5561,16.6
frame,lgw,Year 2, summer 28, Sunday,5562,16.6
frame,lgw,Year 2, summer 28, Sunday,5563,16.7
frame,lgw,Year 2, summer 28, Sunday,5564,16.7
frame,lgw,Year 2, summer 28, Sunday,5565,16.6
frame,lgw,Year 2, summer 28, Sunday,5566,16.7
frame,lgw,Year 2, summer 28, Sunday,5567,16.6
frame,lgw,Year 2, summer 28, Sunday,5568,16.7
frame,lgw,Year 2, summer 28, Sunday,5569,16.8
frame,lgw,Year 2, summer 28, Sunday,5570,16.6
frame,lgw,Year 2, summer 28, Sunday,5571,16.6
frame,lgw,Year 2, summer 28, Sunday,5572,16.9
frame,lgw,Year 2, summer 28, Sunday,5573,16.6
frame,lgw,Year 2, summer 28, Sunday,5574,16.7
