kind,player,date,name,calls,total_ms,avg_ms,max_ms
switch,lgw,Year 1, spring 1, Monday,610,66.8
switch,lgw,Year 1, spring 1, Monday,620,44.0
switch,lgw,Year 1, spring 1, Monday,630,67.2
switch,lgw,Year 1, spring 1, Monday,640,20.1
switch,lgw,Year 1, spring 1, Monday,650,18.3
switch,lgw,Year 1, spring 1, Monday,700,21.8
switch,lgw,Year 1, spring 1, Monday,710,17.2
switch,lgw,Year 1, spring 1, Monday,720,18.3
switch,lgw,Year 1, spring 1, Monday,730,18.3
switch,lgw,Year 1, spring 1, Monday,740,18.5
switch,lgw,Year 1, spring 1, Monday,750,21.5
switch,lgw,Year 1, spring 1, Monday,800,22.7
switch,lgw,Year 1, spring 1, Monday,810,18.0
switch,lgw,Year 1, spring 1, Monday,820,18.7
switch,lgw,Year 1, spring 1, Monday,830,17.3
switch,lgw,Year 1, spring 1, Monday,840,17.4
switch,lgw,Year 1, spring 1, Monday,850,17.8
switch,lgw,Year 1, spring 1, Monday,900,18.0
switch,lgw,Year 1, spring 1, Monday,910,17.2
switch,lgw,Year 1, spring 1, Monday,920,18.6
switch,lgw,Year 1, spring 1, Monday,930,17.4
switch,lgw,Year 1, spring 1, Monday,940,19.1
switch,lgw,Year 1, spring 1, Monday,950,17.6
switch,lgw,Year 1, spring 1, Monday,1000,17.3
switch,lgw,Year 1, spring 1, Monday,1010,15.8
switch,lgw,Year 1, spring 1, Monday,1020,17.3
switch,lgw,Year 1, spring 1, Monday,1030,17.2
switch,lgw,Year 1, spring 1, Monday,1040,18.4
switch,lgw,Year 1, spring 1, Monday,1050,17.2
switch,lgw,Year 1, spring 1, Monday,1100,15.5
switch,lgw,Year 1, spring 1, Monday,1110,17.2
switch,lgw,Year 1, spring 1, Monday,1120,17.5
switch,lgw,Year 1, spring 1, Monday,1130,25.1
switch,lgw,Year 1, spring 1, Monday,1140,17.6
switch,lgw,Year 1, spring 1, Monday,1150,17.5
switch,lgw,Year 1, spring 1, Monday,1200,17.4
switch,lgw,Year 1, spring 1, Monday,1210,16.0
switch,lgw,Year 1, spring 1, Monday,1220,17.2
switch,lgw,Year 1, spring 1, Monday,1230,24.4
switch,lgw,Year 1, spring 1, Monday,1240,17.7
switch,lgw,Year 1, spring 1, Monday,1250,17.2
switch,lgw,Year 1, spring 1, Monday,1300,18.0
switch,lgw,Year 1, spring 1, Monday,1310,19.6
switch,lgw,Year 1, spring 1, Monday,1320,17.7
switch,lgw,Year 1, spring 1, Monday,1330,17.5
switchdetail,lgw,Year 1, spring 1, Monday,600,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,610,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,620,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,630,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,640,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,650,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,700,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,710,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,720,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,730,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,740,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,750,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,800,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,810,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,820,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,830,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,840,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,850,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,900,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,910,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,920,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,930,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,940,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,950,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,1000,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,1010,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,1020,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,1030,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,1040,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,1050,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,1100,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,1110,0,0.0
switchdetail,lgw,Year 1, spring 1, Monday,1120,0,0.0
