kind,player,date,name,calls,total_ms,avg_ms,max_ms
switch,lgw,Year 1, spring 24, Wednesday,610,72.0
frame,lgw,Year 1, spring 24, Wednesday,5171,16.4
frame,lgw,Year 1, spring 24, Wednesday,5172,16.8
frame,lgw,Year 1, spring 24, Wednesday,5173,16.4
frame,lgw,Year 1, spring 24, Wednesday,5174,17.3
frame,lgw,Year 1, spring 24, Wednesday,5175,17.1
frame,lgw,Year 1, spring 24, Wednesday,5176,15.8
frame,lgw,Year 1, spring 24, Wednesday,5177,75.8
frame,lgw,Year 1, spring 24, Wednesday,5178,1.0
frame,lgw,Year 1, spring 24, Wednesday,5179,0.8
frame,lgw,Year 1, spring 24, Wednesday,5180,1.3
frame,lgw,Year 1, spring 24, Wednesday,5181,24.6
frame,lgw,Year 1, spring 24, Wednesday,5182,0.9
frame,lgw,Year 1, spring 24, Wednesday,5183,24.1
frame,lgw,Year 1, spring 24, Wednesday,5184,27.0
frame,lgw,Year 1, spring 24, Wednesday,5185,1.0
frame,lgw,Year 1, spring 24, Wednesday,5186,23.9
frame,lgw,Year 1, spring 24, Wednesday,5187,23.2
frame,lgw,Year 1, spring 24, Wednesday,5188,0.7
frame,lgw,Year 1, spring 24, Wednesday,5189,23.8
frame,lgw,Year 1, spring 24, Wednesday,5190,21.7
frame,lgw,Year 1, spring 24, Wednesday,5191,23.8
frame,lgw,Year 1, spring 24, Wednesday,5192,1.5
frame,lgw,Year 1, spring 24, Wednesday,5193,22.5
frame,lgw,Year 1, spring 24, Wednesday,5194,24.2
frame,lgw,Year 1, spring 24, Wednesday,5195,1.4
frame,lgw,Year 1, spring 24, Wednesday,5196,24.3
frame,lgw,Year 1, spring 24, Wednesday,5197,22.6
frame,lgw,Year 1, spring 24, Wednesday,5198,0.9
frame,lgw,Year 1, spring 24, Wednesday,5199,24.0
frame,lgw,Year 1, spring 24, Wednesday,5200,22.5
frame,lgw,Year 1, spring 24, Wednesday,5201,2.0
frame,lgw,Year 1, spring 24, Wednesday,5202,25.1
frame,lgw,Year 1, spring 24, Wednesday,5203,22.4
frame,lgw,Year 1, spring 24, Wednesday,5204,0.8
frame,lgw,Year 1, spring 24, Wednesday,5205,23.6
frame,lgw,Year 1, spring 24, Wednesday,5206,22.5
frame,lgw,Year 1, spring 24, Wednesday,5207,24.4
frame,lgw,Year 1, spring 24, Wednesday,5208,1.0
frame,lgw,Year 1, spring 24, Wednesday,5209,24.1
frame,lgw,Year 1, spring 24, Wednesday,5210,23.8
frame,lgw,Year 1, spring 24, Wednesday,5211,1.3
frame,lgw,Year 1, spring 24, Wednesday,5212,21.9
frame,lgw,Year 1, spring 24, Wednesday,5213,21.8
frame,lgw,Year 1, spring 24, Wednesday,5214,26.0
frame,lgw,Year 1, spring 24, Wednesday,5215,1.5
frame,lgw,Year 1, spring 24, Wednesday,5216,21.6
frame,lgw,Year 1, spring 24, Wednesday,5217,23.6
frame,lgw,Year 1, spring 24, Wednesday,5218,1.5
frame,lgw,Year 1, spring 24, Wednesday,5219,22.1
frame,lgw,Year 1, spring 24, Wednesday,5220,26.0
frame,lgw,Year 1, spring 24, Wednesday,5221,0.9
frame,lgw,Year 1, spring 24, Wednesday,5222,22.6
frame,lgw,Year 1, spring 24, Wednesday,5223,22.6
frame,lgw,Year 1, spring 24, Wednesday,5224,1.0
frame,lgw,Year 1, spring 24, Wednesday,5225,22.0
frame,lgw,Year 1, spring 24, Wednesday,5226,24.2
frame,lgw,Year 1, spring 24, Wednesday,5227,23.0
frame,lgw,Year 1, spring 24, Wednesday,5228,1.9
frame,lgw,Year 1, spring 24, Wednesday,5229,22.4
frame,lgw,Year 1, spring 24, Wednesday,5230,23.6
frame,lgw,Year 1, spring 24, Wednesday,5231,1.9
frame,lgw,Year 1, spring 24, Wednesday,5232,22.5
frame,lgw,Year 1, spring 24, Wednesday,5233,24.2
frame,lgw,Year 1, spring 24, Wednesday,5234,22.3
frame,lgw,Year 1, spring 24, Wednesday,5235,1.4
frame,lgw,Year 1, spring 24, Wednesday,5236,22.8
frame,lgw,Year 1, spring 24, Wednesday,5237,21.8
frame,lgw,Year 1, spring 24, Wednesday,5238,1.4
frame,lgw,Year 1, spring 24, Wednesday,5239,24.0
frame,lgw,Year 1, spring 24, Wednesday,5240,23.0
frame,lgw,Year 1, spring 24, Wednesday,5241,1.1
frame,lgw,Year 1, spring 24, Wednesday,5242,24.6
frame,lgw,Year 1, spring 24, Wednesday,5243,22.1
frame,lgw,Year 1, spring 24, Wednesday,5244,23.5
frame,lgw,Year 1, spring 24, Wednesday,5245,0.7
frame,lgw,Year 1, spring 24, Wednesday,5246,21.9
frame,lgw,Year 1, spring 24, Wednesday,5247,23.6
frame,lgw,Year 1, spring 24, Wednesday,5248,1.9
frame,lgw,Year 1, spring 24, Wednesday,5249,22.6
frame,lgw,Year 1, spring 24, Wednesday,5250,26.9
frame,lgw,Year 1, spring 24, Wednesday,5251,22.7
frame,lgw,Year 1, spring 24, Wednesday,5252,0.8
frame,lgw,Year 1, spring 24, Wednesday,5253,22.8
frame,lgw,Year 1, spring 24, Wednesday,5254,24.3
frame,lgw,Year 1, spring 24, Wednesday,5255,2.1
frame,lgw,Year 1, spring 24, Wednesday,5256,22.5
frame,lgw,Year 1, spring 24, Wednesday,5257,24.8
frame,lgw,Year 1, spring 24, Wednesday,5258,3.2
frame,lgw,Year 1, spring 24, Wednesday,5259,25.0
frame,lgw,Year 1, spring 24, Wednesday,5260,23.5
frame,lgw,Year 1, spring 24, Wednesday,5261,1.1
frame,lgw,Year 1, spring 24, Wednesday,5262,25.8
frame,lgw,Year 1, spring 24, Wednesday,5263,1.2
frame,lgw,Year 1, spring 24, Wednesday,5264,22.5
frame,lgw,Year 1, spring 24, Wednesday,5265,22.7
frame,lgw,Year 1, spring 24, Wednesday,5266,22.3
frame,lgw,Year 1, spring 24, Wednesday,5267,2.9
frame,lgw,Year 1, spring 24, Wednesday,5268,22.1
frame,lgw,Year 1, spring 24, Wednesday,5269,23.4
frame,lgw,Year 1, spring 24, Wednesday,5270,1.0
frame,lgw,Year 1, spring 24, Wednesday,5271,22.3
frame,lgw,Year 1, spring 24, Wednesday,5272,21.8
frame,lgw,Year 1, spring 24, Wednesday,5273,22.9
frame,lgw,Year 1, spring 24, Wednesday,5274,1.0
frame,lgw,Year 1, spring 24, Wednesday,5275,24.4
frame,lgw,Year 1, spring 24, Wednesday,5276,22.4
frame,lgw,Year 1, spring 24, Wednesday,5277,0.9
frame,lgw,Year 1, spring 24, Wednesday,5278,23.9
frame,lgw,Year 1, spring 24, Wednesday,5279,21.9
frame,lgw,Year 1, spring 24, Wednesday,5280,23.5
frame,lgw,Year 1, spring 24, Wednesday,5281,1.2
frame,lgw,Year 1, spring 24, Wednesday,5282,22.2
frame,lgw,Year 1, spring 24, Wednesday,5283,23.4
frame,lgw,Year 1, spring 24, Wednesday,5284,1.3
frame,lgw,Year 1, spring 24, Wednesday,5285,22.1
frame,lgw,Year 1, spring 24, Wednesday,5286,24.9
frame,lgw,Year 1, spring 24, Wednesday,5287,22.1
frame,lgw,Year 1, spring 24, Wednesday,5288,0.8
frame,lgw,Year 1, spring 24, Wednesday,5289,23.6
frame,lgw,Year 1, spring 24, Wednesday,5290,22.0
frame,lgw,Year 1, spring 24, Wednesday,5291,0.9
frame,lgw,Year 1, spring 24, Wednesday,5292,22.8
frame,lgw,Year 1, spring 24, Wednesday,5293,22.8
frame,lgw,Year 1, spring 24, Wednesday,5294,23.8
frame,lgw,Year 1, spring 24, Wednesday,5295,0.7
frame,lgw,Year 1, spring 24, Wednesday,5296,22.6
frame,lgw,Year 1, spring 24, Wednesday,5297,24.8
frame,lgw,Year 1, spring 24, Wednesday,5298,1.0
frame,lgw,Year 1, spring 24, Wednesday,5299,22.5
frame,lgw,Year 1, spring 24, Wednesday,5300,23.6
frame,lgw,Year 1, spring 24, Wednesday,5301,22.2
frame,lgw,Year 1, spring 24, Wednesday,5302,0.7
frame,lgw,Year 1, spring 24, Wednesday,5303,23.2
frame,lgw,Year 1, spring 24, Wednesday,5304,21.4
frame,lgw,Year 1, spring 24, Wednesday,5305,0.8
frame,lgw,Year 1, spring 24, Wednesday,5306,22.4
frame,lgw,Year 1, spring 24, Wednesday,5307,22.7
frame,lgw,Year 1, spring 24, Wednesday,5308,23.0
frame,lgw,Year 1, spring 24, Wednesday,5309,1.0
frame,lgw,Year 1, spring 24, Wednesday,5310,22.5
frame,lgw,Year 1, spring 24, Wednesday,5311,22.1
frame,lgw,Year 1, spring 24, Wednesday,5312,23.7
frame,lgw,Year 1, spring 24, Wednesday,5313,1.1
frame,lgw,Year 1, spring 24, Wednesday,5314,22.6
frame,lgw,Year 1, spring 24, Wednesday,5315,22.9
frame,lgw,Year 1, spring 24, Wednesday,5316,1.7
frame,lgw,Year 1, spring 24, Wednesday,5317,21.7
frame,lgw,Year 1, spring 24, Wednesday,5318,22.6
frame,lgw,Year 1, spring 24, Wednesday,5319,21.5
frame,lgw,Year 1, spring 24, Wednesday,5320,0.7
frame,lgw,Year 1, spring 24, Wednesday,5321,22.6
frame,lgw,Year 1, spring 24, Wednesday,5322,22.7
frame,lgw,Year 1, spring 24, Wednesday,5323,24.0
frame,lgw,Year 1, spring 24, Wednesday,5324,1.4
frame,lgw,Year 1, spring 24, Wednesday,5325,21.7
frame,lgw,Year 1, spring 24, Wednesday,5326,23.0
frame,lgw,Year 1, spring 24, Wednesday,5327,1.1
frame,lgw,Year 1, spring 24, Wednesday,5328,21.5
frame,lgw,Year 1, spring 24, Wednesday,5329,24.9
frame,lgw,Year 1, spring 24, Wednesday,5330,22.1
frame,lgw,Year 1, spring 24, Wednesday,5331,1.2
frame,lgw,Year 1, spring 24, Wednesday,5332,23.8
frame,lgw,Year 1, spring 24, Wednesday,5333,21.8
frame,lgw,Year 1, spring 24, Wednesday,5334,1.1
frame,lgw,Year 1, spring 24, Wednesday,5335,23.4
frame,lgw,Year 1, spring 24, Wednesday,5336,22.7
frame,lgw,Year 1, spring 24, Wednesday,5337,23.9
frame,lgw,Year 1, spring 24, Wednesday,5338,1.1
frame,lgw,Year 1, spring 24, Wednesday,5339,21.6
frame,lgw,Year 1, spring 24, Wednesday,5340,24.4
frame,lgw,Year 1, spring 24, Wednesday,5341,0.9
frame,lgw,Year 1, spring 24, Wednesday,5342,21.7
frame,lgw,Year 1, spring 24, Wednesday,5343,24.1
frame,lgw,Year 1, spring 24, Wednesday,5344,22.6
frame,lgw,Year 1, spring 24, Wednesday,5345,0.8
frame,lgw,Year 1, spring 24, Wednesday,5346,22.5
frame,lgw,Year 1, spring 24, Wednesday,5347,21.8
frame,lgw,Year 1, spring 24, Wednesday,5348,1.2
frame,lgw,Year 1, spring 24, Wednesday,5349,23.2
frame,lgw,Year 1, spring 24, Wednesday,5350,21.9
frame,lgw,Year 1, spring 24, Wednesday,5351,24.7
frame,lgw,Year 1, spring 24, Wednesday,5352,1.3
frame,lgw,Year 1, spring 24, Wednesday,5353,21.6
frame,lgw,Year 1, spring 24, Wednesday,5354,22.1
frame,lgw,Year 1, spring 24, Wednesday,5355,0.7
frame,lgw,Year 1, spring 24, Wednesday,5356,21.8
frame,lgw,Year 1, spring 24, Wednesday,5357,23.4
frame,lgw,Year 1, spring 24, Wednesday,5358,25.0
frame,lgw,Year 1, spring 24, Wednesday,5359,0.8
frame,lgw,Year 1, spring 24, Wednesday,5360,22.2
frame,lgw,Year 1, spring 24, Wednesday,5361,21.9
frame,lgw,Year 1, spring 24, Wednesday,5362,0.7
frame,lgw,Year 1, spring 24, Wednesday,5363,22.6
frame,lgw,Year 1, spring 24, Wednesday,5364,22.4
frame,lgw,Year 1, spring 24, Wednesday,5365,21.8
frame,lgw,Year 1, spring 24, Wednesday,5366,2.1
frame,lgw,Year 1, spring 24, Wednesday,5367,22.5
frame,lgw,Year 1, spring 24, Wednesday,5368,22.2
frame,lgw,Year 1, spring 24, Wednesday,5369,24.5
frame,lgw,Year 1, spring 24, Wednesday,5370,0.8
frame,lgw,Year 1, spring 24, Wednesday,5371,23.4
frame,lgw,Year 1, spring 24, Wednesday,5372,21.7
frame,lgw,Year 1, spring 24, Wednesday,5373,0.6
frame,lgw,Year 1, spring 24, Wednesday,5374,23.0
frame,lgw,Year 1, spring 24, Wednesday,5375,22.2
frame,lgw,Year 1, spring 24, Wednesday,5376,23.4
frame,lgw,Year 1, spring 24, Wednesday,5377,0.6
frame,lgw,Year 1, spring 24, Wednesday,5378,22.4
frame,lgw,Year 1, spring 24, Wednesday,5379,24.4
frame,lgw,Year 1, spring 24, Wednesday,5380,22.0
frame,lgw,Year 1, spring 24, Wednesday,5381,1.2
frame,lgw,Year 1, spring 24, Wednesday,5382,23.2
frame,lgw,Year 1, spring 24, Wednesday,5383,22.8
frame,lgw,Year 1, spring 24, Wednesday,5384,1.6
frame,lgw,Year 1, spring 24, Wednesday,5385,22.6
frame,lgw,Year 1, spring 24, Wednesday,5386,22.3
frame,lgw,Year 1, spring 24, Wednesday,5387,0.7
frame,lgw,Year 1, spring 24, Wednesday,5388,23.0
frame,lgw,Year 1, spring 24, Wednesday,5389,21.7
frame,lgw,Year 1, spring 24, Wednesday,5390,21.7
frame,lgw,Year 1, spring 24, Wednesday,5391,0.6
frame,lgw,Year 1, spring 24, Wednesday,5392,22.9
frame,lgw,Year 1, spring 24, Wednesday,5393,23.2
frame,lgw,Year 1, spring 24, Wednesday,5394,23.3
frame,lgw,Year 1, spring 24, Wednesday,5395,0.7
frame,lgw,Year 1, spring 24, Wednesday,5396,21.8
frame,lgw,Year 1, spring 24, Wednesday,5397,22.7
frame,lgw,Year 1, spring 24, Wednesday,5398,23.3
frame,lgw,Year 1, spring 24, Wednesday,5399,0.7
frame,lgw,Year 1, spring 24, Wednesday,5400,23.3
frame,lgw,Year 1, spring 24, Wednesday,5401,22.9
frame,lgw,Year 1, spring 24, Wednesday,5402,1.0
frame,lgw,Year 1, spring 24, Wednesday,5403,23.4
frame,lgw,Year 1, spring 24, Wednesday,5404,22.9
frame,lgw,Year 1, spring 24, Wednesday,5405,23.7
frame,lgw,Year 1, spring 24, Wednesday,5406,1.8
frame,lgw,Year 1, spring 24, Wednesday,5407,22.1
frame,lgw,Year 1, spring 24, Wednesday,5408,23.2
frame,lgw,Year 1, spring 24, Wednesday,5409,0.8
frame,lgw,Year 1, spring 24, Wednesday,5410,21.8
frame,lgw,Year 1, spring 24, Wednesday,5411,22.8
frame,lgw,Year 1, spring 24, Wednesday,5412,22.2
frame,lgw,Year 1, spring 24, Wednesday,5413,0.7
frame,lgw,Year 1, spring 24, Wednesday,5414,23.1
frame,lgw,Year 1, spring 24, Wednesday,5415,22.7
frame,lgw,Year 1, spring 24, Wednesday,5416,0.7
frame,lgw,Year 1, spring 24, Wednesday,5417,23.8
frame,lgw,Year 1, spring 24, Wednesday,5418,21.9
frame,lgw,Year 1, spring 24, Wednesday,5419,23.7
frame,lgw,Year 1, spring 24, Wednesday,5420,0.7
frame,lgw,Year 1, spring 24, Wednesday,5421,22.0
frame,lgw,Year 1, spring 24, Wednesday,5422,22.8
frame,lgw,Year 1, spring 24, Wednesday,5423,0.9
frame,lgw,Year 1, spring 24, Wednesday,5424,21.6
frame,lgw,Year 1, spring 24, Wednesday,5425,23.3
frame,lgw,Year 1, spring 24, Wednesday,5426,22.1
frame,lgw,Year 1, spring 24, Wednesday,5427,0.8
frame,lgw,Year 1, spring 24, Wednesday,5428,23.1
frame,lgw,Year 1, spring 24, Wednesday,5429,24.1
frame,lgw,Year 1, spring 24, Wednesday,5430,23.8
frame,lgw,Year 1, spring 24, Wednesday,5431,1.9
frame,lgw,Year 1, spring 24, Wednesday,5432,22.2
frame,lgw,Year 1, spring 24, Wednesday,5433,23.4
frame,lgw,Year 1, spring 24, Wednesday,5434,1.4
frame,lgw,Year 1, spring 24, Wednesday,5435,23.8
frame,lgw,Year 1, spring 24, Wednesday,5436,24.4
frame,lgw,Year 1, spring 24, Wednesday,5437,0.6
frame,lgw,Year 1, spring 24, Wednesday,5438,23.7
frame,lgw,Year 1, spring 24, Wednesday,5439,22.2
frame,lgw,Year 1, spring 24, Wednesday,5440,0.8
frame,lgw,Year 1, spring 24, Wednesday,5441,24.3
frame,lgw,Year 1, spring 24, Wednesday,5442,23.1
frame,lgw,Year 1, spring 24, Wednesday,5443,22.9
frame,lgw,Year 1, spring 24, Wednesday,5444,1.0
frame,lgw,Year 1, spring 24, Wednesday,5445,21.9
frame,lgw,Year 1, spring 24, Wednesday,5446,26.1
frame,lgw,Year 1, spring 24, Wednesday,5447,23.6
frame,lgw,Year 1, spring 24, Wednesday,5448,0.8
frame,lgw,Year 1, spring 24, Wednesday,5449,22.6
frame,lgw,Year 1, spring 24, Wednesday,5450,0.6
frame,lgw,Year 1, spring 24, Wednesday,5451,21.6
frame,lgw,Year 1, spring 24, Wednesday,5452,23.5
frame,lgw,Year 1, spring 24, Wednesday,5453,22.1
frame,lgw,Year 1, spring 24, Wednesday,5454,1.1
frame,lgw,Year 1, spring 24, Wednesday,5455,23.2
frame,lgw,Year 1, spring 24, Wednesday,5456,22.6
frame,lgw,Year 1, spring 24, Wednesday,5457,22.9
frame,lgw,Year 1, spring 24, Wednesday,5458,0.7
frame,lgw,Year 1, spring 24, Wednesday,5459,21.9
frame,lgw,Year 1, spring 24, Wednesday,5460,23.4
frame,lgw,Year 1, spring 24, Wednesday,5461,22.8
frame,lgw,Year 1, spring 24, Wednesday,5462,1.1
frame,lgw,Year 1, spring 24, Wednesday,5463,21.7
frame,lgw,Year 1, spring 24, Wednesday,5464,22.2
frame,lgw,Year 1, spring 24, Wednesday,5465,0.9
frame,lgw,Year 1, spring 24, Wednesday,5466,22.3
frame,lgw,Year 1, spring 24, Wednesday,5467,21.7
frame,lgw,Year 1, spring 24, Wednesday,5468,22.0
frame,lgw,Year 1, spring 24, Wednesday,5469,3.5
frame,lgw,Year 1, spring 24, Wednesday,5470,22.2
frame,lgw,Year 1, spring 24, Wednesday,5471,22.9
frame,lgw,Year 1, spring 24, Wednesday,5472,0.6
frame,lgw,Year 1, spring 24, Wednesday,5473,21.5
frame,lgw,Year 1, spring 24, Wednesday,5474,23.7
frame,lgw,Year 1, spring 24, Wednesday,5475,22.8
frame,lgw,Year 1, spring 24, Wednesday,5476,1.1
frame,lgw,Year 1, spring 24, Wednesday,5477,22.6
frame,lgw,Year 1, spring 24, Wednesday,5478,22.2
frame,lgw,Year 1, spring 24, Wednesday,5479,25.2
frame,lgw,Year 1, spring 24, Wednesday,5480,1.9
frame,lgw,Year 1, spring 24, Wednesday,5481,22.9
frame,lgw,Year 1, spring 24, Wednesday,5482,22.5
frame,lgw,Year 1, spring 24, Wednesday,5483,0.6
frame,lgw,Year 1, spring 24, Wednesday,5484,22.1
frame,lgw,Year 1, spring 24, Wednesday,5485,23.3
frame,lgw,Year 1, spring 24, Wednesday,5486,22.7
frame,lgw,Year 1, spring 24, Wednesday,5487,1.3
frame,lgw,Year 1, spring 24, Wednesday,5488,22.8
frame,lgw,Year 1, spring 24, Wednesday,5489,22.0
frame,lgw,Year 1, spring 24, Wednesday,5490,1.2
frame,lgw,Year 1, spring 24, Wednesday,5491,23.0
frame,lgw,Year 1, spring 24, Wednesday,5492,22.1
frame,lgw,Year 1, spring 24, Wednesday,5493,22.5
frame,lgw,Year 1, spring 24, Wednesday,5494,0.7
frame,lgw,Year 1, spring 24, Wednesday,5495,22.3
frame,lgw,Year 1, spring 24, Wednesday,5496,24.1
frame,lgw,Year 1, spring 24, Wednesday,5497,0.6
frame,lgw,Year 1, spring 24, Wednesday,5498,21.8
frame,lgw,Year 1, spring 24, Wednesday,5499,23.0
frame,lgw,Year 1, spring 24, Wednesday,5500,21.2
frame,lgw,Year 1, spring 24, Wednesday,5501,0.7
frame,lgw,Year 1, spring 24, Wednesday,5502,22.2
frame,lgw,Year 1, spring 24, Wednesday,5503,22.6
frame,lgw,Year 1, spring 24, Wednesday,5504,21.5
frame,lgw,Year 1, spring 24, Wednesday,5505,0.9
frame,lgw,Year 1, spring 24, Wednesday,5506,23.2
frame,lgw,Year 1, spring 24, Wednesday,5507,22.6
frame,lgw,Year 1, spring 24, Wednesday,5508,22.3
frame,lgw,Year 1, spring 24, Wednesday,5509,0.5
frame,lgw,Year 1, spring 24, Wednesday,5510,23.8
frame,lgw,Year 1, spring 24, Wednesday,5511,22.4
frame,lgw,Year 1, spring 24, Wednesday,5512,0.7
frame,lgw,Year 1, spring 24, Wednesday,5513,22.2
frame,lgw,Year 1, spring 24, Wednesday,5514,22.9
frame,lgw,Year 1, spring 24, Wednesday,5515,23.7
frame,lgw,Year 1, spring 24, Wednesday,5516,1.0
frame,lgw,Year 1, spring 24, Wednesday,5517,23.2
frame,lgw,Year 1, spring 24, Wednesday,5518,21.5
frame,lgw,Year 1, spring 24, Wednesday,5519,0.6
frame,lgw,Year 1, spring 24, Wednesday,5520,23.1
frame,lgw,Year 1, spring 24, Wednesday,5521,22.6
frame,lgw,Year 1, spring 24, Wednesday,5522,500.0
frame,lgw,Year 1, spring 24, Wednesday,5523,1.2
frame,lgw,Year 1, spring 24, Wednesday,5524,24.2
frame,lgw,Year 1, spring 24, Wednesday,5525,1.6
frame,lgw,Year 1, spring 24, Wednesday,5526,0.9
frame,lgw,Year 1, spring 24, Wednesday,5527,1.1
frame,lgw,Year 1, spring 24, Wednesday,5528,0.8
frame,lgw,Year 1, spring 24, Wednesday,5529,0.6
frame,lgw,Year 1, spring 24, Wednesday,5530,0.7
frame,lgw,Year 1, spring 24, Wednesday,5531,0.6
frame,lgw,Year 1, spring 24, Wednesday,5532,0.6
frame,lgw,Year 1, spring 24, Wednesday,5533,0.7
frame,lgw,Year 1, spring 24, Wednesday,5534,0.6
frame,lgw,Year 1, spring 24, Wednesday,5535,0.5
frame,lgw,Year 1, spring 24, Wednesday,5536,0.5
frame,lgw,Year 1, spring 24, Wednesday,5537,0.4
frame,lgw,Year 1, spring 24, Wednesday,5538,0.4
frame,lgw,Year 1, spring 24, Wednesday,5539,0.3
frame,lgw,Year 1, spring 24, Wednesday,5540,0.8
frame,lgw,Year 1, spring 24, Wednesday,5541,0.6
frame,lgw,Year 1, spring 24, Wednesday,5542,0.8
frame,lgw,Year 1, spring 24, Wednesday,5543,0.5
frame,lgw,Year 1, spring 24, Wednesday,5544,2.6
frame,lgw,Year 1, spring 24, Wednesday,5545,0.6
frame,lgw,Year 1, spring 24, Wednesday,5546,0.8
frame,lgw,Year 1, spring 24, Wednesday,5547,0.7
frame,lgw,Year 1, spring 24, Wednesday,5548,0.9
frame,lgw,Year 1, spring 24, Wednesday,5549,1.1
frame,lgw,Year 1, spring 24, Wednesday,5550,0.7
frame,lgw,Year 1, spring 24, Wednesday,5551,0.7
frame,lgw,Year 1, spring 24, Wednesday,5552,0.6
frame,lgw,Year 1, spring 24, Wednesday,5553,22.1
frame,lgw,Year 1, spring 24, Wednesday,5554,2.2
frame,lgw,Year 1, spring 24, Wednesday,5555,1.1
