kind,player,date,name,calls,total_ms,avg_ms,max_ms
switch,lgw,Year 1, spring 5, Friday,610,73.2
frame,lgw,Year 1, spring 5, Friday,3539,16.4
frame,lgw,Year 1, spring 5, Friday,3540,16.6
frame,lgw,Year 1, spring 5, Friday,3541,16.6
frame,lgw,Year 1, spring 5, Friday,3542,17.7
frame,lgw,Year 1, spring 5, Friday,3543,16.5
frame,lgw,Year 1, spring 5, Friday,3544,16.0
frame,lgw,Year 1, spring 5, Friday,3545,16.6
frame,lgw,Year 1, spring 5, Friday,3546,16.6
frame,lgw,Year 1, spring 5, Friday,3547,16.7
frame,lgw,Year 1, spring 5, Friday,3548,16.6
frame,lgw,Year 1, spring 5, Friday,3549,16.7
frame,lgw,Year 1, spring 5, Friday,3550,18.0
frame,lgw,Year 1, spring 5, Friday,3551,15.4
frame,lgw,Year 1, spring 5, Friday,3552,16.7
frame,lgw,Year 1, spring 5, Friday,3553,16.9
frame,lgw,Year 1, spring 5, Friday,3554,16.5
frame,lgw,Year 1, spring 5, Friday,3555,16.8
frame,lgw,Year 1, spring 5, Friday,3556,16.5
frame,lgw,Year 1, spring 5, Friday,3557,16.8
frame,lgw,Year 1, spring 5, Friday,3558,16.5
frame,lgw,Year 1, spring 5, Friday,3559,16.7
frame,lgw,Year 1, spring 5, Friday,3560,16.7
frame,lgw,Year 1, spring 5, Friday,3561,16.6
frame,lgw,Year 1, spring 5, Friday,3562,16.7
frame,lgw,Year 1, spring 5, Friday,3563,17.0
frame,lgw,Year 1, spring 5, Friday,3564,16.3
frame,lgw,Year 1, spring 5, Friday,3565,16.7
frame,lgw,Year 1, spring 5, Friday,3566,17.0
frame,lgw,Year 1, spring 5, Friday,3567,21.6
frame,lgw,Year 1, spring 5, Friday,3568,11.6
frame,lgw,Year 1, spring 5, Friday,3569,16.4
frame,lgw,Year 1, spring 5, Friday,3570,16.6
frame,lgw,Year 1, spring 5, Friday,3571,16.8
frame,lgw,Year 1, spring 5, Friday,3572,16.6
frame,lgw,Year 1, spring 5, Friday,3573,16.6
frame,lgw,Year 1, spring 5, Friday,3574,16.7
frame,lgw,Year 1, spring 5, Friday,3575,16.8
frame,lgw,Year 1, spring 5, Friday,3576,16.7
frame,lgw,Year 1, spring 5, Friday,3577,16.8
frame,lgw,Year 1, spring 5, Friday,3578,17.5
frame,lgw,Year 1, spring 5, Friday,3579,15.7
frame,lgw,Year 1, spring 5, Friday,3580,16.6
frame,lgw,Year 1, spring 5, Friday,3581,16.7
frame,lgw,Year 1, spring 5, Friday,3582,16.7
frame,lgw,Year 1, spring 5, Friday,3583,16.8
frame,lgw,Year 1, spring 5, Friday,3584,16.5
frame,lgw,Year 1, spring 5, Friday,3585,16.8
frame,lgw,Year 1, spring 5, Friday,3586,16.7
frame,lgw,Year 1, spring 5, Friday,3587,16.6
frame,lgw,Year 1, spring 5, Friday,3588,17.3
frame,lgw,Year 1, spring 5, Friday,3589,15.9
frame,lgw,Year 1, spring 5, Friday,3590,16.6
frame,lgw,Year 1, spring 5, Friday,3591,16.7
frame,lgw,Year 1, spring 5, Friday,3592,16.8
frame,lgw,Year 1, spring 5, Friday,3593,16.6
frame,lgw,Year 1, spring 5, Friday,3594,16.6
frame,lgw,Year 1, spring 5, Friday,3595,16.7
frame,lgw,Year 1, spring 5, Friday,3596,16.7
frame,lgw,Year 1, spring 5, Friday,3597,16.6
frame,lgw,Year 1, spring 5, Friday,3598,16.8
frame,lgw,Year 1, spring 5, Friday,3599,16.6
frame,lgw,Year 1, spring 5, Friday,3600,17.6
frame,lgw,Year 1, spring 5, Friday,3601,17.9
frame,lgw,Year 1, spring 5, Friday,3602,14.6
frame,lgw,Year 1, spring 5, Friday,3603,16.6
frame,lgw,Year 1, spring 5, Friday,3604,16.9
frame,lgw,Year 1, spring 5, Friday,3605,16.4
frame,lgw,Year 1, spring 5, Friday,3606,16.6
frame,lgw,Year 1, spring 5, Friday,3607,16.7
frame,lgw,Year 1, spring 5, Friday,3608,16.6
frame,lgw,Year 1, spring 5, Friday,3609,18.8
frame,lgw,Year 1, spring 5, Friday,3610,15.5
frame,lgw,Year 1, spring 5, Friday,3611,15.8
frame,lgw,Year 1, spring 5, Friday,3612,16.7
frame,lgw,Year 1, spring 5, Friday,3613,16.7
frame,lgw,Year 1, spring 5, Friday,3614,17.6
frame,lgw,Year 1, spring 5, Friday,3615,16.7
frame,lgw,Year 1, spring 5, Friday,3616,15.7
frame,lgw,Year 1, spring 5, Friday,3617,16.7
frame,lgw,Year 1, spring 5, Friday,3618,16.7
frame,lgw,Year 1, spring 5, Friday,3619,16.7
frame,lgw,Year 1, spring 5, Friday,3620,16.6
frame,lgw,Year 1, spring 5, Friday,3621,16.8
frame,lgw,Year 1, spring 5, Friday,3622,16.5
frame,lgw,Year 1, spring 5, Friday,3623,16.7
frame,lgw,Year 1, spring 5, Friday,3624,16.6
frame,lgw,Year 1, spring 5, Friday,3625,16.7
frame,lgw,Year 1, spring 5, Friday,3626,16.7
frame,lgw,Year 1, spring 5, Friday,3627,16.6
frame,lgw,Year 1, spring 5, Friday,3628,16.7
frame,lgw,Year 1, spring 5, Friday,3629,16.7
frame,lgw,Year 1, spring 5, Friday,3630,16.7
frame,lgw,Year 1, spring 5, Friday,3631,16.7
frame,lgw,Year 1, spring 5, Friday,3632,17.1
frame,lgw,Year 1, spring 5, Friday,3633,16.2
frame,lgw,Year 1, spring 5, Friday,3634,16.9
frame,lgw,Year 1, spring 5, Friday,3635,16.4
frame,lgw,Year 1, spring 5, Friday,3636,16.7
frame,lgw,Year 1, spring 5, Friday,3637,16.8
frame,lgw,Year 1, spring 5, Friday,3638,16.5
frame,lgw,Year 1, spring 5, Friday,3639,16.7
frame,lgw,Year 1, spring 5, Friday,3640,16.8
frame,lgw,Year 1, spring 5, Friday,3641,20.5
frame,lgw,Year 1, spring 5, Friday,3642,13.1
frame,lgw,Year 1, spring 5, Friday,3643,16.2
frame,lgw,Year 1, spring 5, Friday,3644,16.6
frame,lgw,Year 1, spring 5, Friday,3645,16.7
frame,lgw,Year 1, spring 5, Friday,3646,16.7
frame,lgw,Year 1, spring 5, Friday,3647,16.6
frame,lgw,Year 1, spring 5, Friday,3648,16.6
frame,lgw,Year 1, spring 5, Friday,3649,16.7
frame,lgw,Year 1, spring 5, Friday,3650,16.7
frame,lgw,Year 1, spring 5, Friday,3651,16.7
frame,lgw,Year 1, spring 5, Friday,3652,16.7
frame,lgw,Year 1, spring 5, Friday,3653,16.8
frame,lgw,Year 1, spring 5, Friday,3654,16.6
frame,lgw,Year 1, spring 5, Friday,3655,16.6
frame,lgw,Year 1, spring 5, Friday,3656,16.7
frame,lgw,Year 1, spring 5, Friday,3657,16.7
frame,lgw,Year 1, spring 5, Friday,3658,16.7
frame,lgw,Year 1, spring 5, Friday,3659,16.6
frame,lgw,Year 1, spring 5, Friday,3660,16.7
frame,lgw,Year 1, spring 5, Friday,3661,16.7
frame,lgw,Year 1, spring 5, Friday,3662,16.6
frame,lgw,Year 1, spring 5, Friday,3663,16.6
frame,lgw,Year 1, spring 5, Friday,3664,17.8
frame,lgw,Year 1, spring 5, Friday,3665,15.6
frame,lgw,Year 1, spring 5, Friday,3666,16.6
frame,lgw,Year 1, spring 5, Friday,3667,16.8
frame,lgw,Year 1, spring 5, Friday,3668,17.0
frame,lgw,Year 1, spring 5, Friday,3669,16.2
frame,lgw,Year 1, spring 5, Friday,3670,16.6
frame,lgw,Year 1, spring 5, Friday,3671,16.7
frame,lgw,Year 1, spring 5, Friday,3672,16.7
frame,lgw,Year 1, spring 5, Friday,3673,16.7
frame,lgw,Year 1, spring 5, Friday,3674,16.7
frame,lgw,Year 1, spring 5, Friday,3675,16.7
frame,lgw,Year 1, spring 5, Friday,3676,16.7
frame,lgw,Year 1, spring 5, Friday,3677,16.7
frame,lgw,Year 1, spring 5, Friday,3678,16.7
frame,lgw,Year 1, spring 5, Friday,3679,16.5
frame,lgw,Year 1, spring 5, Friday,3680,16.7
frame,lgw,Year 1, spring 5, Friday,3681,17.0
frame,lgw,Year 1, spring 5, Friday,3682,17.0
frame,lgw,Year 1, spring 5, Friday,3683,17.4
frame,lgw,Year 1, spring 5, Friday,3684,15.3
frame,lgw,Year 1, spring 5, Friday,3685,16.7
frame,lgw,Year 1, spring 5, Friday,3686,16.6
frame,lgw,Year 1, spring 5, Friday,3687,19.6
frame,lgw,Year 1, spring 5, Friday,3688,13.7
frame,lgw,Year 1, spring 5, Friday,3689,17.0
frame,lgw,Year 1, spring 5, Friday,3690,16.5
frame,lgw,Year 1, spring 5, Friday,3691,16.7
frame,lgw,Year 1, spring 5, Friday,3692,16.7
frame,lgw,Year 1, spring 5, Friday,3693,16.6
frame,lgw,Year 1, spring 5, Friday,3694,16.6
frame,lgw,Year 1, spring 5, Friday,3695,16.6
frame,lgw,Year 1, spring 5, Friday,3696,18.0
frame,lgw,Year 1, spring 5, Friday,3697,15.4
frame,lgw,Year 1, spring 5, Friday,3698,16.7
frame,lgw,Year 1, spring 5, Friday,3699,16.7
frame,lgw,Year 1, spring 5, Friday,3700,16.6
frame,lgw,Year 1, spring 5, Friday,3701,16.7
frame,lgw,Year 1, spring 5, Friday,3702,16.6
frame,lgw,Year 1, spring 5, Friday,3703,16.9
frame,lgw,Year 1, spring 5, Friday,3704,17.3
frame,lgw,Year 1, spring 5, Friday,3705,15.8
frame,lgw,Year 1, spring 5, Friday,3706,16.7
frame,lgw,Year 1, spring 5, Friday,3707,16.6
frame,lgw,Year 1, spring 5, Friday,3708,16.8
frame,lgw,Year 1, spring 5, Friday,3709,16.6
frame,lgw,Year 1, spring 5, Friday,3710,16.6
frame,lgw,Year 1, spring 5, Friday,3711,16.8
frame,lgw,Year 1, spring 5, Friday,3712,16.5
frame,lgw,Year 1, spring 5, Friday,3713,16.8
frame,lgw,Year 1, spring 5, Friday,3714,16.6
frame,lgw,Year 1, spring 5, Friday,3715,16.7
frame,lgw,Year 1, spring 5, Friday,3716,16.7
frame,lgw,Year 1, spring 5, Friday,3717,16.6
frame,lgw,Year 1, spring 5, Friday,3718,16.6
frame,lgw,Year 1, spring 5, Friday,3719,16.7
frame,lgw,Year 1, spring 5, Friday,3720,16.7
frame,lgw,Year 1, spring 5, Friday,3721,16.6
frame,lgw,Year 1, spring 5, Friday,3722,16.7
frame,lgw,Year 1, spring 5, Friday,3723,16.7
frame,lgw,Year 1, spring 5, Friday,3724,16.6
frame,lgw,Year 1, spring 5, Friday,3725,16.6
frame,lgw,Year 1, spring 5, Friday,3726,16.7
frame,lgw,Year 1, spring 5, Friday,3727,16.6
frame,lgw,Year 1, spring 5, Friday,3728,16.8
frame,lgw,Year 1, spring 5, Friday,3729,17.1
frame,lgw,Year 1, spring 5, Friday,3730,16.2
frame,lgw,Year 1, spring 5, Friday,3731,16.7
frame,lgw,Year 1, spring 5, Friday,3732,16.6
frame,lgw,Year 1, spring 5, Friday,3733,16.7
frame,lgw,Year 1, spring 5, Friday,3734,16.6
frame,lgw,Year 1, spring 5, Friday,3735,16.8
frame,lgw,Year 1, spring 5, Friday,3736,17.7
frame,lgw,Year 1, spring 5, Friday,3737,16.8
frame,lgw,Year 1, spring 5, Friday,3738,15.4
frame,lgw,Year 1, spring 5, Friday,3739,17.4
frame,lgw,Year 1, spring 5, Friday,3740,15.9
frame,lgw,Year 1, spring 5, Friday,3741,17.5
frame,lgw,Year 1, spring 5, Friday,3742,15.8
frame,lgw,Year 1, spring 5, Friday,3743,16.9
frame,lgw,Year 1, spring 5, Friday,3744,16.8
frame,lgw,Year 1, spring 5, Friday,3745,16.3
frame,lgw,Year 1, spring 5, Friday,3746,16.8
frame,lgw,Year 1, spring 5, Friday,3747,17.3
frame,lgw,Year 1, spring 5, Friday,3748,15.8
frame,lgw,Year 1, spring 5, Friday,3749,16.7
frame,lgw,Year 1, spring 5, Friday,3750,16.7
frame,lgw,Year 1, spring 5, Friday,3751,16.7
frame,lgw,Year 1, spring 5, Friday,3752,16.6
frame,lgw,Year 1, spring 5, Friday,3753,16.6
frame,lgw,Year 1, spring 5, Friday,3754,16.7
frame,lgw,Year 1, spring 5, Friday,3755,16.9
frame,lgw,Year 1, spring 5, Friday,3756,16.5
frame,lgw,Year 1, spring 5, Friday,3757,16.8
frame,lgw,Year 1, spring 5, Friday,3758,16.6
frame,lgw,Year 1, spring 5, Friday,3759,17.5
frame,lgw,Year 1, spring 5, Friday,3760,15.8
frame,lgw,Year 1, spring 5, Friday,3761,16.7
frame,lgw,Year 1, spring 5, Friday,3762,16.6
frame,lgw,Year 1, spring 5, Friday,3763,16.8
frame,lgw,Year 1, spring 5, Friday,3764,16.4
frame,lgw,Year 1, spring 5, Friday,3765,16.7
frame,lgw,Year 1, spring 5, Friday,3766,16.7
frame,lgw,Year 1, spring 5, Friday,3767,16.7
frame,lgw,Year 1, spring 5, Friday,3768,16.8
frame,lgw,Year 1, spring 5, Friday,3769,16.5
frame,lgw,Year 1, spring 5, Friday,3770,16.7
frame,lgw,Year 1, spring 5, Friday,3771,16.7
frame,lgw,Year 1, spring 5, Friday,3772,16.7
frame,lgw,Year 1, spring 5, Friday,3773,16.8
frame,lgw,Year 1, spring 5, Friday,3774,16.7
frame,lgw,Year 1, spring 5, Friday,3775,16.6
frame,lgw,Year 1, spring 5, Friday,3776,16.7
frame,lgw,Year 1, spring 5, Friday,3777,16.6
frame,lgw,Year 1, spring 5, Friday,3778,16.7
frame,lgw,Year 1, spring 5, Friday,3779,16.7
frame,lgw,Year 1, spring 5, Friday,3780,27.8
frame,lgw,Year 1, spring 5, Friday,3781,14.1
frame,lgw,Year 1, spring 5, Friday,3782,8.0
frame,lgw,Year 1, spring 5, Friday,3783,16.7
frame,lgw,Year 1, spring 5, Friday,3784,16.7
frame,lgw,Year 1, spring 5, Friday,3785,16.6
frame,lgw,Year 1, spring 5, Friday,3786,16.7
frame,lgw,Year 1, spring 5, Friday,3787,16.8
frame,lgw,Year 1, spring 5, Friday,3788,16.6
frame,lgw,Year 1, spring 5, Friday,3789,16.8
frame,lgw,Year 1, spring 5, Friday,3790,16.5
frame,lgw,Year 1, spring 5, Friday,3791,16.7
frame,lgw,Year 1, spring 5, Friday,3792,16.6
frame,lgw,Year 1, spring 5, Friday,3793,16.7
frame,lgw,Year 1, spring 5, Friday,3794,16.9
frame,lgw,Year 1, spring 5, Friday,3795,19.3
frame,lgw,Year 1, spring 5, Friday,3796,13.7
frame,lgw,Year 1, spring 5, Friday,3797,16.6
frame,lgw,Year 1, spring 5, Friday,3798,16.7
frame,lgw,Year 1, spring 5, Friday,3799,16.6
frame,lgw,Year 1, spring 5, Friday,3800,16.8
frame,lgw,Year 1, spring 5, Friday,3801,16.6
frame,lgw,Year 1, spring 5, Friday,3802,16.7
frame,lgw,Year 1, spring 5, Friday,3803,16.6
frame,lgw,Year 1, spring 5, Friday,3804,16.7
frame,lgw,Year 1, spring 5, Friday,3805,16.8
frame,lgw,Year 1, spring 5, Friday,3806,16.7
frame,lgw,Year 1, spring 5, Friday,3807,16.6
frame,lgw,Year 1, spring 5, Friday,3808,17.6
frame,lgw,Year 1, spring 5, Friday,3809,15.7
frame,lgw,Year 1, spring 5, Friday,3810,16.6
frame,lgw,Year 1, spring 5, Friday,3811,16.7
frame,lgw,Year 1, spring 5, Friday,3812,16.7
frame,lgw,Year 1, spring 5, Friday,3813,17.8
frame,lgw,Year 1, spring 5, Friday,3814,16.3
frame,lgw,Year 1, spring 5, Friday,3815,16.0
frame,lgw,Year 1, spring 5, Friday,3816,16.7
frame,lgw,Year 1, spring 5, Friday,3817,16.7
frame,lgw,Year 1, spring 5, Friday,3818,16.8
frame,lgw,Year 1, spring 5, Friday,3819,16.6
frame,lgw,Year 1, spring 5, Friday,3820,40.8
frame,lgw,Year 1, spring 5, Friday,3821,2.4
frame,lgw,Year 1, spring 5, Friday,3822,6.7
frame,lgw,Year 1, spring 5, Friday,3823,16.6
frame,lgw,Year 1, spring 5, Friday,3824,16.7
frame,lgw,Year 1, spring 5, Friday,3825,16.7
frame,lgw,Year 1, spring 5, Friday,3826,16.7
frame,lgw,Year 1, spring 5, Friday,3827,16.6
frame,lgw,Year 1, spring 5, Friday,3828,16.7
frame,lgw,Year 1, spring 5, Friday,3829,16.6
frame,lgw,Year 1, spring 5, Friday,3830,17.9
frame,lgw,Year 1, spring 5, Friday,3831,16.5
frame,lgw,Year 1, spring 5, Friday,3832,15.7
frame,lgw,Year 1, spring 5, Friday,3833,16.7
frame,lgw,Year 1, spring 5, Friday,3834,16.7
frame,lgw,Year 1, spring 5, Friday,3835,16.6
frame,lgw,Year 1, spring 5, Friday,3836,16.7
frame,lgw,Year 1, spring 5, Friday,3837,16.7
frame,lgw,Year 1, spring 5, Friday,3838,16.7
frame,lgw,Year 1, spring 5, Friday,3839,16.6
frame,lgw,Year 1, spring 5, Friday,3840,16.7
frame,lgw,Year 1, spring 5, Friday,3841,16.6
frame,lgw,Year 1, spring 5, Friday,3842,16.9
frame,lgw,Year 1, spring 5, Friday,3843,16.5
frame,lgw,Year 1, spring 5, Friday,3844,18.0
frame,lgw,Year 1, spring 5, Friday,3845,15.3
frame,lgw,Year 1, spring 5, Friday,3846,16.7
frame,lgw,Year 1, spring 5, Friday,3847,16.6
frame,lgw,Year 1, spring 5, Friday,3848,16.7
frame,lgw,Year 1, spring 5, Friday,3849,16.6
frame,lgw,Year 1, spring 5, Friday,3850,16.8
frame,lgw,Year 1, spring 5, Friday,3851,16.6
frame,lgw,Year 1, spring 5, Friday,3852,16.6
frame,lgw,Year 1, spring 5, Friday,3853,16.6
frame,lgw,Year 1, spring 5, Friday,3854,16.7
frame,lgw,Year 1, spring 5, Friday,3855,16.8
frame,lgw,Year 1, spring 5, Friday,3856,16.5
frame,lgw,Year 1, spring 5, Friday,3857,16.8
frame,lgw,Year 1, spring 5, Friday,3858,16.6
frame,lgw,Year 1, spring 5, Friday,3859,16.7
frame,lgw,Year 1, spring 5, Friday,3860,16.8
frame,lgw,Year 1, spring 5, Friday,3861,16.5
frame,lgw,Year 1, spring 5, Friday,3862,16.7
frame,lgw,Year 1, spring 5, Friday,3863,16.7
frame,lgw,Year 1, spring 5, Friday,3864,17.9
frame,lgw,Year 1, spring 5, Friday,3865,15.5
frame,lgw,Year 1, spring 5, Friday,3866,16.7
frame,lgw,Year 1, spring 5, Friday,3867,16.8
frame,lgw,Year 1, spring 5, Friday,3868,16.6
frame,lgw,Year 1, spring 5, Friday,3869,16.6
frame,lgw,Year 1, spring 5, Friday,3870,16.8
frame,lgw,Year 1, spring 5, Friday,3871,16.5
frame,lgw,Year 1, spring 5, Friday,3872,16.7
frame,lgw,Year 1, spring 5, Friday,3873,16.7
frame,lgw,Year 1, spring 5, Friday,3874,16.7
frame,lgw,Year 1, spring 5, Friday,3875,16.7
frame,lgw,Year 1, spring 5, Friday,3876,16.7
frame,lgw,Year 1, spring 5, Friday,3877,16.7
frame,lgw,Year 1, spring 5, Friday,3878,16.6
frame,lgw,Year 1, spring 5, Friday,3879,16.8
frame,lgw,Year 1, spring 5, Friday,3880,16.6
frame,lgw,Year 1, spring 5, Friday,3881,17.0
frame,lgw,Year 1, spring 5, Friday,3882,16.3
frame,lgw,Year 1, spring 5, Friday,3883,16.6
frame,lgw,Year 1, spring 5, Friday,3884,16.8
frame,lgw,Year 1, spring 5, Friday,3885,16.6
frame,lgw,Year 1, spring 5, Friday,3886,16.6
frame,lgw,Year 1, spring 5, Friday,3887,16.7
frame,lgw,Year 1, spring 5, Friday,3888,16.7
frame,lgw,Year 1, spring 5, Friday,3889,16.7
frame,lgw,Year 1, spring 5, Friday,3890,16.6
frame,lgw,Year 1, spring 5, Friday,3891,16.7
frame,lgw,Year 1, spring 5, Friday,3892,16.7
frame,lgw,Year 1, spring 5, Friday,3893,16.8
frame,lgw,Year 1, spring 5, Friday,3894,16.6
