kind,player,date,name,calls,total_ms,avg_ms,max_ms
frame,lgw,Year 1, spring 8, Monday,4558,16.7
frame,lgw,Year 1, spring 8, Monday,4559,16.6
frame,lgw,Year 1, spring 8, Monday,4560,16.7
frame,lgw,Year 1, spring 8, Monday,4561,16.7
frame,lgw,Year 1, spring 8, Monday,4562,16.6
frame,lgw,Year 1, spring 8, Monday,4563,16.6
frame,lgw,Year 1, spring 8, Monday,4564,16.7
frame,lgw,Year 1, spring 8, Monday,4565,16.8
frame,lgw,Year 1, spring 8, Monday,4566,16.7
frame,lgw,Year 1, spring 8, Monday,4567,16.6
frame,lgw,Year 1, spring 8, Monday,4568,16.6
frame,lgw,Year 1, spring 8, Monday,4569,16.7
frame,lgw,Year 1, spring 8, Monday,4570,16.6
frame,lgw,Year 1, spring 8, Monday,4571,16.6
frame,lgw,Year 1, spring 8, Monday,4572,16.7
frame,lgw,Year 1, spring 8, Monday,4573,16.6
frame,lgw,Year 1, spring 8, Monday,4574,16.7
frame,lgw,Year 1, spring 8, Monday,4575,16.6
frame,lgw,Year 1, spring 8, Monday,4576,16.7
frame,lgw,Year 1, spring 8, Monday,4577,16.7
frame,lgw,Year 1, spring 8, Monday,4578,16.8
frame,lgw,Year 1, spring 8, Monday,4579,16.7
frame,lgw,Year 1, spring 8, Monday,4580,16.8
frame,lgw,Year 1, spring 8, Monday,4581,16.4
frame,lgw,Year 1, spring 8, Monday,4582,16.9
frame,lgw,Year 1, spring 8, Monday,4583,16.5
frame,lgw,Year 1, spring 8, Monday,4584,16.6
frame,lgw,Year 1, spring 8, Monday,4585,16.7
switch,lgw,Year 1, spring 9, Tuesday,600,275.6
switchdetail,lgw,Year 1, spring 9, Tuesday,730,0,0.0
lag,lgw,Year 1, spring 9, Tuesday,4588,275.6
lag,lgw,Year 1, spring 9, Tuesday,4589,2127.4
frame,lgw,Year 1, spring 9, Tuesday,4586,33.5
frame,lgw,Year 1, spring 9, Tuesday,4587,275.6
frame,lgw,Year 1, spring 9, Tuesday,4588,500.0
frame,lgw,Year 1, spring 9, Tuesday,4589,4.6
frame,lgw,Year 1, spring 9, Tuesday,4590,15.8
frame,lgw,Year 1, spring 9, Tuesday,4591,16.7
frame,lgw,Year 1, spring 9, Tuesday,4592,16.6
frame,lgw,Year 1, spring 9, Tuesday,4593,16.7
frame,lgw,Year 1, spring 9, Tuesday,4594,16.7
frame,lgw,Year 1, spring 9, Tuesday,4595,16.6
frame,lgw,Year 1, spring 9, Tuesday,4596,16.8
frame,lgw,Year 1, spring 9, Tuesday,4597,16.6
frame,lgw,Year 1, spring 9, Tuesday,4598,16.7
frame,lgw,Year 1, spring 9, Tuesday,4599,16.5
frame,lgw,Year 1, spring 9, Tuesday,4600,16.8
frame,lgw,Year 1, spring 9, Tuesday,4601,16.6
frame,lgw,Year 1, spring 9, Tuesday,4602,17.4
frame,lgw,Year 1, spring 9, Tuesday,4603,15.9
frame,lgw,Year 1, spring 9, Tuesday,4604,16.7
frame,lgw,Year 1, spring 9, Tuesday,4605,16.6
frame,lgw,Year 1, spring 9, Tuesday,4606,17.3
frame,lgw,Year 1, spring 9, Tuesday,4607,16.1
frame,lgw,Year 1, spring 9, Tuesday,4608,16.7
frame,lgw,Year 1, spring 9, Tuesday,4609,16.7
frame,lgw,Year 1, spring 9, Tuesday,4610,16.8
frame,lgw,Year 1, spring 9, Tuesday,4611,16.9
frame,lgw,Year 1, spring 9, Tuesday,4612,16.4
frame,lgw,Year 1, spring 9, Tuesday,4613,16.7
frame,lgw,Year 1, spring 9, Tuesday,4614,16.6
frame,lgw,Year 1, spring 9, Tuesday,4615,16.7
frame,lgw,Year 1, spring 9, Tuesday,4616,16.7
frame,lgw,Year 1, spring 9, Tuesday,4617,16.7
frame,lgw,Year 1, spring 9, Tuesday,4618,16.6
frame,lgw,Year 1, spring 9, Tuesday,4619,16.8
frame,lgw,Year 1, spring 9, Tuesday,4620,16.5
frame,lgw,Year 1, spring 9, Tuesday,4621,16.9
frame,lgw,Year 1, spring 9, Tuesday,4622,16.5
frame,lgw,Year 1, spring 9, Tuesday,4623,16.6
frame,lgw,Year 1, spring 9, Tuesday,4624,16.6
frame,lgw,Year 1, spring 9, Tuesday,4625,16.7
frame,lgw,Year 1, spring 9, Tuesday,4626,16.6
frame,lgw,Year 1, spring 9, Tuesday,4627,16.7
frame,lgw,Year 1, spring 9, Tuesday,4628,16.7
frame,lgw,Year 1, spring 9, Tuesday,4629,16.6
frame,lgw,Year 1, spring 9, Tuesday,4630,16.7
frame,lgw,Year 1, spring 9, Tuesday,4631,16.7
frame,lgw,Year 1, spring 9, Tuesday,4632,16.6
frame,lgw,Year 1, spring 9, Tuesday,4633,16.9
frame,lgw,Year 1, spring 9, Tuesday,4634,16.5
frame,lgw,Year 1, spring 9, Tuesday,4635,16.7
frame,lgw,Year 1, spring 9, Tuesday,4636,16.5
frame,lgw,Year 1, spring 9, Tuesday,4637,16.7
frame,lgw,Year 1, spring 9, Tuesday,4638,16.7
frame,lgw,Year 1, spring 9, Tuesday,4639,16.7
frame,lgw,Year 1, spring 9, Tuesday,4640,22.5
frame,lgw,Year 1, spring 9, Tuesday,4641,11.3
frame,lgw,Year 1, spring 9, Tuesday,4642,16.1
frame,lgw,Year 1, spring 9, Tuesday,4643,16.7
frame,lgw,Year 1, spring 9, Tuesday,4644,16.7
frame,lgw,Year 1, spring 9, Tuesday,4645,16.7
frame,lgw,Year 1, spring 9, Tuesday,4646,16.7
frame,lgw,Year 1, spring 9, Tuesday,4647,16.7
frame,lgw,Year 1, spring 9, Tuesday,4648,16.8
frame,lgw,Year 1, spring 9, Tuesday,4649,16.5
frame,lgw,Year 1, spring 9, Tuesday,4650,16.6
frame,lgw,Year 1, spring 9, Tuesday,4651,16.6
frame,lgw,Year 1, spring 9, Tuesday,4652,16.7
frame,lgw,Year 1, spring 9, Tuesday,4653,16.6
frame,lgw,Year 1, spring 9, Tuesday,4654,16.7
frame,lgw,Year 1, spring 9, Tuesday,4655,16.7
frame,lgw,Year 1, spring 9, Tuesday,4656,16.7
frame,lgw,Year 1, spring 9, Tuesday,4657,16.6
frame,lgw,Year 1, spring 9, Tuesday,4658,16.7
frame,lgw,Year 1, spring 9, Tuesday,4659,16.7
frame,lgw,Year 1, spring 9, Tuesday,4660,16.7
frame,lgw,Year 1, spring 9, Tuesday,4661,16.7
frame,lgw,Year 1, spring 9, Tuesday,4662,16.8
frame,lgw,Year 1, spring 9, Tuesday,4663,16.5
frame,lgw,Year 1, spring 9, Tuesday,4664,16.8
frame,lgw,Year 1, spring 9, Tuesday,4665,16.8
frame,lgw,Year 1, spring 9, Tuesday,4666,16.5
frame,lgw,Year 1, spring 9, Tuesday,4667,16.7
frame,lgw,Year 1, spring 9, Tuesday,4668,16.7
frame,lgw,Year 1, spring 9, Tuesday,4669,16.8
frame,lgw,Year 1, spring 9, Tuesday,4670,16.7
frame,lgw,Year 1, spring 9, Tuesday,4671,16.7
frame,lgw,Year 1, spring 9, Tuesday,4672,16.5
frame,lgw,Year 1, spring 9, Tuesday,4673,16.8
frame,lgw,Year 1, spring 9, Tuesday,4674,16.7
frame,lgw,Year 1, spring 9, Tuesday,4675,16.9
frame,lgw,Year 1, spring 9, Tuesday,4676,16.5
frame,lgw,Year 1, spring 9, Tuesday,4677,16.5
frame,lgw,Year 1, spring 9, Tuesday,4678,16.7
frame,lgw,Year 1, spring 9, Tuesday,4679,16.7
frame,lgw,Year 1, spring 9, Tuesday,4680,16.7
frame,lgw,Year 1, spring 9, Tuesday,4681,16.7
frame,lgw,Year 1, spring 9, Tuesday,4682,16.7
frame,lgw,Year 1, spring 9, Tuesday,4683,17.8
frame,lgw,Year 1, spring 9, Tuesday,4684,15.5
frame,lgw,Year 1, spring 9, Tuesday,4685,16.7
frame,lgw,Year 1, spring 9, Tuesday,4686,16.8
frame,lgw,Year 1, spring 9, Tuesday,4687,16.6
frame,lgw,Year 1, spring 9, Tuesday,4688,16.6
frame,lgw,Year 1, spring 9, Tuesday,4689,16.7
frame,lgw,Year 1, spring 9, Tuesday,4690,16.6
frame,lgw,Year 1, spring 9, Tuesday,4691,16.7
frame,lgw,Year 1, spring 9, Tuesday,4692,16.7
frame,lgw,Year 1, spring 9, Tuesday,4693,16.6
frame,lgw,Year 1, spring 9, Tuesday,4694,17.4
frame,lgw,Year 1, spring 9, Tuesday,4695,16.0
frame,lgw,Year 1, spring 9, Tuesday,4696,16.6
frame,lgw,Year 1, spring 9, Tuesday,4697,16.7
frame,lgw,Year 1, spring 9, Tuesday,4698,16.6
frame,lgw,Year 1, spring 9, Tuesday,4699,16.6
frame,lgw,Year 1, spring 9, Tuesday,4700,16.8
frame,lgw,Year 1, spring 9, Tuesday,4701,16.6
frame,lgw,Year 1, spring 9, Tuesday,4702,16.7
frame,lgw,Year 1, spring 9, Tuesday,4703,16.8
frame,lgw,Year 1, spring 9, Tuesday,4704,16.5
frame,lgw,Year 1, spring 9, Tuesday,4705,16.7
frame,lgw,Year 1, spring 9, Tuesday,4706,16.7
frame,lgw,Year 1, spring 9, Tuesday,4707,16.8
frame,lgw,Year 1, spring 9, Tuesday,4708,16.6
frame,lgw,Year 1, spring 9, Tuesday,4709,16.6
frame,lgw,Year 1, spring 9, Tuesday,4710,16.7
frame,lgw,Year 1, spring 9, Tuesday,4711,16.7
frame,lgw,Year 1, spring 9, Tuesday,4712,16.7
frame,lgw,Year 1, spring 9, Tuesday,4713,16.6
frame,lgw,Year 1, spring 9, Tuesday,4714,16.6
frame,lgw,Year 1, spring 9, Tuesday,4715,16.7
frame,lgw,Year 1, spring 9, Tuesday,4716,16.7
frame,lgw,Year 1, spring 9, Tuesday,4717,16.6
frame,lgw,Year 1, spring 9, Tuesday,4718,16.6
frame,lgw,Year 1, spring 9, Tuesday,4719,16.7
frame,lgw,Year 1, spring 9, Tuesday,4720,20.0
frame,lgw,Year 1, spring 9, Tuesday,4721,13.4
frame,lgw,Year 1, spring 9, Tuesday,4722,16.7
frame,lgw,Year 1, spring 9, Tuesday,4723,16.6
frame,lgw,Year 1, spring 9, Tuesday,4724,16.7
frame,lgw,Year 1, spring 9, Tuesday,4725,16.7
frame,lgw,Year 1, spring 9, Tuesday,4726,16.6
frame,lgw,Year 1, spring 9, Tuesday,4727,16.6
frame,lgw,Year 1, spring 9, Tuesday,4728,16.8
frame,lgw,Year 1, spring 9, Tuesday,4729,16.5
frame,lgw,Year 1, spring 9, Tuesday,4730,16.8
frame,lgw,Year 1, spring 9, Tuesday,4731,16.6
frame,lgw,Year 1, spring 9, Tuesday,4732,17.6
frame,lgw,Year 1, spring 9, Tuesday,4733,15.8
frame,lgw,Year 1, spring 9, Tuesday,4734,16.7
frame,lgw,Year 1, spring 9, Tuesday,4735,16.9
frame,lgw,Year 1, spring 9, Tuesday,4736,16.4
frame,lgw,Year 1, spring 9, Tuesday,4737,16.7
frame,lgw,Year 1, spring 9, Tuesday,4738,16.7
frame,lgw,Year 1, spring 9, Tuesday,4739,16.7
frame,lgw,Year 1, spring 9, Tuesday,4740,16.6
frame,lgw,Year 1, spring 9, Tuesday,4741,16.6
frame,lgw,Year 1, spring 9, Tuesday,4742,16.7
frame,lgw,Year 1, spring 9, Tuesday,4743,16.7
frame,lgw,Year 1, spring 9, Tuesday,4744,16.6
frame,lgw,Year 1, spring 9, Tuesday,4745,16.7
frame,lgw,Year 1, spring 9, Tuesday,4746,16.7
frame,lgw,Year 1, spring 9, Tuesday,4747,16.7
frame,lgw,Year 1, spring 9, Tuesday,4748,16.6
frame,lgw,Year 1, spring 9, Tuesday,4749,16.6
frame,lgw,Year 1, spring 9, Tuesday,4750,16.7
frame,lgw,Year 1, spring 9, Tuesday,4751,16.7
frame,lgw,Year 1, spring 9, Tuesday,4752,16.7
frame,lgw,Year 1, spring 9, Tuesday,4753,16.7
frame,lgw,Year 1, spring 9, Tuesday,4754,16.6
frame,lgw,Year 1, spring 9, Tuesday,4755,16.6
frame,lgw,Year 1, spring 9, Tuesday,4756,16.7
frame,lgw,Year 1, spring 9, Tuesday,4757,16.6
frame,lgw,Year 1, spring 9, Tuesday,4758,18.5
frame,lgw,Year 1, spring 9, Tuesday,4759,14.9
frame,lgw,Year 1, spring 9, Tuesday,4760,16.6
frame,lgw,Year 1, spring 9, Tuesday,4761,16.7
frame,lgw,Year 1, spring 9, Tuesday,4762,16.6
frame,lgw,Year 1, spring 9, Tuesday,4763,16.7
frame,lgw,Year 1, spring 9, Tuesday,4764,16.7
frame,lgw,Year 1, spring 9, Tuesday,4765,16.7
frame,lgw,Year 1, spring 9, Tuesday,4766,16.7
frame,lgw,Year 1, spring 9, Tuesday,4767,16.7
frame,lgw,Year 1, spring 9, Tuesday,4768,16.7
frame,lgw,Year 1, spring 9, Tuesday,4769,16.6
frame,lgw,Year 1, spring 9, Tuesday,4770,16.8
frame,lgw,Year 1, spring 9, Tuesday,4771,16.5
frame,lgw,Year 1, spring 9, Tuesday,4772,16.6
frame,lgw,Year 1, spring 9, Tuesday,4773,16.7
frame,lgw,Year 1, spring 9, Tuesday,4774,16.7
frame,lgw,Year 1, spring 9, Tuesday,4775,16.7
frame,lgw,Year 1, spring 9, Tuesday,4776,16.7
frame,lgw,Year 1, spring 9, Tuesday,4777,16.6
frame,lgw,Year 1, spring 9, Tuesday,4778,16.6
frame,lgw,Year 1, spring 9, Tuesday,4779,16.7
frame,lgw,Year 1, spring 9, Tuesday,4780,16.6
frame,lgw,Year 1, spring 9, Tuesday,4781,16.7
frame,lgw,Year 1, spring 9, Tuesday,4782,16.7
frame,lgw,Year 1, spring 9, Tuesday,4783,16.7
frame,lgw,Year 1, spring 9, Tuesday,4784,16.7
frame,lgw,Year 1, spring 9, Tuesday,4785,16.6
frame,lgw,Year 1, spring 9, Tuesday,4786,16.7
frame,lgw,Year 1, spring 9, Tuesday,4787,16.7
frame,lgw,Year 1, spring 9, Tuesday,4788,16.7
frame,lgw,Year 1, spring 9, Tuesday,4789,16.7
frame,lgw,Year 1, spring 9, Tuesday,4790,16.8
frame,lgw,Year 1, spring 9, Tuesday,4791,16.8
frame,lgw,Year 1, spring 9, Tuesday,4792,16.6
frame,lgw,Year 1, spring 9, Tuesday,4793,16.6
frame,lgw,Year 1, spring 9, Tuesday,4794,16.6
