kind,player,date,name,calls,total_ms,avg_ms,max_ms
switch,lgw,Year 1, summer 7, Sunday,610,100.6
frame,lgw,Year 1, summer 7, Sunday,5178,21.5
frame,lgw,Year 1, summer 7, Sunday,5179,21.9
frame,lgw,Year 1, summer 7, Sunday,5180,0.1
frame,lgw,Year 1, summer 7, Sunday,5181,21.7
frame,lgw,Year 1, summer 7, Sunday,5182,21.6
frame,lgw,Year 1, summer 7, Sunday,5183,22.9
frame,lgw,Year 1, summer 7, Sunday,5184,0.1
frame,lgw,Year 1, summer 7, Sunday,5185,21.1
frame,lgw,Year 1, summer 7, Sunday,5186,21.0
frame,lgw,Year 1, summer 7, Sunday,5187,21.3
frame,lgw,Year 1, summer 7, Sunday,5188,0.1
frame,lgw,Year 1, summer 7, Sunday,5189,21.8
frame,lgw,Year 1, summer 7, Sunday,5190,21.7
frame,lgw,Year 1, summer 7, Sunday,5191,21.0
frame,lgw,Year 1, summer 7, Sunday,5192,21.6
frame,lgw,Year 1, summer 7, Sunday,5193,0.2
frame,lgw,Year 1, summer 7, Sunday,5194,21.8
frame,lgw,Year 1, summer 7, Sunday,5195,21.1
frame,lgw,Year 1, summer 7, Sunday,5196,21.0
frame,lgw,Year 1, summer 7, Sunday,5197,0.2
frame,lgw,Year 1, summer 7, Sunday,5198,22.5
frame,lgw,Year 1, summer 7, Sunday,5199,21.5
frame,lgw,Year 1, summer 7, Sunday,5200,21.6
frame,lgw,Year 1, summer 7, Sunday,5201,0.2
frame,lgw,Year 1, summer 7, Sunday,5202,21.8
frame,lgw,Year 1, summer 7, Sunday,5203,21.1
frame,lgw,Year 1, summer 7, Sunday,5204,21.3
frame,lgw,Year 1, summer 7, Sunday,5205,21.1
frame,lgw,Year 1, summer 7, Sunday,5206,0.1
frame,lgw,Year 1, summer 7, Sunday,5207,22.4
frame,lgw,Year 1, summer 7, Sunday,5208,21.2
frame,lgw,Year 1, summer 7, Sunday,5209,21.5
frame,lgw,Year 1, summer 7, Sunday,5210,0.3
frame,lgw,Year 1, summer 7, Sunday,5211,21.1
frame,lgw,Year 1, summer 7, Sunday,5212,21.3
frame,lgw,Year 1, summer 7, Sunday,5213,21.7
frame,lgw,Year 1, summer 7, Sunday,5214,21.6
frame,lgw,Year 1, summer 7, Sunday,5215,0.3
frame,lgw,Year 1, summer 7, Sunday,5216,21.5
frame,lgw,Year 1, summer 7, Sunday,5217,22.5
frame,lgw,Year 1, summer 7, Sunday,5218,21.0
frame,lgw,Year 1, summer 7, Sunday,5219,0.1
frame,lgw,Year 1, summer 7, Sunday,5220,20.8
frame,lgw,Year 1, summer 7, Sunday,5221,21.3
frame,lgw,Year 1, summer 7, Sunday,5222,21.8
frame,lgw,Year 1, summer 7, Sunday,5223,21.2
frame,lgw,Year 1, summer 7, Sunday,5224,0.1
frame,lgw,Year 1, summer 7, Sunday,5225,21.0
frame,lgw,Year 1, summer 7, Sunday,5226,21.5
frame,lgw,Year 1, summer 7, Sunday,5227,22.0
frame,lgw,Year 1, summer 7, Sunday,5228,0.2
frame,lgw,Year 1, summer 7, Sunday,5229,21.8
frame,lgw,Year 1, summer 7, Sunday,5230,21.5
frame,lgw,Year 1, summer 7, Sunday,5231,21.1
frame,lgw,Year 1, summer 7, Sunday,5232,0.1
frame,lgw,Year 1, summer 7, Sunday,5233,21.1
frame,lgw,Year 1, summer 7, Sunday,5234,21.6
frame,lgw,Year 1, summer 7, Sunday,5235,21.6
frame,lgw,Year 1, summer 7, Sunday,5236,21.6
frame,lgw,Year 1, summer 7, Sunday,5237,0.3
frame,lgw,Year 1, summer 7, Sunday,5238,21.1
frame,lgw,Year 1, summer 7, Sunday,5239,21.1
frame,lgw,Year 1, summer 7, Sunday,5240,21.0
frame,lgw,Year 1, summer 7, Sunday,5241,21.2
frame,lgw,Year 1, summer 7, Sunday,5242,0.1
frame,lgw,Year 1, summer 7, Sunday,5243,21.3
frame,lgw,Year 1, summer 7, Sunday,5244,22.1
frame,lgw,Year 1, summer 7, Sunday,5245,21.4
frame,lgw,Year 1, summer 7, Sunday,5246,0.1
frame,lgw,Year 1, summer 7, Sunday,5247,22.1
frame,lgw,Year 1, summer 7, Sunday,5248,21.2
frame,lgw,Year 1, summer 7, Sunday,5249,20.9
frame,lgw,Year 1, summer 7, Sunday,5250,0.1
frame,lgw,Year 1, summer 7, Sunday,5251,21.0
frame,lgw,Year 1, summer 7, Sunday,5252,21.0
frame,lgw,Year 1, summer 7, Sunday,5253,21.0
frame,lgw,Year 1, summer 7, Sunday,5254,21.3
frame,lgw,Year 1, summer 7, Sunday,5255,0.3
frame,lgw,Year 1, summer 7, Sunday,5256,22.0
frame,lgw,Year 1, summer 7, Sunday,5257,21.2
frame,lgw,Year 1, summer 7, Sunday,5258,21.2
frame,lgw,Year 1, summer 7, Sunday,5259,21.0
frame,lgw,Year 1, summer 7, Sunday,5260,0.1
frame,lgw,Year 1, summer 7, Sunday,5261,21.3
frame,lgw,Year 1, summer 7, Sunday,5262,22.0
frame,lgw,Year 1, summer 7, Sunday,5263,22.2
frame,lgw,Year 1, summer 7, Sunday,5264,0.2
frame,lgw,Year 1, summer 7, Sunday,5265,21.6
frame,lgw,Year 1, summer 7, Sunday,5266,21.1
frame,lgw,Year 1, summer 7, Sunday,5267,20.9
frame,lgw,Year 1, summer 7, Sunday,5268,20.8
frame,lgw,Year 1, summer 7, Sunday,5269,0.3
frame,lgw,Year 1, summer 7, Sunday,5270,21.4
frame,lgw,Year 1, summer 7, Sunday,5271,21.1
frame,lgw,Year 1, summer 7, Sunday,5272,21.3
frame,lgw,Year 1, summer 7, Sunday,5273,0.1
frame,lgw,Year 1, summer 7, Sunday,5274,22.3
frame,lgw,Year 1, summer 7, Sunday,5275,21.1
frame,lgw,Year 1, summer 7, Sunday,5276,20.9
frame,lgw,Year 1, summer 7, Sunday,5277,20.9
frame,lgw,Year 1, summer 7, Sunday,5278,0.2
frame,lgw,Year 1, summer 7, Sunday,5279,21.2
frame,lgw,Year 1, summer 7, Sunday,5280,21.4
frame,lgw,Year 1, summer 7, Sunday,5281,21.5
frame,lgw,Year 1, summer 7, Sunday,5282,0.1
frame,lgw,Year 1, summer 7, Sunday,5283,21.5
frame,lgw,Year 1, summer 7, Sunday,5284,20.9
frame,lgw,Year 1, summer 7, Sunday,5285,22.2
frame,lgw,Year 1, summer 7, Sunday,5286,21.6
frame,lgw,Year 1, summer 7, Sunday,5287,0.3
frame,lgw,Year 1, summer 7, Sunday,5288,21.1
frame,lgw,Year 1, summer 7, Sunday,5289,21.6
frame,lgw,Year 1, summer 7, Sunday,5290,21.1
frame,lgw,Year 1, summer 7, Sunday,5291,0.2
frame,lgw,Year 1, summer 7, Sunday,5292,20.9
frame,lgw,Year 1, summer 7, Sunday,5293,21.5
frame,lgw,Year 1, summer 7, Sunday,5294,21.7
frame,lgw,Year 1, summer 7, Sunday,5295,21.2
frame,lgw,Year 1, summer 7, Sunday,5296,0.1
frame,lgw,Year 1, summer 7, Sunday,5297,20.8
frame,lgw,Year 1, summer 7, Sunday,5298,21.0
frame,lgw,Year 1, summer 7, Sunday,5299,20.9
frame,lgw,Year 1, summer 7, Sunday,5300,21.1
frame,lgw,Year 1, summer 7, Sunday,5301,0.1
frame,lgw,Year 1, summer 7, Sunday,5302,21.1
frame,lgw,Year 1, summer 7, Sunday,5303,21.7
frame,lgw,Year 1, summer 7, Sunday,5304,20.9
frame,lgw,Year 1, summer 7, Sunday,5305,0.2
frame,lgw,Year 1, summer 7, Sunday,5306,21.1
frame,lgw,Year 1, summer 7, Sunday,5307,21.5
frame,lgw,Year 1, summer 7, Sunday,5308,21.4
frame,lgw,Year 1, summer 7, Sunday,5309,21.3
frame,lgw,Year 1, summer 7, Sunday,5310,0.2
frame,lgw,Year 1, summer 7, Sunday,5311,21.9
frame,lgw,Year 1, summer 7, Sunday,5312,21.4
frame,lgw,Year 1, summer 7, Sunday,5313,20.9
frame,lgw,Year 1, summer 7, Sunday,5314,0.1
frame,lgw,Year 1, summer 7, Sunday,5315,20.8
frame,lgw,Year 1, summer 7, Sunday,5316,20.9
frame,lgw,Year 1, summer 7, Sunday,5317,22.2
frame,lgw,Year 1, summer 7, Sunday,5318,22.6
frame,lgw,Year 1, summer 7, Sunday,5319,0.1
frame,lgw,Year 1, summer 7, Sunday,5320,20.9
frame,lgw,Year 1, summer 7, Sunday,5321,21.1
frame,lgw,Year 1, summer 7, Sunday,5322,22.4
frame,lgw,Year 1, summer 7, Sunday,5323,0.1
frame,lgw,Year 1, summer 7, Sunday,5324,21.4
frame,lgw,Year 1, summer 7, Sunday,5325,21.3
frame,lgw,Year 1, summer 7, Sunday,5326,6.6
frame,lgw,Year 1, summer 7, Sunday,5327,15.4
frame,lgw,Year 1, summer 7, Sunday,5328,65.8
frame,lgw,Year 1, summer 7, Sunday,5329,0.3
frame,lgw,Year 1, summer 7, Sunday,5330,0.2
frame,lgw,Year 1, summer 7, Sunday,5331,1.5
frame,lgw,Year 1, summer 7, Sunday,5332,41.1
frame,lgw,Year 1, summer 7, Sunday,5333,0.2
frame,lgw,Year 1, summer 7, Sunday,5334,7.5
frame,lgw,Year 1, summer 7, Sunday,5335,16.7
frame,lgw,Year 1, summer 7, Sunday,5336,16.7
frame,lgw,Year 1, summer 7, Sunday,5337,16.6
frame,lgw,Year 1, summer 7, Sunday,5338,16.6
frame,lgw,Year 1, summer 7, Sunday,5339,16.7
frame,lgw,Year 1, summer 7, Sunday,5340,16.6
frame,lgw,Year 1, summer 7, Sunday,5341,16.9
frame,lgw,Year 1, summer 7, Sunday,5342,16.5
frame,lgw,Year 1, summer 7, Sunday,5343,16.7
frame,lgw,Year 1, summer 7, Sunday,5344,16.6
frame,lgw,Year 1, summer 7, Sunday,5345,16.7
frame,lgw,Year 1, summer 7, Sunday,5346,16.6
frame,lgw,Year 1, summer 7, Sunday,5347,16.8
frame,lgw,Year 1, summer 7, Sunday,5348,16.6
frame,lgw,Year 1, summer 7, Sunday,5349,16.6
frame,lgw,Year 1, summer 7, Sunday,5350,16.7
frame,lgw,Year 1, summer 7, Sunday,5351,16.6
frame,lgw,Year 1, summer 7, Sunday,5352,16.7
frame,lgw,Year 1, summer 7, Sunday,5353,16.7
frame,lgw,Year 1, summer 7, Sunday,5354,16.7
frame,lgw,Year 1, summer 7, Sunday,5355,16.7
frame,lgw,Year 1, summer 7, Sunday,5356,16.7
frame,lgw,Year 1, summer 7, Sunday,5357,16.6
frame,lgw,Year 1, summer 7, Sunday,5358,16.6
frame,lgw,Year 1, summer 7, Sunday,5359,16.6
frame,lgw,Year 1, summer 7, Sunday,5360,16.7
frame,lgw,Year 1, summer 7, Sunday,5361,16.7
frame,lgw,Year 1, summer 7, Sunday,5362,16.8
frame,lgw,Year 1, summer 7, Sunday,5363,16.5
frame,lgw,Year 1, summer 7, Sunday,5364,16.6
frame,lgw,Year 1, summer 7, Sunday,5365,16.7
frame,lgw,Year 1, summer 7, Sunday,5366,16.7
frame,lgw,Year 1, summer 7, Sunday,5367,16.6
frame,lgw,Year 1, summer 7, Sunday,5368,16.7
frame,lgw,Year 1, summer 7, Sunday,5369,16.7
frame,lgw,Year 1, summer 7, Sunday,5370,16.6
frame,lgw,Year 1, summer 7, Sunday,5371,16.7
frame,lgw,Year 1, summer 7, Sunday,5372,16.6
frame,lgw,Year 1, summer 7, Sunday,5373,16.7
frame,lgw,Year 1, summer 7, Sunday,5374,16.7
frame,lgw,Year 1, summer 7, Sunday,5375,16.7
frame,lgw,Year 1, summer 7, Sunday,5376,16.6
frame,lgw,Year 1, summer 7, Sunday,5377,16.8
frame,lgw,Year 1, summer 7, Sunday,5378,16.6
frame,lgw,Year 1, summer 7, Sunday,5379,16.6
frame,lgw,Year 1, summer 7, Sunday,5380,16.7
frame,lgw,Year 1, summer 7, Sunday,5381,16.8
frame,lgw,Year 1, summer 7, Sunday,5382,16.8
frame,lgw,Year 1, summer 7, Sunday,5383,16.4
frame,lgw,Year 1, summer 7, Sunday,5384,16.7
frame,lgw,Year 1, summer 7, Sunday,5385,16.7
frame,lgw,Year 1, summer 7, Sunday,5386,16.7
frame,lgw,Year 1, summer 7, Sunday,5387,16.6
frame,lgw,Year 1, summer 7, Sunday,5388,16.7
frame,lgw,Year 1, summer 7, Sunday,5389,16.7
frame,lgw,Year 1, summer 7, Sunday,5390,16.7
frame,lgw,Year 1, summer 7, Sunday,5391,16.7
frame,lgw,Year 1, summer 7, Sunday,5392,16.7
frame,lgw,Year 1, summer 7, Sunday,5393,17.2
frame,lgw,Year 1, summer 7, Sunday,5394,16.1
frame,lgw,Year 1, summer 7, Sunday,5395,16.7
frame,lgw,Year 1, summer 7, Sunday,5396,16.8
frame,lgw,Year 1, summer 7, Sunday,5397,16.6
frame,lgw,Year 1, summer 7, Sunday,5398,16.5
frame,lgw,Year 1, summer 7, Sunday,5399,16.7
frame,lgw,Year 1, summer 7, Sunday,5400,16.7
frame,lgw,Year 1, summer 7, Sunday,5401,16.7
frame,lgw,Year 1, summer 7, Sunday,5402,16.7
frame,lgw,Year 1, summer 7, Sunday,5403,16.5
frame,lgw,Year 1, summer 7, Sunday,5404,16.7
frame,lgw,Year 1, summer 7, Sunday,5405,16.7
frame,lgw,Year 1, summer 7, Sunday,5406,16.6
frame,lgw,Year 1, summer 7, Sunday,5407,16.8
frame,lgw,Year 1, summer 7, Sunday,5408,16.6
frame,lgw,Year 1, summer 7, Sunday,5409,16.6
frame,lgw,Year 1, summer 7, Sunday,5410,17.0
frame,lgw,Year 1, summer 7, Sunday,5411,16.5
frame,lgw,Year 1, summer 7, Sunday,5412,16.6
frame,lgw,Year 1, summer 7, Sunday,5413,16.6
frame,lgw,Year 1, summer 7, Sunday,5414,16.7
frame,lgw,Year 1, summer 7, Sunday,5415,16.7
frame,lgw,Year 1, summer 7, Sunday,5416,16.7
frame,lgw,Year 1, summer 7, Sunday,5417,16.7
frame,lgw,Year 1, summer 7, Sunday,5418,16.7
frame,lgw,Year 1, summer 7, Sunday,5419,16.6
frame,lgw,Year 1, summer 7, Sunday,5420,16.9
frame,lgw,Year 1, summer 7, Sunday,5421,16.9
frame,lgw,Year 1, summer 7, Sunday,5422,16.6
frame,lgw,Year 1, summer 7, Sunday,5423,16.5
frame,lgw,Year 1, summer 7, Sunday,5424,16.7
frame,lgw,Year 1, summer 7, Sunday,5425,16.6
frame,lgw,Year 1, summer 7, Sunday,5426,16.7
frame,lgw,Year 1, summer 7, Sunday,5427,16.7
frame,lgw,Year 1, summer 7, Sunday,5428,16.6
frame,lgw,Year 1, summer 7, Sunday,5429,16.7
frame,lgw,Year 1, summer 7, Sunday,5430,17.0
frame,lgw,Year 1, summer 7, Sunday,5431,16.3
frame,lgw,Year 1, summer 7, Sunday,5432,16.7
frame,lgw,Year 1, summer 7, Sunday,5433,16.6
frame,lgw,Year 1, summer 7, Sunday,5434,16.7
frame,lgw,Year 1, summer 7, Sunday,5435,16.6
frame,lgw,Year 1, summer 7, Sunday,5436,16.8
frame,lgw,Year 1, summer 7, Sunday,5437,17.0
frame,lgw,Year 1, summer 7, Sunday,5438,16.4
frame,lgw,Year 1, summer 7, Sunday,5439,16.5
frame,lgw,Year 1, summer 7, Sunday,5440,16.6
frame,lgw,Year 1, summer 7, Sunday,5441,16.7
frame,lgw,Year 1, summer 7, Sunday,5442,16.6
frame,lgw,Year 1, summer 7, Sunday,5443,16.7
frame,lgw,Year 1, summer 7, Sunday,5444,16.6
frame,lgw,Year 1, summer 7, Sunday,5445,16.6
frame,lgw,Year 1, summer 7, Sunday,5446,16.8
frame,lgw,Year 1, summer 7, Sunday,5447,16.6
frame,lgw,Year 1, summer 7, Sunday,5448,16.9
frame,lgw,Year 1, summer 7, Sunday,5449,16.4
frame,lgw,Year 1, summer 7, Sunday,5450,16.8
frame,lgw,Year 1, summer 7, Sunday,5451,16.6
frame,lgw,Year 1, summer 7, Sunday,5452,16.7
frame,lgw,Year 1, summer 7, Sunday,5453,16.6
frame,lgw,Year 1, summer 7, Sunday,5454,16.7
frame,lgw,Year 1, summer 7, Sunday,5455,16.7
frame,lgw,Year 1, summer 7, Sunday,5456,16.7
frame,lgw,Year 1, summer 7, Sunday,5457,16.7
frame,lgw,Year 1, summer 7, Sunday,5458,16.6
frame,lgw,Year 1, summer 7, Sunday,5459,16.7
frame,lgw,Year 1, summer 7, Sunday,5460,16.7
frame,lgw,Year 1, summer 7, Sunday,5461,16.7
frame,lgw,Year 1, summer 7, Sunday,5462,16.7
frame,lgw,Year 1, summer 7, Sunday,5463,16.7
frame,lgw,Year 1, summer 7, Sunday,5464,16.6
frame,lgw,Year 1, summer 7, Sunday,5465,16.7
frame,lgw,Year 1, summer 7, Sunday,5466,16.7
frame,lgw,Year 1, summer 7, Sunday,5467,16.6
frame,lgw,Year 1, summer 7, Sunday,5468,16.6
frame,lgw,Year 1, summer 7, Sunday,5469,16.8
frame,lgw,Year 1, summer 7, Sunday,5470,16.6
frame,lgw,Year 1, summer 7, Sunday,5471,16.7
frame,lgw,Year 1, summer 7, Sunday,5472,16.6
frame,lgw,Year 1, summer 7, Sunday,5473,16.7
frame,lgw,Year 1, summer 7, Sunday,5474,16.5
frame,lgw,Year 1, summer 7, Sunday,5475,16.7
frame,lgw,Year 1, summer 7, Sunday,5476,17.0
frame,lgw,Year 1, summer 7, Sunday,5477,16.4
frame,lgw,Year 1, summer 7, Sunday,5478,16.8
frame,lgw,Year 1, summer 7, Sunday,5479,16.5
frame,lgw,Year 1, summer 7, Sunday,5480,16.7
frame,lgw,Year 1, summer 7, Sunday,5481,16.7
frame,lgw,Year 1, summer 7, Sunday,5482,16.6
frame,lgw,Year 1, summer 7, Sunday,5483,16.6
frame,lgw,Year 1, summer 7, Sunday,5484,16.7
frame,lgw,Year 1, summer 7, Sunday,5485,16.7
frame,lgw,Year 1, summer 7, Sunday,5486,16.7
frame,lgw,Year 1, summer 7, Sunday,5487,16.6
frame,lgw,Year 1, summer 7, Sunday,5488,16.7
frame,lgw,Year 1, summer 7, Sunday,5489,16.6
frame,lgw,Year 1, summer 7, Sunday,5490,16.9
frame,lgw,Year 1, summer 7, Sunday,5491,16.8
frame,lgw,Year 1, summer 7, Sunday,5492,16.5
frame,lgw,Year 1, summer 7, Sunday,5493,16.5
frame,lgw,Year 1, summer 7, Sunday,5494,16.6
frame,lgw,Year 1, summer 7, Sunday,5495,16.7
frame,lgw,Year 1, summer 7, Sunday,5496,16.9
frame,lgw,Year 1, summer 7, Sunday,5497,16.6
frame,lgw,Year 1, summer 7, Sunday,5498,16.6
frame,lgw,Year 1, summer 7, Sunday,5499,16.7
frame,lgw,Year 1, summer 7, Sunday,5500,16.6
frame,lgw,Year 1, summer 7, Sunday,5501,16.7
frame,lgw,Year 1, summer 7, Sunday,5502,16.6
frame,lgw,Year 1, summer 7, Sunday,5503,16.8
frame,lgw,Year 1, summer 7, Sunday,5504,16.7
frame,lgw,Year 1, summer 7, Sunday,5505,16.6
frame,lgw,Year 1, summer 7, Sunday,5506,16.6
frame,lgw,Year 1, summer 7, Sunday,5507,16.7
frame,lgw,Year 1, summer 7, Sunday,5508,16.7
frame,lgw,Year 1, summer 7, Sunday,5509,16.7
frame,lgw,Year 1, summer 7, Sunday,5510,17.5
frame,lgw,Year 1, summer 7, Sunday,5511,15.8
frame,lgw,Year 1, summer 7, Sunday,5512,16.7
frame,lgw,Year 1, summer 7, Sunday,5513,16.8
frame,lgw,Year 1, summer 7, Sunday,5514,16.5
frame,lgw,Year 1, summer 7, Sunday,5515,16.7
frame,lgw,Year 1, summer 7, Sunday,5516,16.8
frame,lgw,Year 1, summer 7, Sunday,5517,16.6
frame,lgw,Year 1, summer 7, Sunday,5518,16.6
frame,lgw,Year 1, summer 7, Sunday,5519,16.7
frame,lgw,Year 1, summer 7, Sunday,5520,16.6
frame,lgw,Year 1, summer 7, Sunday,5521,16.7
frame,lgw,Year 1, summer 7, Sunday,5522,16.7
frame,lgw,Year 1, summer 7, Sunday,5523,16.6
frame,lgw,Year 1, summer 7, Sunday,5524,16.7
frame,lgw,Year 1, summer 7, Sunday,5525,16.6
frame,lgw,Year 1, summer 7, Sunday,5526,16.6
frame,lgw,Year 1, summer 7, Sunday,5527,16.7
frame,lgw,Year 1, summer 7, Sunday,5528,16.6
frame,lgw,Year 1, summer 7, Sunday,5529,16.7
frame,lgw,Year 1, summer 7, Sunday,5530,16.7
frame,lgw,Year 1, summer 7, Sunday,5531,16.5
frame,lgw,Year 1, summer 7, Sunday,5532,16.8
frame,lgw,Year 1, summer 7, Sunday,5533,16.7
frame,lgw,Year 1, summer 7, Sunday,5534,16.6
frame,lgw,Year 1, summer 7, Sunday,5535,16.8
frame,lgw,Year 1, summer 7, Sunday,5536,16.6
frame,lgw,Year 1, summer 7, Sunday,5537,16.7
frame,lgw,Year 1, summer 7, Sunday,5538,16.7
frame,lgw,Year 1, summer 7, Sunday,5539,16.7
frame,lgw,Year 1, summer 7, Sunday,5540,16.6
frame,lgw,Year 1, summer 7, Sunday,5541,16.6
frame,lgw,Year 1, summer 7, Sunday,5542,16.6
frame,lgw,Year 1, summer 7, Sunday,5543,16.8
frame,lgw,Year 1, summer 7, Sunday,5544,16.6
frame,lgw,Year 1, summer 7, Sunday,5545,16.8
frame,lgw,Year 1, summer 7, Sunday,5546,16.6
frame,lgw,Year 1, summer 7, Sunday,5547,16.6
frame,lgw,Year 1, summer 7, Sunday,5548,16.7
frame,lgw,Year 1, summer 7, Sunday,5549,16.7
frame,lgw,Year 1, summer 7, Sunday,5550,16.6
frame,lgw,Year 1, summer 7, Sunday,5551,16.6
frame,lgw,Year 1, summer 7, Sunday,5552,16.7
frame,lgw,Year 1, summer 7, Sunday,5553,16.7
frame,lgw,Year 1, summer 7, Sunday,5554,17.0
frame,lgw,Year 1, summer 7, Sunday,5555,16.4
frame,lgw,Year 1, summer 7, Sunday,5556,16.9
frame,lgw,Year 1, summer 7, Sunday,5557,16.5
frame,lgw,Year 1, summer 7, Sunday,5558,16.6
frame,lgw,Year 1, summer 7, Sunday,5559,17.2
frame,lgw,Year 1, summer 7, Sunday,5560,16.2
frame,lgw,Year 1, summer 7, Sunday,5561,16.7
frame,lgw,Year 1, summer 7, Sunday,5562,16.8
frame,lgw,Year 1, summer 7, Sunday,5563,16.5
frame,lgw,Year 1, summer 7, Sunday,5564,16.8
frame,lgw,Year 1, summer 7, Sunday,5565,16.6
frame,lgw,Year 1, summer 7, Sunday,5566,16.6
frame,lgw,Year 1, summer 7, Sunday,5567,16.6
frame,lgw,Year 1, summer 7, Sunday,5568,16.7
