kind,player,date,name,calls,total_ms,avg_ms,max_ms
frame,lgw,Year 1, spring 18, Thursday,5577,21.0
frame,lgw,Year 1, spring 18, Thursday,5578,21.2
frame,lgw,Year 1, spring 18, Thursday,5579,0.1
frame,lgw,Year 1, spring 18, Thursday,5580,20.9
frame,lgw,Year 1, spring 18, Thursday,5581,20.8
frame,lgw,Year 1, spring 18, Thursday,5582,21.0
frame,lgw,Year 1, spring 18, Thursday,5583,21.8
frame,lgw,Year 1, spring 18, Thursday,5584,0.1
frame,lgw,Year 1, spring 18, Thursday,5585,21.1
frame,lgw,Year 1, spring 18, Thursday,5586,22.2
frame,lgw,Year 1, spring 18, Thursday,5587,20.9
frame,lgw,Year 1, spring 18, Thursday,5588,0.1
frame,lgw,Year 1, spring 18, Thursday,5589,20.7
frame,lgw,Year 1, spring 18, Thursday,5590,20.8
frame,lgw,Year 1, spring 18, Thursday,5591,20.8
frame,lgw,Year 1, spring 18, Thursday,5592,21.1
frame,lgw,Year 1, spring 18, Thursday,5593,0.3
frame,lgw,Year 1, spring 18, Thursday,5594,21.0
frame,lgw,Year 1, spring 18, Thursday,5595,21.3
frame,lgw,Year 1, spring 18, Thursday,5596,21.3
frame,lgw,Year 1, spring 18, Thursday,5597,22.1
frame,lgw,Year 1, spring 18, Thursday,5598,0.2
frame,lgw,Year 1, spring 18, Thursday,5599,21.7
frame,lgw,Year 1, spring 18, Thursday,5600,21.6
frame,lgw,Year 1, spring 18, Thursday,5601,20.9
frame,lgw,Year 1, spring 18, Thursday,5602,0.1
frame,lgw,Year 1, spring 18, Thursday,5603,21.1
frame,lgw,Year 1, spring 18, Thursday,5604,21.3
frame,lgw,Year 1, spring 18, Thursday,5605,21.7
frame,lgw,Year 1, spring 18, Thursday,5606,21.5
frame,lgw,Year 1, spring 18, Thursday,5607,0.2
frame,lgw,Year 1, spring 18, Thursday,5608,21.2
frame,lgw,Year 1, spring 18, Thursday,5609,21.0
frame,lgw,Year 1, spring 18, Thursday,5610,21.6
frame,lgw,Year 1, spring 18, Thursday,5611,0.1
frame,lgw,Year 1, spring 18, Thursday,5612,21.4
frame,lgw,Year 1, spring 18, Thursday,5613,21.3
frame,lgw,Year 1, spring 18, Thursday,5614,21.7
frame,lgw,Year 1, spring 18, Thursday,5615,21.9
frame,lgw,Year 1, spring 18, Thursday,5616,0.3
frame,lgw,Year 1, spring 18, Thursday,5617,21.6
frame,lgw,Year 1, spring 18, Thursday,5618,21.4
frame,lgw,Year 1, spring 18, Thursday,5619,21.0
frame,lgw,Year 1, spring 18, Thursday,5620,0.1
frame,lgw,Year 1, spring 18, Thursday,5621,21.0
frame,lgw,Year 1, spring 18, Thursday,5622,21.2
frame,lgw,Year 1, spring 18, Thursday,5623,21.0
frame,lgw,Year 1, spring 18, Thursday,5624,21.7
frame,lgw,Year 1, spring 18, Thursday,5625,0.1
frame,lgw,Year 1, spring 18, Thursday,5626,21.1
frame,lgw,Year 1, spring 18, Thursday,5627,21.2
frame,lgw,Year 1, spring 18, Thursday,5628,20.8
frame,lgw,Year 1, spring 18, Thursday,5629,0.1
frame,lgw,Year 1, spring 18, Thursday,5630,21.3
frame,lgw,Year 1, spring 18, Thursday,5631,22.1
frame,lgw,Year 1, spring 18, Thursday,5632,21.0
frame,lgw,Year 1, spring 18, Thursday,5633,20.9
frame,lgw,Year 1, spring 18, Thursday,5634,0.1
frame,lgw,Year 1, spring 18, Thursday,5635,21.2
frame,lgw,Year 1, spring 18, Thursday,5636,20.7
frame,lgw,Year 1, spring 18, Thursday,5637,20.9
frame,lgw,Year 1, spring 18, Thursday,5638,21.1
frame,lgw,Year 1, spring 18, Thursday,5639,0.1
frame,lgw,Year 1, spring 18, Thursday,5640,22.9
frame,lgw,Year 1, spring 18, Thursday,5641,23.5
frame,lgw,Year 1, spring 18, Thursday,5642,21.7
frame,lgw,Year 1, spring 18, Thursday,5643,0.2
frame,lgw,Year 1, spring 18, Thursday,5644,21.3
frame,lgw,Year 1, spring 18, Thursday,5645,21.2
frame,lgw,Year 1, spring 18, Thursday,5646,21.1
frame,lgw,Year 1, spring 18, Thursday,5647,0.1
frame,lgw,Year 1, spring 18, Thursday,5648,21.2
frame,lgw,Year 1, spring 18, Thursday,5649,20.8
frame,lgw,Year 1, spring 18, Thursday,5650,20.8
frame,lgw,Year 1, spring 18, Thursday,5651,20.7
frame,lgw,Year 1, spring 18, Thursday,5652,0.1
frame,lgw,Year 1, spring 18, Thursday,5653,21.2
frame,lgw,Year 1, spring 18, Thursday,5654,21.1
frame,lgw,Year 1, spring 18, Thursday,5655,20.6
frame,lgw,Year 1, spring 18, Thursday,5656,20.7
frame,lgw,Year 1, spring 18, Thursday,5657,0.1
frame,lgw,Year 1, spring 18, Thursday,5658,20.8
frame,lgw,Year 1, spring 18, Thursday,5659,21.6
frame,lgw,Year 1, spring 18, Thursday,5660,21.0
frame,lgw,Year 1, spring 18, Thursday,5661,21.6
frame,lgw,Year 1, spring 18, Thursday,5662,0.1
frame,lgw,Year 1, spring 18, Thursday,5663,21.2
frame,lgw,Year 1, spring 18, Thursday,5664,21.1
frame,lgw,Year 1, spring 18, Thursday,5665,21.6
frame,lgw,Year 1, spring 18, Thursday,5666,0.2
frame,lgw,Year 1, spring 18, Thursday,5667,21.4
frame,lgw,Year 1, spring 18, Thursday,5668,21.2
frame,lgw,Year 1, spring 18, Thursday,5669,22.2
frame,lgw,Year 1, spring 18, Thursday,5670,21.4
frame,lgw,Year 1, spring 18, Thursday,5671,0.1
frame,lgw,Year 1, spring 18, Thursday,5672,21.0
frame,lgw,Year 1, spring 18, Thursday,5673,20.9
frame,lgw,Year 1, spring 18, Thursday,5674,21.2
frame,lgw,Year 1, spring 18, Thursday,5675,0.1
frame,lgw,Year 1, spring 18, Thursday,5676,21.1
frame,lgw,Year 1, spring 18, Thursday,5677,21.3
frame,lgw,Year 1, spring 18, Thursday,5678,21.6
frame,lgw,Year 1, spring 18, Thursday,5679,20.9
frame,lgw,Year 1, spring 18, Thursday,5680,0.1
frame,lgw,Year 1, spring 18, Thursday,5681,21.3
frame,lgw,Year 1, spring 18, Thursday,5682,22.7
frame,lgw,Year 1, spring 18, Thursday,5683,24.8
frame,lgw,Year 1, spring 18, Thursday,5684,0.4
frame,lgw,Year 1, spring 18, Thursday,5685,21.9
frame,lgw,Year 1, spring 18, Thursday,5686,21.2
frame,lgw,Year 1, spring 18, Thursday,5687,21.3
frame,lgw,Year 1, spring 18, Thursday,5688,0.1
frame,lgw,Year 1, spring 18, Thursday,5689,21.1
frame,lgw,Year 1, spring 18, Thursday,5690,21.0
frame,lgw,Year 1, spring 18, Thursday,5691,21.3
frame,lgw,Year 1, spring 18, Thursday,5692,21.6
frame,lgw,Year 1, spring 18, Thursday,5693,0.2
frame,lgw,Year 1, spring 18, Thursday,5694,21.4
frame,lgw,Year 1, spring 18, Thursday,5695,20.8
frame,lgw,Year 1, spring 18, Thursday,5696,21.3
frame,lgw,Year 1, spring 18, Thursday,5697,0.2
frame,lgw,Year 1, spring 18, Thursday,5698,21.0
frame,lgw,Year 1, spring 18, Thursday,5699,21.1
frame,lgw,Year 1, spring 18, Thursday,5700,20.9
frame,lgw,Year 1, spring 18, Thursday,5701,21.2
frame,lgw,Year 1, spring 18, Thursday,5702,0.1
frame,lgw,Year 1, spring 18, Thursday,5703,21.1
frame,lgw,Year 1, spring 18, Thursday,5704,21.2
frame,lgw,Year 1, spring 18, Thursday,5705,22.0
frame,lgw,Year 1, spring 18, Thursday,5706,0.2
frame,lgw,Year 1, spring 18, Thursday,5707,21.3
frame,lgw,Year 1, spring 18, Thursday,5708,21.5
frame,lgw,Year 1, spring 18, Thursday,5709,20.9
frame,lgw,Year 1, spring 18, Thursday,5710,20.7
frame,lgw,Year 1, spring 18, Thursday,5711,0.1
frame,lgw,Year 1, spring 18, Thursday,5712,20.8
frame,lgw,Year 1, spring 18, Thursday,5713,20.7
frame,lgw,Year 1, spring 18, Thursday,5714,21.3
frame,lgw,Year 1, spring 18, Thursday,5715,21.5
frame,lgw,Year 1, spring 18, Thursday,5716,0.1
frame,lgw,Year 1, spring 18, Thursday,5717,21.5
frame,lgw,Year 1, spring 18, Thursday,5718,21.6
frame,lgw,Year 1, spring 18, Thursday,5719,21.2
frame,lgw,Year 1, spring 18, Thursday,5720,0.1
frame,lgw,Year 1, spring 18, Thursday,5721,21.0
frame,lgw,Year 1, spring 18, Thursday,5722,20.9
frame,lgw,Year 1, spring 18, Thursday,5723,20.9
frame,lgw,Year 1, spring 18, Thursday,5724,20.7
frame,lgw,Year 1, spring 18, Thursday,5725,0.1
frame,lgw,Year 1, spring 18, Thursday,5726,21.7
frame,lgw,Year 1, spring 18, Thursday,5727,21.3
frame,lgw,Year 1, spring 18, Thursday,5728,21.4
frame,lgw,Year 1, spring 18, Thursday,5729,21.2
frame,lgw,Year 1, spring 18, Thursday,5730,0.2
frame,lgw,Year 1, spring 18, Thursday,5731,21.6
frame,lgw,Year 1, spring 18, Thursday,5732,21.2
frame,lgw,Year 1, spring 18, Thursday,5733,21.2
frame,lgw,Year 1, spring 18, Thursday,5734,0.2
frame,lgw,Year 1, spring 18, Thursday,5735,20.9
frame,lgw,Year 1, spring 18, Thursday,5736,21.3
frame,lgw,Year 1, spring 18, Thursday,5737,21.2
frame,lgw,Year 1, spring 18, Thursday,5738,21.7
frame,lgw,Year 1, spring 18, Thursday,5739,0.1
frame,lgw,Year 1, spring 18, Thursday,5740,21.1
frame,lgw,Year 1, spring 18, Thursday,5741,21.3
frame,lgw,Year 1, spring 18, Thursday,5742,21.3
frame,lgw,Year 1, spring 18, Thursday,5743,21.4
frame,lgw,Year 1, spring 18, Thursday,5744,0.2
frame,lgw,Year 1, spring 18, Thursday,5745,21.1
frame,lgw,Year 1, spring 18, Thursday,5746,21.3
frame,lgw,Year 1, spring 18, Thursday,5747,21.1
frame,lgw,Year 1, spring 18, Thursday,5748,0.1
frame,lgw,Year 1, spring 18, Thursday,5749,21.0
frame,lgw,Year 1, spring 18, Thursday,5750,22.0
frame,lgw,Year 1, spring 18, Thursday,5751,21.0
frame,lgw,Year 1, spring 18, Thursday,5752,20.8
frame,lgw,Year 1, spring 18, Thursday,5753,0.3
frame,lgw,Year 1, spring 18, Thursday,5754,21.1
frame,lgw,Year 1, spring 18, Thursday,5755,21.5
frame,lgw,Year 1, spring 18, Thursday,5756,21.8
frame,lgw,Year 1, spring 18, Thursday,5757,0.2
frame,lgw,Year 1, spring 18, Thursday,5758,21.3
frame,lgw,Year 1, spring 18, Thursday,5759,20.8
frame,lgw,Year 1, spring 18, Thursday,5760,22.3
frame,lgw,Year 1, spring 18, Thursday,5761,20.7
frame,lgw,Year 1, spring 18, Thursday,5762,0.1
frame,lgw,Year 1, spring 18, Thursday,5763,21.1
frame,lgw,Year 1, spring 18, Thursday,5764,20.9
frame,lgw,Year 1, spring 18, Thursday,5765,21.8
frame,lgw,Year 1, spring 18, Thursday,5766,0.2
frame,lgw,Year 1, spring 18, Thursday,5767,22.2
frame,lgw,Year 1, spring 18, Thursday,5768,21.0
frame,lgw,Year 1, spring 18, Thursday,5769,21.0
frame,lgw,Year 1, spring 18, Thursday,5770,20.8
frame,lgw,Year 1, spring 18, Thursday,5771,0.1
frame,lgw,Year 1, spring 18, Thursday,5772,20.8
frame,lgw,Year 1, spring 18, Thursday,5773,21.1
frame,lgw,Year 1, spring 18, Thursday,5774,20.9
frame,lgw,Year 1, spring 18, Thursday,5775,21.9
frame,lgw,Year 1, spring 18, Thursday,5776,0.1
frame,lgw,Year 1, spring 18, Thursday,5777,22.2
frame,lgw,Year 1, spring 18, Thursday,5778,21.5
frame,lgw,Year 1, spring 18, Thursday,5779,21.9
frame,lgw,Year 1, spring 18, Thursday,5780,0.1
frame,lgw,Year 1, spring 18, Thursday,5781,21.4
frame,lgw,Year 1, spring 18, Thursday,5782,21.1
frame,lgw,Year 1, spring 18, Thursday,5783,21.0
frame,lgw,Year 1, spring 18, Thursday,5784,21.0
frame,lgw,Year 1, spring 18, Thursday,5785,0.1
frame,lgw,Year 1, spring 18, Thursday,5786,22.0
frame,lgw,Year 1, spring 18, Thursday,5787,21.2
frame,lgw,Year 1, spring 18, Thursday,5788,20.8
frame,lgw,Year 1, spring 18, Thursday,5789,0.6
frame,lgw,Year 1, spring 18, Thursday,5790,21.3
frame,lgw,Year 1, spring 18, Thursday,5791,20.9
frame,lgw,Year 1, spring 18, Thursday,5792,21.3
frame,lgw,Year 1, spring 18, Thursday,5793,21.2
frame,lgw,Year 1, spring 18, Thursday,5794,0.1
frame,lgw,Year 1, spring 18, Thursday,5795,21.3
frame,lgw,Year 1, spring 18, Thursday,5796,21.4
frame,lgw,Year 1, spring 18, Thursday,5797,21.3
frame,lgw,Year 1, spring 18, Thursday,5798,0.1
frame,lgw,Year 1, spring 18, Thursday,5799,21.3
frame,lgw,Year 1, spring 18, Thursday,5800,22.9
frame,lgw,Year 1, spring 18, Thursday,5801,21.9
frame,lgw,Year 1, spring 18, Thursday,5802,0.1
frame,lgw,Year 1, spring 18, Thursday,5803,21.5
frame,lgw,Year 1, spring 18, Thursday,5804,21.1
frame,lgw,Year 1, spring 18, Thursday,5805,20.8
frame,lgw,Year 1, spring 18, Thursday,5806,21.2
frame,lgw,Year 1, spring 18, Thursday,5807,0.1
frame,lgw,Year 1, spring 18, Thursday,5808,20.7
frame,lgw,Year 1, spring 18, Thursday,5809,21.3
frame,lgw,Year 1, spring 18, Thursday,5810,20.9
frame,lgw,Year 1, spring 18, Thursday,5811,21.5
frame,lgw,Year 1, spring 18, Thursday,5812,0.1
frame,lgw,Year 1, spring 18, Thursday,5813,21.8
frame,lgw,Year 1, spring 18, Thursday,5814,21.7
frame,lgw,Year 1, spring 18, Thursday,5815,21.3
frame,lgw,Year 1, spring 18, Thursday,5816,0.1
frame,lgw,Year 1, spring 18, Thursday,5817,20.7
frame,lgw,Year 1, spring 18, Thursday,5818,21.0
frame,lgw,Year 1, spring 18, Thursday,5819,21.2
frame,lgw,Year 1, spring 18, Thursday,5820,21.0
frame,lgw,Year 1, spring 18, Thursday,5821,0.1
frame,lgw,Year 1, spring 18, Thursday,5822,21.2
frame,lgw,Year 1, spring 18, Thursday,5823,21.4
frame,lgw,Year 1, spring 18, Thursday,5824,21.6
frame,lgw,Year 1, spring 18, Thursday,5825,21.0
frame,lgw,Year 1, spring 18, Thursday,5826,0.1
frame,lgw,Year 1, spring 18, Thursday,5827,21.2
frame,lgw,Year 1, spring 18, Thursday,5828,20.8
frame,lgw,Year 1, spring 18, Thursday,5829,21.0
frame,lgw,Year 1, spring 18, Thursday,5830,0.1
frame,lgw,Year 1, spring 18, Thursday,5831,21.0
frame,lgw,Year 1, spring 18, Thursday,5832,21.2
frame,lgw,Year 1, spring 18, Thursday,5833,21.4
frame,lgw,Year 1, spring 18, Thursday,5834,21.2
frame,lgw,Year 1, spring 18, Thursday,5835,0.1
frame,lgw,Year 1, spring 18, Thursday,5836,21.4
frame,lgw,Year 1, spring 18, Thursday,5837,21.4
frame,lgw,Year 1, spring 18, Thursday,5838,20.9
frame,lgw,Year 1, spring 18, Thursday,5839,21.8
frame,lgw,Year 1, spring 18, Thursday,5840,0.1
frame,lgw,Year 1, spring 18, Thursday,5841,21.0
frame,lgw,Year 1, spring 18, Thursday,5842,21.7
frame,lgw,Year 1, spring 18, Thursday,5843,22.9
frame,lgw,Year 1, spring 18, Thursday,5844,0.3
frame,lgw,Year 1, spring 18, Thursday,5845,22.4
frame,lgw,Year 1, spring 18, Thursday,5846,20.7
frame,lgw,Year 1, spring 18, Thursday,5847,20.8
frame,lgw,Year 1, spring 18, Thursday,5848,0.1
frame,lgw,Year 1, spring 18, Thursday,5849,20.9
frame,lgw,Year 1, spring 18, Thursday,5850,21.0
frame,lgw,Year 1, spring 18, Thursday,5851,20.9
frame,lgw,Year 1, spring 18, Thursday,5852,20.9
frame,lgw,Year 1, spring 18, Thursday,5853,0.1
frame,lgw,Year 1, spring 18, Thursday,5854,21.0
frame,lgw,Year 1, spring 18, Thursday,5855,21.2
frame,lgw,Year 1, spring 18, Thursday,5856,21.1
frame,lgw,Year 1, spring 18, Thursday,5857,21.0
frame,lgw,Year 1, spring 18, Thursday,5858,0.2
frame,lgw,Year 1, spring 18, Thursday,5859,21.0
frame,lgw,Year 1, spring 18, Thursday,5860,20.8
frame,lgw,Year 1, spring 18, Thursday,5861,21.5
frame,lgw,Year 1, spring 18, Thursday,5862,21.5
frame,lgw,Year 1, spring 18, Thursday,5863,0.6
frame,lgw,Year 1, spring 18, Thursday,5864,21.6
frame,lgw,Year 1, spring 18, Thursday,5865,21.2
frame,lgw,Year 1, spring 18, Thursday,5866,21.3
frame,lgw,Year 1, spring 18, Thursday,5867,0.5
frame,lgw,Year 1, spring 18, Thursday,5868,21.8
frame,lgw,Year 1, spring 18, Thursday,5869,21.2
frame,lgw,Year 1, spring 18, Thursday,5870,20.9
frame,lgw,Year 1, spring 18, Thursday,5871,21.2
frame,lgw,Year 1, spring 18, Thursday,5872,0.1
frame,lgw,Year 1, spring 18, Thursday,5873,21.4
frame,lgw,Year 1, spring 18, Thursday,5874,21.0
frame,lgw,Year 1, spring 18, Thursday,5875,21.3
frame,lgw,Year 1, spring 18, Thursday,5876,0.2
frame,lgw,Year 1, spring 18, Thursday,5877,20.9
frame,lgw,Year 1, spring 18, Thursday,5878,21.3
frame,lgw,Year 1, spring 18, Thursday,5879,20.8
frame,lgw,Year 1, spring 18, Thursday,5880,21.4
frame,lgw,Year 1, spring 18, Thursday,5881,0.1
frame,lgw,Year 1, spring 18, Thursday,5882,21.1
frame,lgw,Year 1, spring 18, Thursday,5883,20.7
frame,lgw,Year 1, spring 18, Thursday,5884,20.6
frame,lgw,Year 1, spring 18, Thursday,5885,20.8
frame,lgw,Year 1, spring 18, Thursday,5886,0.1
frame,lgw,Year 1, spring 18, Thursday,5887,20.8
frame,lgw,Year 1, spring 18, Thursday,5888,20.7
frame,lgw,Year 1, spring 18, Thursday,5889,20.8
frame,lgw,Year 1, spring 18, Thursday,5890,21.6
frame,lgw,Year 1, spring 18, Thursday,5891,0.1
frame,lgw,Year 1, spring 18, Thursday,5892,21.0
frame,lgw,Year 1, spring 18, Thursday,5893,21.4
frame,lgw,Year 1, spring 18, Thursday,5894,21.0
frame,lgw,Year 1, spring 18, Thursday,5895,21.1
frame,lgw,Year 1, spring 18, Thursday,5896,0.1
frame,lgw,Year 1, spring 18, Thursday,5897,21.6
frame,lgw,Year 1, spring 18, Thursday,5898,21.1
frame,lgw,Year 1, spring 18, Thursday,5899,21.2
frame,lgw,Year 1, spring 18, Thursday,5900,0.1
frame,lgw,Year 1, spring 18, Thursday,5901,21.0
frame,lgw,Year 1, spring 18, Thursday,5902,20.9
frame,lgw,Year 1, spring 18, Thursday,5903,20.8
frame,lgw,Year 1, spring 18, Thursday,5904,21.6
frame,lgw,Year 1, spring 18, Thursday,5905,0.1
frame,lgw,Year 1, spring 18, Thursday,5906,21.1
frame,lgw,Year 1, spring 18, Thursday,5907,21.1
frame,lgw,Year 1, spring 18, Thursday,5908,21.1
frame,lgw,Year 1, spring 18, Thursday,5909,21.8
frame,lgw,Year 1, spring 18, Thursday,5910,0.1
frame,lgw,Year 1, spring 18, Thursday,5911,21.0
frame,lgw,Year 1, spring 18, Thursday,5912,21.1
frame,lgw,Year 1, spring 18, Thursday,5913,20.8
frame,lgw,Year 1, spring 18, Thursday,5914,0.1
frame,lgw,Year 1, spring 18, Thursday,5915,21.2
frame,lgw,Year 1, spring 18, Thursday,5916,21.1
frame,lgw,Year 1, spring 18, Thursday,5917,21.1
frame,lgw,Year 1, spring 18, Thursday,5918,20.8
frame,lgw,Year 1, spring 18, Thursday,5919,0.1
frame,lgw,Year 1, spring 18, Thursday,5920,21.0
frame,lgw,Year 1, spring 18, Thursday,5921,21.5
frame,lgw,Year 1, spring 18, Thursday,5922,21.0
frame,lgw,Year 1, spring 18, Thursday,5923,21.5
frame,lgw,Year 1, spring 18, Thursday,5924,0.1
frame,lgw,Year 1, spring 18, Thursday,5925,20.7
frame,lgw,Year 1, spring 18, Thursday,5926,20.9
frame,lgw,Year 1, spring 18, Thursday,5927,20.8
frame,lgw,Year 1, spring 18, Thursday,5928,20.9
frame,lgw,Year 1, spring 18, Thursday,5929,0.1
frame,lgw,Year 1, spring 18, Thursday,5930,20.8
frame,lgw,Year 1, spring 18, Thursday,5931,21.0
frame,lgw,Year 1, spring 18, Thursday,5932,21.2
frame,lgw,Year 1, spring 18, Thursday,5933,0.1
frame,lgw,Year 1, spring 18, Thursday,5934,21.0
frame,lgw,Year 1, spring 18, Thursday,5935,21.3
frame,lgw,Year 1, spring 18, Thursday,5936,20.8
frame,lgw,Year 1, spring 18, Thursday,5937,21.6
frame,lgw,Year 1, spring 18, Thursday,5938,0.1
frame,lgw,Year 1, spring 18, Thursday,5939,20.9
frame,lgw,Year 1, spring 18, Thursday,5940,21.3
frame,lgw,Year 1, spring 18, Thursday,5941,21.1
frame,lgw,Year 1, spring 18, Thursday,5942,21.2
frame,lgw,Year 1, spring 18, Thursday,5943,0.1
frame,lgw,Year 1, spring 18, Thursday,5944,21.0
frame,lgw,Year 1, spring 18, Thursday,5945,20.9
frame,lgw,Year 1, spring 18, Thursday,5946,20.8
frame,lgw,Year 1, spring 18, Thursday,5947,21.2
frame,lgw,Year 1, spring 18, Thursday,5948,0.1
frame,lgw,Year 1, spring 18, Thursday,5949,22.1
frame,lgw,Year 1, spring 18, Thursday,5950,21.2
frame,lgw,Year 1, spring 18, Thursday,5951,21.1
frame,lgw,Year 1, spring 18, Thursday,5952,0.1
frame,lgw,Year 1, spring 18, Thursday,5953,21.0
frame,lgw,Year 1, spring 18, Thursday,5954,21.3
frame,lgw,Year 1, spring 18, Thursday,5955,20.9
frame,lgw,Year 1, spring 18, Thursday,5956,20.7
frame,lgw,Year 1, spring 18, Thursday,5957,0.1
frame,lgw,Year 1, spring 18, Thursday,5958,21.0
frame,lgw,Year 1, spring 18, Thursday,5959,21.1
frame,lgw,Year 1, spring 18, Thursday,5960,21.0
frame,lgw,Year 1, spring 18, Thursday,5961,21.1
frame,lgw,Year 1, spring 18, Thursday,5962,0.1
frame,lgw,Year 1, spring 18, Thursday,5963,20.9
frame,lgw,Year 1, spring 18, Thursday,5964,20.8
frame,lgw,Year 1, spring 18, Thursday,5965,21.9
frame,lgw,Year 1, spring 18, Thursday,5966,0.1
frame,lgw,Year 1, spring 18, Thursday,5967,21.2
frame,lgw,Year 1, spring 18, Thursday,5968,20.9
frame,lgw,Year 1, spring 18, Thursday,5969,21.2
frame,lgw,Year 1, spring 18, Thursday,5970,21.8
frame,lgw,Year 1, spring 18, Thursday,5971,0.1
frame,lgw,Year 1, spring 18, Thursday,5972,21.6
frame,lgw,Year 1, spring 18, Thursday,5973,21.0
frame,lgw,Year 1, spring 18, Thursday,5974,21.2
frame,lgw,Year 1, spring 18, Thursday,5975,21.0
frame,lgw,Year 1, spring 18, Thursday,5976,0.2
frame,lgw,Year 1, spring 18, Thursday,5977,21.7
frame,lgw,Year 1, spring 18, Thursday,5978,21.0
frame,lgw,Year 1, spring 18, Thursday,5979,21.0
frame,lgw,Year 1, spring 18, Thursday,5980,0.1
frame,lgw,Year 1, spring 18, Thursday,5981,20.8
frame,lgw,Year 1, spring 18, Thursday,5982,21.1
frame,lgw,Year 1, spring 18, Thursday,5983,21.0
frame,lgw,Year 1, spring 18, Thursday,5984,21.5
frame,lgw,Year 1, spring 18, Thursday,5985,0.1
frame,lgw,Year 1, spring 18, Thursday,5986,21.3
frame,lgw,Year 1, spring 18, Thursday,5987,21.6
frame,lgw,Year 1, spring 18, Thursday,5988,21.4
frame,lgw,Year 1, spring 18, Thursday,5989,21.1
frame,lgw,Year 1, spring 18, Thursday,5990,0.1
frame,lgw,Year 1, spring 18, Thursday,5991,20.9
frame,lgw,Year 1, spring 18, Thursday,5992,21.2
frame,lgw,Year 1, spring 18, Thursday,5993,21.9
frame,lgw,Year 1, spring 18, Thursday,5994,0.1
frame,lgw,Year 1, spring 18, Thursday,5995,20.9
frame,lgw,Year 1, spring 18, Thursday,5996,20.8
frame,lgw,Year 1, spring 18, Thursday,5997,21.2
frame,lgw,Year 1, spring 18, Thursday,5998,21.2
frame,lgw,Year 1, spring 18, Thursday,5999,0.1
switch,lgw,Year 1, spring 18, Thursday,610,80.3
switch,lgw,Year 1, spring 18, Thursday,620,22.5
switch,lgw,Year 1, spring 18, Thursday,630,20.0
switchdetail,lgw,Year 1, spring 18, Thursday,600,0,0.0
switchdetail,lgw,Year 1, spring 18, Thursday,610,0,0.0
switchdetail,lgw,Year 1, spring 18, Thursday,620,0,0.0
lag,lgw,Year 1, spring 18, Thursday,6942,109.7
lag,lgw,Year 1, spring 18, Thursday,7742,71.4
lag,lgw,Year 1, spring 18, Thursday,7796,80.3
lag,lgw,Year 1, spring 18, Thursday,8826,92.1
lag,lgw,Year 1, spring 18, Thursday,11468,133.0
lag,lgw,Year 1, spring 18, Thursday,11859,90.8
lag,lgw,Year 1, spring 18, Thursday,11878,58.0
frame,lgw,Year 1, spring 18, Thursday,11120,0.3
frame,lgw,Year 1, spring 18, Thursday,11121,21.2
frame,lgw,Year 1, spring 18, Thursday,11122,21.2
frame,lgw,Year 1, spring 18, Thursday,11123,21.3
frame,lgw,Year 1, spring 18, Thursday,11124,21.6
frame,lgw,Year 1, spring 18, Thursday,11125,0.4
frame,lgw,Year 1, spring 18, Thursday,11126,22.1
frame,lgw,Year 1, spring 18, Thursday,11127,21.0
frame,lgw,Year 1, spring 18, Thursday,11128,21.5
frame,lgw,Year 1, spring 18, Thursday,11129,0.3
frame,lgw,Year 1, spring 18, Thursday,11130,21.3
frame,lgw,Year 1, spring 18, Thursday,11131,21.7
frame,lgw,Year 1, spring 18, Thursday,11132,21.6
frame,lgw,Year 1, spring 18, Thursday,11133,21.8
frame,lgw,Year 1, spring 18, Thursday,11134,0.4
frame,lgw,Year 1, spring 18, Thursday,11135,21.8
frame,lgw,Year 1, spring 18, Thursday,11136,22.2
frame,lgw,Year 1, spring 18, Thursday,11137,21.4
frame,lgw,Year 1, spring 18, Thursday,11138,0.2
frame,lgw,Year 1, spring 18, Thursday,11139,21.0
frame,lgw,Year 1, spring 18, Thursday,11140,21.5
frame,lgw,Year 1, spring 18, Thursday,11141,21.5
frame,lgw,Year 1, spring 18, Thursday,11142,0.3
frame,lgw,Year 1, spring 18, Thursday,11143,22.5
frame,lgw,Year 1, spring 18, Thursday,11144,21.5
frame,lgw,Year 1, spring 18, Thursday,11145,21.4
frame,lgw,Year 1, spring 18, Thursday,11146,21.4
frame,lgw,Year 1, spring 18, Thursday,11147,0.4
frame,lgw,Year 1, spring 18, Thursday,11148,21.2
frame,lgw,Year 1, spring 18, Thursday,11149,21.8
frame,lgw,Year 1, spring 18, Thursday,11150,21.5
frame,lgw,Year 1, spring 18, Thursday,11151,0.5
frame,lgw,Year 1, spring 18, Thursday,11152,21.7
frame,lgw,Year 1, spring 18, Thursday,11153,23.5
frame,lgw,Year 1, spring 18, Thursday,11154,22.0
frame,lgw,Year 1, spring 18, Thursday,11155,0.8
frame,lgw,Year 1, spring 18, Thursday,11156,21.9
frame,lgw,Year 1, spring 18, Thursday,11157,22.6
frame,lgw,Year 1, spring 18, Thursday,11158,22.2
frame,lgw,Year 1, spring 18, Thursday,11159,0.4
frame,lgw,Year 1, spring 18, Thursday,11160,22.5
frame,lgw,Year 1, spring 18, Thursday,11161,21.8
frame,lgw,Year 1, spring 18, Thursday,11162,22.0
frame,lgw,Year 1, spring 18, Thursday,11163,0.3
frame,lgw,Year 1, spring 18, Thursday,11164,21.4
